"slopeLength","daysAfter","numSlopes","orientation","all.all.other.days","all.during.heatwave","all.after.heatwave","R.all.other.days","R.during.heatwave","R.after.heatwave","L.all.other.days","L.during.heatwave","L.after.heatwave","T.all.other.days","T.during.heatwave","T.after.heatwave"
5,5,8,"start",8.08555861645896,34.006310809003,34.006310809003,9.91154164170042,35.0618701031432,35.0618701031432,5.30021544651639,24.5643111893091,24.5643111893091,9.98777447198641,48.0174395620957,48.0174395620957
5,6,5,"start",8.7642085865955,40.923351881334,40.923351881334,10.9157313678336,37.7743207482814,37.7743207482814,5.72496954014801,30.2050260970961,30.2050260970961,10.4004115684799,65.6366129847003,65.6366129847003
5,6,6,"start",8.66022367039167,36.5764193089362,36.5764193089362,10.6459731847365,35.9349369411488,35.9349369411488,5.71833623014873,26.0380177071067,26.0380177071067,10.4929039457274,56.0680720431356,56.0680720431356
5,6,7,"start",8.63908597136709,32.7166303319328,32.7166303319328,10.3672913143078,34.6338174775551,34.6338174775551,5.84692271479084,21.7394287129862,21.7394287129862,10.7712630406745,47.6896670645822,47.6896670645822
5,6,8,"start",8.56996109238118,30.1996244524478,30.1996244524478,10.1707750938981,32.9848125434719,32.9848125434719,5.87910680527637,19.414469249249,19.414469249249,10.7962985958344,43.0912196510385,43.0912196510385
5,7,5,"start",9.21160379869526,34.969933829307,34.969933829307,11.0998459099805,35.2023492895919,35.2023492895919,6.28165226253226,21.8210117200646,21.8210117200646,11.231360601771,57.4062154465159,57.4062154465159
5,7,6,"start",9.19956498298216,30.7430747969094,30.7430747969094,10.8331711656557,33.8147416260862,33.8147416260862,6.41664333729042,17.5518336135582,17.5518336135582,11.5171050102075,47.3166079605347,47.3166079605347
5,7,7,"start",9.14059218720783,28.1552222703161,28.1552222703161,10.6477412842003,32.0561567906085,32.0561567906085,6.45675336134097,15.5198893676699,15.5198893676699,11.5547129820487,42.062361436237,42.062361436237
5,7,8,"start",8.71942593962726,28.9919669488697,28.9919669488697,10.1997908312274,32.6327084583689,32.6327084583689,6.0612761410436,17.7512481573797,17.7512481573797,11.1554003202204,41.0770108705018,41.0770108705018
5,8,5,"start",9.75888846765872,27.7795906327986,27.7795906327986,11.2158482782977,33.5290140460092,33.5290140460092,6.78809658254972,14.3727213552656,14.3727213552656,12.8981899785087,39.0965371213759,39.0965371213759
5,8,6,"start",9.70973319131072,25.2642920111872,25.2642920111872,11.039761926671,31.5351758433707,31.5351758433707,6.83304287666386,12.556115113945,12.556115113945,12.9588011659918,34.2320755481592,34.2320755481592
5,8,7,"start",9.30443322325597,26.6358955160981,26.6358955160981,10.6057204078012,32.2667042921463,32.2667042921463,6.44857305886239,15.5232508519341,15.5232508519341,12.5917796114912,34.1938979095388,34.1938979095388
5,8,8,"start",8.80609322060925,28.2730903681251,28.2730903681251,9.9625987026454,34.2336453174053,34.2336453174053,6.32290273992002,15.4401834697933,15.4401834697933,11.6187410404335,38.2752465708092,38.2752465708092
5,9,5,"start",10.0179165592091,24.2450020159326,24.2450020159326,11.2091046896718,33.185952022688,33.185952022688,6.97482579459469,11.5844442557967,11.5844442557967,13.9415790571334,27.29717221376,27.29717221376
5,9,6,"start",9.62356807095296,26.0004962442231,26.0004962442231,10.7844679412255,33.7526609536943,33.7526609536943,6.59733920213211,15.1498686276913,15.1498686276913,13.5983960103762,28.4077418644616,28.4077418644616
5,9,7,"start",9.13794373564721,27.9474185712267,27.9474185712267,10.1542903289383,35.7615529285276,35.7615529285276,6.47549390851013,15.1096708848783,15.1096708848783,12.6617720387382,33.9635173672939,33.9635173672939
5,9,8,"start",8.93349572791496,27.1497128287236,27.1497128287236,10.0931652707311,33.0019825774204,33.0019825774204,6.47939330665498,13.9977986474596,13.9977986474596,11.662559431143,38.3369213130405,38.3369213130405
5,10,5,"start",10.2684090553149,21.0493573209324,21.0493573209324,11.4333268593644,30.4611187986135,30.4611187986135,7.12227298415659,9.52365294756691,9.52365294756691,14.4840917043201,20.8593554671449,20.8593554671449
5,10,6,"start",9.80078942011905,24.1459565229851,24.1459565229851,10.8245514519689,33.3534164617657,33.3534164617657,7.00981730990778,10.4144581943059,10.4144581943059,13.5787074983778,28.5991579533353,28.5991579533353
5,10,7,"start",9.6103781904631,23.7773588241588,23.7773588241588,10.7758729981425,30.5436412700378,30.5436412700378,7.02153057985098,9.81449173590911,9.81449173590911,12.6129160780018,34.3636709504685,34.3636709504685
5,10,8,"start",9.57577623350977,22.2694059019034,22.2694059019034,10.7110244703499,28.5408920468394,28.5408920468394,7.23966237998959,7.64172558583125,7.64172558583125,12.0986664507985,35.2660010496337,35.2660010496337
5,11,5,"start",10.1542609549407,22.505595639748,22.505595639748,11.3014234849053,32.0640588539456,32.0640588539456,7.02129200768293,10.9350105952223,10.9350105952223,14.3830769120709,22.0580643351686,22.0580643351686
5,11,6,"start",9.97251203973089,22.3489584716569,22.3489584716569,11.261539102969,29.0008807315665,29.0008807315665,7.03300181415315,10.1482909936066,10.1482909936066,13.4476311059932,29.8735117681851,29.8735117681851
5,11,7,"start",9.94433108239615,20.8296408965796,20.8296408965796,11.2060591386164,26.9324188391213,26.9324188391213,7.24808922120751,7.61744407098943,7.61744407098943,12.9569099320782,31.5461974789858,31.5461974789858
5,11,8,"start",10.1839108359401,17.6485533509897,17.6485533509897,11.448197926066,23.2183241790794,23.2183241790794,7.6405201474161,4.29043675080228,4.29043675080228,12.8629147265301,29.8844194413568,29.8844194413568
5,12,5,"start",10.0560974800248,23.7579109495265,23.7579109495265,11.5220121359481,29.3833815327014,29.3833815327014,7.02084490387627,10.941259528426,10.941259528426,13.3058595764786,34.8410433841972,34.8410433841972
5,12,6,"start",10.0296966042518,21.7505483656247,21.7505483656247,11.4718190344991,26.9064258579929,26.9064258579929,7.23263329009833,7.85644336290266,7.85644336290266,12.8211203964675,35.9645881107961,35.9645881107961
5,12,7,"start",10.2667804663049,17.9834615322298,17.9834615322298,11.714359801914,22.6654595295347,22.6654595295347,7.61905548444001,4.02000652670117,4.02000652670117,12.7263962200463,33.4342145489615,33.4342145489615
5,12,8,"start",10.4066629989353,15.9707905794562,15.9707905794562,11.9935487615563,19.3243973046351,19.3243973046351,7.83196315054249,2.68991693790004,2.68991693790004,12.3809320557413,33.2783807481613,33.2783807481613
5,13,5,"start",10.0287374109799,24.1069555750437,24.1069555750437,11.7286100946446,26.8727244346369,26.8727244346369,7.08562470488393,10.0358665449307,10.0358665449307,12.5144684043992,44.2322186262066,44.2322186262066
5,13,6,"start",10.2620300078348,19.3192864011799,19.3192864011799,11.971389313173,21.9305472886617,21.9305472886617,7.4643028144669,5.1967863723576,5.1967863723576,12.4161111797096,39.9021777181644,39.9021777181644
5,13,7,"start",10.3995741583229,16.8308731351378,16.8308731351378,12.2499933514167,18.2095942287934,18.2095942287934,7.67179434043654,3.50857257863396,3.50857257863396,12.0712606047762,38.8000872073638,38.8000872073638
5,13,8,"start",10.4459530012069,15.6853200208624,15.6853200208624,12.3583524362691,16.6984598574484,16.6984598574484,7.85516533708274,2.49593983425103,2.49593983425103,11.6730935544783,38.2627435278884,38.2627435278884
5,14,5,"start",10.302576049844,20.6134737056204,20.6134737056204,12.1324192365761,21.965481909832,21.965481909832,7.41024767226279,5.49878318909437,5.49878318909437,12.364759956766,46.0087588714537,46.0087588714537
5,14,6,"start",10.4385621186449,17.4969891246024,17.4969891246024,12.4089292570371,17.6138191965186,17.6138191965186,7.61394219280207,3.47886762696067,3.47886762696067,12.0249407992952,43.7052230833048,43.7052230833048
5,14,7,"start",10.4848080092094,16.0930802553229,16.0930802553229,12.5180190678851,15.966006748258,15.966006748258,7.79375964226215,2.32581662647636,2.32581662647636,11.6329106195464,42.3903823244842,42.3903823244842
5,14,8,"start",10.3836755578552,16.2238545840907,16.2238545840907,12.3593748790866,16.7438007228966,16.7438007228966,7.87784126226317,2.26509221678319,2.26509221678319,11.2640168067631,41.5641609618702,41.5641609618702
5,15,5,"start",10.8200066159942,14.0260234054978,14.0260234054978,12.8065195494298,13.782856555592,13.782856555592,7.97688143607156,-2.42075694508005,-2.42075694508005,12.3946427541043,45.6541496763718,45.6541496763718
5,15,6,"start",10.8714583616286,12.9566884870137,12.9566884870137,12.9201128764433,12.4738762960819,12.4738762960819,8.15935735734613,-2.78271235030495,-2.78271235030495,12.0156708395194,43.7953476922366,43.7953476922366
5,15,7,"start",10.7776727110881,13.5240301207021,13.5240301207021,12.7703308123034,13.8298811242783,13.8298811242783,8.2472659694695,-2.15950329674628,-2.15950329674628,11.6591215645984,42.6679051166299,42.6679051166299
5,15,8,"start",10.3976942289303,16.1778687538522,16.1778687538522,12.3204344384944,17.0909442338194,17.0909442338194,8.07863266721765,0.516479087763529,0.516479087763529,10.9823519957909,44.0451257181553,44.0451257181553
5,16,5,"start",11.321992436984,7.57644638326681,7.57644638326681,13.4935014757569,5.26842388724361,5.26842388724361,8.25536338445146,-6.31295170596609,-6.31295170596609,12.9473983599368,39.0947831538265,39.0947831538265
5,16,6,"start",11.236249022093,9.07862666639176,9.07862666639176,13.3548709658139,7.98000000363712,7.98000000363712,8.34330753414103,-5.02560024051558,-5.02560024051558,12.6111204987756,38.48540724099,38.48540724099
5,16,7,"start",10.8691661370645,12.7226934007751,12.7226934007751,12.9215504684297,12.5150352166714,12.5150352166714,8.17848342840563,-1.5688550215017,-1.5688550215017,11.960812160842,40.6143486362669,40.6143486362669
5,16,8,"start",10.3212072504009,16.8483516639562,16.8483516639562,12.2012197262935,18.060332878744,18.060332878744,7.80576694637473,2.79846982597009,2.79846982597009,11.4429851200576,41.1196167376678,41.1196167376678
5,17,5,"start",11.3978627403447,6.51576264741334,6.51576264741334,13.3602869831819,6.79381393990741,6.79381393990741,8.31287317978744,-7.30042148864355,-7.30042148864355,13.5588899490755,32.2538600766606,32.2538600766606
5,17,6,"start",11.0389535417333,11.1946613278705,11.1946613278705,12.9342643722172,12.3102931086466,12.3102931086466,8.15002269734944,-2.89205818269684,-2.89205818269684,12.93407483817,35.7099716617861,35.7099716617861
5,17,7,"start",10.5023225940944,16.144482503764,16.144482503764,12.2263076314956,18.7213558855105,18.7213558855105,7.7823890230088,2.29781643189687,2.29781643189687,12.4402295792462,36.9449469083279,36.9449469083279
5,17,8,"start",10.0189088449066,19.3489563942642,19.3489563942642,11.7095562405807,21.9402231909702,21.9402231909702,7.36063349189156,6.60824235964353,6.60824235964353,11.908205151914,38.0600460808877,38.0600460808877
5,18,5,"start",11.0494970089893,11.0862325120593,11.0862325120593,12.9602667476906,11.8412179380215,11.8412179380215,7.92548469503425,-1.93440941409096,-1.93440941409096,13.4151086668091,34.4808772260177,34.4808772260177
5,18,6,"start",10.5215254285109,16.92151650268,16.92151650268,12.2644724271504,19.4687616179026,19.4687616179026,7.56011436347619,3.991884272729,3.991884272729,12.9369696161418,36.1265884079522,36.1265884079522
5,18,7,"start",10.0461699161786,20.5028322288719,20.5028322288719,11.7570272342473,23.0773771313856,23.0773771313856,7.1414792550502,8.70380720324418,8.70380720324418,12.4217954583119,37.52275131875,37.52275131875
5,18,8,"start",9.713850051678,21.9353531623507,21.9353531623507,11.508059367733,23.6536526982722,23.6536526982722,6.81720738984546,11.3398470726542,11.3398470726542,11.8819350275478,38.6511228660294,38.6511228660294
5,19,5,"start",10.2852679616641,21.5025439715872,21.5025439715872,12.0184124363126,24.2855770946186,24.2855770946186,7.18102251585425,8.75820718705858,8.75820718705858,13.0260478881275,39.9568631000947,39.9568631000947
5,19,6,"start",9.8140157292258,24.9752902203853,24.9752902203853,11.5156954720459,27.7585152953908,27.7585152953908,6.76328215405064,13.509329333793,13.509329333793,12.5209856274552,40.9914913840933,40.9914913840933
5,19,7,"start",9.48362218174245,26.0006866920999,26.0006866920999,11.2672436743238,27.7656068755257,27.7656068755257,6.43854563663924,15.8640036215467,15.8640036215467,11.9919740742919,41.8165081624549,41.8165081624549
5,19,8,"start",9.49697633859735,23.9440016706889,23.9440016706889,11.3252635897509,25.3589467855511,25.3589467855511,6.39124519935936,15.1874906794892,15.1874906794892,12.0463324377624,37.778900387217,37.778900387217
5,20,5,"start",9.6883251486779,29.9127935549965,29.9127935549965,11.2550245690043,34.631624742009,34.631624742009,6.5724030686967,17.7341524424043,17.7341524424043,12.8499801007562,42.9240651688201,42.9240651688201
5,20,6,"start",9.36122682603327,30.3054528401617,30.3054528401617,11.0065856376303,33.5043924275087,33.5043924275087,6.24976387733151,19.8046235667975,19.8046235667975,12.3349177169606,43.5850933905988,43.5850933905988
5,20,7,"start",9.37265928353662,27.3510760205539,27.3510760205539,11.0599162558066,29.9591508207282,29.9591508207282,6.20071699822918,18.4976640247959,18.4976640247959,12.3935947085348,38.6617461100576,38.6617461100576
5,20,8,"start",9.56322527511403,23.5964089596896,23.5964089596896,11.2523290274573,26.1389261101392,26.1389261101392,6.33729844244646,15.812809375414,15.812809375414,12.7136426581002,32.8979021517684,32.8979021517684
6,-9,5,"start",12.0251105510127,13.1901601877295,13.1901601877295,14.4210594817896,18.8894253565813,18.8894253565813,6.07600922305352,21.7822855764227,21.7822855764227,19.6720225920263,-9.98596624821393,-9.98596624821393
6,-9,6,"start",11.9049098775124,14.519554468798,14.519554468798,14.3937541483996,18.4833373846888,18.4833373846888,6.08757657727994,18.989282944507,18.989282944507,19.0873760782877,0.576134496091265,0.576134496091265
6,-9,7,"start",11.7700612057184,15.5918289130498,15.5918289130498,14.4276287132979,17.5438552669574,17.5438552669574,6.20186373997896,15.678031560231,15.678031560231,18.0300192213855,11.7801530875179,11.7801530875179
6,-9,8,"start",11.8284215261129,14.5739008813661,14.5739008813661,14.54415577398,16.0995856852525,16.0995856852525,6.44442117229783,11.7973914311552,11.7973914311552,17.5785922843683,15.7025654576633,15.7025654576633
6,-8,5,"start",11.9047084338254,15.0455876859235,15.0455876859235,14.2555947138519,21.3850233859472,21.3850233859472,6.24904876014958,18.6010202405796,18.6010202405796,18.9968999092961,-2.0645267708466,-2.0645267708466
6,-8,6,"start",11.77163024143,16.2089023346963,16.2089023346963,14.2871573593901,19.8053465817175,19.8053465817175,6.3638548782312,14.8026040762455,14.8026040762455,17.9563097695253,11.4469384636408,11.4469384636408
6,-8,7,"start",11.829233862097,14.9574026668227,14.9574026668227,14.4001836403863,17.8316825862318,17.8316825862318,6.60551636373837,10.492647855014,10.492647855014,17.5115484351873,15.9772975472179,15.9772975472179
6,-8,8,"start",12.092595492173,12.128598272451,12.128598272451,14.5996802551747,15.5970074767913,15.5970074767913,6.96841665858263,5.97298006437413,5.97298006437413,17.7559276046987,14.4686071870305,14.4686071870305
6,-7,5,"start",11.8114502575065,16.4827200953506,16.4827200953506,14.4410144229682,18.5884578908052,18.5884578908052,6.59785768829817,12.1883022538479,12.1883022538479,17.226491659177,18.7082633638845,18.7082633638845
6,-7,6,"start",11.8688200411609,14.9770008560556,14.9770008560556,14.5545894180386,16.4886646778906,16.4886646778906,6.83943494133435,7.595736966144,7.595736966144,16.7767871437521,22.7834614780172,22.7834614780172
