Lake,Year,doy,Date,Temp_Sonde,pH,DOsat,DOconc,BGA_HYLB,Chl_Manual,Zmix_daily,Temp_zMix_daily,Zmix_hfAve,Temp_zMix_hfAve,PAR_mean,AirTemp_mean,WindSpd_mean,WindGust_mean,WindDir_mean,P_mg_m2_day,N_mg_m2_day,tn_ug,tp_ug,DOC,Color
L,2008,134,5/13/2008,12.76908828,6.606902253,104.1717251,10.36623133,NA,NA,1.5,12.76908828,NA,NA,34.79375,13.68504167,0.6965625,1.959583333,127.0822917,0,0,NA,NA,NA,NA
L,2008,135,5/14/2008,12.92315207,6.598743447,102.8677156,10.20108963,NA,NA,1.5,12.92315207,NA,NA,619.5506944,8.173138889,1.892916667,4.126666667,230.9402778,0,0,NA,NA,NA,NA
L,2008,136,5/15/2008,13.85039051,6.623119807,104.6829307,10.16899598,NA,4.47853,1.5,13.85039051,NA,NA,613.0315972,12.5591875,1.064479167,2.66125,211.7045139,0,0,230.64,9.46,4.29,0.054
L,2008,137,5/16/2008,15.25129823,6.584275333,104.2608093,9.823023733,NA,3.90931,1.5,15.25129823,NA,NA,342.1201389,14.07473958,1.005625,2.459375,254.9048611,0,0,224.278,9.116,4.308,0.0542
L,2008,138,5/17/2008,14.94511,6.598640828,101.8843581,9.662885452,NA,3.49532,1.5,14.94511,NA,NA,538.4569444,9.66303125,1.807534722,4.193715278,297.4715278,0,0,217.916,8.772,4.326,0.0544
L,2008,139,5/18/2008,13.87352142,6.605560257,99.6431095,9.674480424,NA,4.37033,2,13.87352142,NA,NA,352.0854167,4.773934028,2.037604167,4.514375,265.675,0,0,211.554,8.428,4.344,0.0546
L,2008,140,5/19/2008,13.58371292,6.639285232,100.3550341,9.806299687,NA,2.46978,2,13.58371292,NA,NA,558.3180556,7.126010417,1.109583333,2.464513889,256.1368056,0,0,205.192,8.084,4.362,0.0548
L,2008,141,5/20/2008,13.87786824,6.636135201,99.94456709,9.702818188,NA,2.79438,2,13.87786824,NA,NA,643.465625,7.836864583,2.1603125,4.734201389,290.4680556,0,0,198.83,7.74,4.38,0.055
L,2008,142,5/21/2008,14.20373732,6.627568499,99.80647923,9.620151656,NA,2.99666,2,14.20373732,NA,NA,662.3024306,7.376600694,1.699826389,3.710451389,275.2246528,0,0,204.2357143,7.384285714,4.47,0.055
L,2008,143,5/22/2008,14.61329053,6.597592695,99.24020387,9.480248709,NA,1.86292,2,14.61329053,NA,NA,485.3232639,8.021607639,1.601979167,3.272465278,124.9072917,0,0,209.6414286,7.028571429,4.56,0.055
L,2008,144,5/23/2008,15.42077004,6.560994408,99.9825286,9.385624746,NA,1.5257,2,15.42077004,NA,NA,664.0472222,10.96350347,1.816875,3.697430556,46.51493056,0,0,215.0471429,6.672857143,4.65,0.055
L,2008,145,5/24/2008,16.411452,6.528091854,100.4032871,9.228069553,NA,2.72365,2,16.411452,NA,NA,651.8944444,13.01071528,1.108680556,2.524305556,127.1163194,0,0,220.4528571,6.317142857,4.74,0.055
L,2008,146,5/25/2008,17.10013521,6.481960134,99.33410306,8.998513123,NA,1.90656,2,17.10013521,NA,NA,357.2850694,14.22176389,1.677118056,3.841736111,185.4243056,0,0,225.8585714,5.961428571,4.83,0.055
L,2008,147,5/26/2008,17.01728582,6.440967298,96.35440567,8.743734185,NA,3.15742,2,17.01728582,NA,NA,318.1704861,9.567385417,1.811076389,3.894861111,167.8208333,0,0,231.2642857,5.605714286,4.92,0.055
L,2008,148,5/27/2008,15.8142168,6.477821679,96.13479294,8.948643262,NA,2.07805,2,15.8142168,NA,NA,672.9534722,5.451888889,1.564201389,3.237222222,139.1065972,0,0,236.67,5.25,5.01,0.055
L,2008,149,5/28/2008,16.16053567,6.482146139,96.97636653,8.96063152,NA,1.6939,2,16.16053567,NA,NA,670.4361111,11.19603472,0.968611111,2.2896875,210.9565972,0,0,244.3,5.928571429,5.038571429,0.055428571
L,2008,150,5/29/2008,17.42589987,6.533541434,100.3725431,9.031012352,NA,4.32254,2,17.42589987,NA,NA,623.9951389,15.18839236,1.018472222,2.384340278,190.9052083,0,0,251.93,6.607142857,5.067142857,0.055857143
L,2008,151,5/30/2008,17.17452526,6.510781312,97.97431751,8.861543882,NA,2.93549,2,17.17452526,NA,NA,113.23125,11.89215972,1.481111111,3.578854167,198.3930556,0,0,259.56,7.285714286,5.095714286,0.056285714
L,2008,152,5/31/2008,16.06103948,6.469347752,95.35788071,8.829739149,NA,5.06398,2,16.06103948,NA,NA,197.3111111,11.46302778,1.558229167,3.713576389,302.7482639,0,0,267.19,7.964285714,5.124285714,0.056714286
L,2008,153,6/1/2008,16.03069386,6.51440726,97.43369468,9.027778932,NA,2.74887,2,16.03069386,NA,NA,544.8284722,14.56268056,1.086666667,2.4778125,213.4576389,0,0,274.82,8.642857143,5.152857143,0.057142857
L,2008,154,6/2/2008,17.06185851,6.542140391,99.91288502,9.058194374,NA,4.912902,2,17.06185851,NA,NA,369.8545139,13.4720625,0.731388889,1.619201389,198.1256944,0,0,282.45,9.321428571,5.181428571,0.057571429
L,2008,155,6/3/2008,16.57021838,6.540637397,98.9663657,9.065546733,NA,6.86966,2,16.57021838,NA,NA,330.2104167,12.65889931,1.369201389,3.068125,67.49409722,0,0,290.08,10,5.21,0.058
L,2008,156,6/4/2008,16.37275621,6.577884406,99.67081897,9.1682519,NA,8.81874,2,16.37275621,NA,NA,281.0958333,14.20477431,1.24125,2.865104167,133.1086806,0,0,285.4614286,9.72,5.081428571,0.059571429
L,2008,157,6/5/2008,16.88651161,6.602040567,100.4128294,9.137033646,NA,3.11203,2,16.88651161,NA,NA,220.5055556,13.51614583,1.394375,2.796111111,84.57951389,0,0,280.8428571,9.44,4.952857143,0.061142857
L,2008,158,6/6/2008,17.64181519,6.60780788,100.4153416,8.994445374,NA,5.38678,2,17.64181519,NA,NA,410.5663194,18.85011111,2.898055556,7.094791667,172.6034722,0,0,276.2242857,9.16,4.824285714,0.062714286
L,2008,159,6/7/2008,18.75391785,6.628489227,101.2416687,8.863625717,NA,3.81312,1,18.75391785,NA,NA,546.9378472,20.42620833,1.903506944,4.771944444,195.3083333,0,0,271.6057143,8.88,4.695714286,0.064285714
L,2008,160,6/8/2008,20.14338214,6.611427521,103.8816488,8.84379303,NA,10.23853,1,20.14338214,NA,NA,187.91875,17.87425694,0.677777778,1.566111111,157.03125,0,0,266.9871429,8.6,4.567142857,0.065857143
L,2008,161,6/9/2008,20.73721648,6.52426163,100.9125342,8.490456183,NA,2.18901,1,20.73721648,NA,NA,591.2,18.47664931,1.700381944,4.163229167,219.921875,0,0,262.3685714,8.32,4.438571429,0.067428571
L,2008,162,6/10/2008,20.60157238,6.553241561,99.72769653,8.413286534,NA,2.69339,1,20.60157238,NA,NA,430.4100694,14.11366319,1.099756944,2.483680556,223.4291667,0,0,257.75,8.04,4.31,0.069
L,2008,163,6/11/2008,18.73747689,6.508610344,95.6847023,8.379922915,NA,7.60101,1,18.73747689,NA,NA,164.6461806,9.202975694,1.539791667,3.49125,85.48923611,0,0,253.9885714,7.471428571,4.33,0.069
L,2008,164,6/12/2008,17.81094278,6.495437477,95.46601548,8.521236937,NA,3.95939,1,17.81094278,NA,NA,230.8701389,16.55893403,1.592638889,3.755347222,153.25625,0,0,250.2271429,6.902857143,4.35,0.069
L,2008,165,6/13/2008,19.41367033,6.586914002,101.5858115,8.775699421,NA,3.60128,1,19.41367033,NA,NA,614.8024306,18.34795486,1.754791667,4.4628125,201.0505208,0,0,246.4657143,6.334285714,4.37,0.069
L,2008,166,6/14/2008,19.96746115,6.610878206,101.7285017,8.690932735,NA,12.09827,2,19.96746115,NA,NA,535.2538194,16.75136806,1.323680556,3.252916667,245.5760417,0,0,242.7042857,5.765714286,4.39,0.069
L,2008,167,6/15/2008,20.26128129,6.613506418,101.4287255,8.61473006,NA,4.78657,2,20.26128129,NA,NA,552.9274306,15.66845833,1.402777778,3.376354167,256.9284722,0,0,238.9428571,5.197142857,4.41,0.069
L,2008,168,6/16/2008,19.22781778,6.549641572,97.98531064,8.49646658,NA,5.11946,2,19.22781778,NA,NA,322.9100694,11.66886806,1.707326389,3.940625,219.31875,0,0,235.1814286,4.628571429,4.43,0.069
L,2008,169,6/17/2008,18.79176165,6.520707283,97.36404929,8.517579705,NA,5.23043,2,18.79176165,NA,NA,696.434375,13.86729861,1.963958333,4.542881944,164.9208333,0,0,231.42,4.06,4.45,0.069
L,2008,170,6/18/2008,19.58552993,6.542467448,99.09019136,8.530559646,NA,6.84949,2,19.58552993,NA,NA,702.5541667,13.70404167,1.368125,2.925763889,122.3857639,0,0,246.4314286,5.531428571,4.505714286,0.068857143
L,2008,171,6/19/2008,20.18448345,6.564053212,100.1076643,8.515528458,NA,4.61004,2,20.18448345,NA,NA,600.5229167,15.51067361,0.9928125,2.166284722,130.54375,0,0,261.4428571,7.002857143,4.561428571,0.068714286
L,2008,172,6/20/2008,20.58015963,6.573914444,100.248661,8.460819699,NA,7.59597,2,20.58015963,NA,NA,597.0767361,17.87830903,0.979166667,2.274201389,219.0444444,0,0,276.4542857,8.474285714,4.617142857,0.068571429
L,2008,173,6/21/2008,21.35218283,6.555618609,100.1769388,8.327348517,NA,6.19379,1.5,21.35218283,NA,NA,565.3927083,16.07477431,1.186076389,2.71875,251.3822917,0,0,291.4657143,9.945714286,4.672857143,0.068428571
L,2008,174,6/22/2008,20.9839628,6.517426919,98.13086678,8.216377451,NA,4.56464,1.5,20.9839628,NA,NA,441.8336806,14.24390278,1.405590278,3.071770833,133.2545139,0,0,306.4771429,11.41714286,4.728571429,0.068285714
L,2008,175,6/23/2008,21.42797766,6.514061628,98.58598441,8.182968212,NA,4.05017,1.5,21.42797766,NA,NA,664.9239583,16.48688194,1.177534722,2.530208333,97.69201389,0,0,321.4885714,12.88857143,4.784285714,0.068142857
L,2008,176,6/24/2008,22.10250764,6.526113013,99.90164252,8.184186611,NA,6.21901,1.5,22.10250764,NA,NA,589.3597222,19.47052431,1.061319444,2.601840278,220.3208333,0,0,336.5,14.36,4.84,0.068
L,2008,177,6/25/2008,22.93153196,6.508112316,99.99011907,8.061966204,NA,8.20627,1.5,22.93153196,NA,NA,610.3493056,22.65446181,1.415520833,3.431354167,222.1020833,0,0,327.3514286,12.81571429,4.802857143,0.068
L,2008,178,6/26/2008,24.08956742,6.4913049,100.0802476,7.894155416,NA,6.07778,1.5,24.08956742,NA,NA,551.3128472,21.17611111,0.882847222,1.986701389,146.8118056,0,0,318.2028571,11.27142857,4.765714286,0.068
L,2008,179,6/27/2008,24.22141463,6.471839395,99.17009797,7.80303091,NA,5.28591,1.5,24.22141463,NA,NA,319.7243056,20.16055556,0.904444444,2.075243056,199.7604167,0,0,309.0542857,9.727142857,4.728571429,0.068
L,2008,180,6/28/2008,23.77438981,6.402267389,95.82765105,7.603706611,NA,5.20016,2,23.77438981,NA,NA,525.9048611,17.32005903,1.248506944,3.015868056,283.0635417,0,0,299.9057143,8.182857143,4.691428571,0.068
L,2008,181,6/29/2008,22.6323384,6.355039128,93.26798273,7.563169082,NA,6.37032,2,22.6323384,NA,NA,394.6461806,14.60235417,1.740381944,3.884965278,111.7961806,0,0,290.7571429,6.638571429,4.654285714,0.068
L,2008,182,6/30/2008,22.52076877,6.383609488,94.49569072,7.679157157,NA,4.09053,2,22.52076877,NA,NA,705.575,17.01792014,1.082777778,2.410798611,171.6118056,0,0,281.6085714,5.094285714,4.617142857,0.068
L,2008,183,7/1/2008,23.05710158,6.413099988,96.19553857,7.737454834,NA,5.98195,2,23.05710158,NA,NA,662.0506944,21.34167361,1.364583333,3.385,226.4152778,0,0,272.46,3.55,4.58,0.068
L,2008,184,7/2/2008,23.08055182,6.424152986,95.46898361,7.675582704,NA,5.44731,2,23.08055182,NA,NA,327.4847222,17.41340625,1.654444444,3.697118056,117.7913194,0,0,280.4471429,4.52,4.605714286,0.068142857
L,2008,185,7/3/2008,22.59950089,6.449897041,95.15325978,7.720911153,NA,3.92408,2,22.59950089,NA,NA,710.5315972,14.47744792,1.035069444,2.230451389,122.3486111,0,0,288.4342857,5.49,4.631428571,0.068285714
L,2008,186,7/4/2008,22.83517399,6.501361505,96.81207412,7.8201178,NA,6.1484,2,22.83517399,NA,NA,642.4065972,17.10148264,0.876493056,2.062743056,223.4288194,0,0,296.4214286,6.46,4.657142857,0.068428571
L,2008,187,7/5/2008,23.27246821,6.517447829,98.05494701,7.854747056,NA,4.24688,2,23.27246821,NA,NA,602.4152778,20.14270486,1.279236111,3.059652778,220.4295139,0,0,304.4085714,7.43,4.682857143,0.068571429
L,2008,188,7/6/2008,23.39122338,6.518256378,97.41686509,7.786054247,NA,5.10937,2,23.39122338,NA,NA,475.7052083,21.17975347,1.688333333,3.996145833,212.9569444,0,0,312.3957143,8.4,4.708571429,0.068714286
L,2008,189,7/7/2008,23.76578552,6.515627424,97.2167865,7.715184015,NA,6.91001,2,23.76578552,NA,NA,460.6878472,19.7454375,0.903958333,1.959548611,136.778125,0,0,320.3828571,9.37,4.734285714,0.068857143
L,2008,190,7/8/2008,24.68127324,6.507512355,98.63743599,7.69469543,NA,4.89753,2,24.68127324,NA,NA,630.2451389,20.03020833,1.490347222,3.511076389,259.15,0,0,328.37,10.34,4.76,0.069
L,2008,191,7/9/2008,23.79087501,6.509848683,97.0525894,7.698507733,NA,5.28086,2,23.79087501,NA,NA,674.6114583,16.84541319,1.701701389,4.016180556,259.3798611,0,0,326.0457143,9.504285714,4.754285714,0.068428571
L,2008,192,7/10/2008,23.20219271,6.501964926,94.92726474,7.614371141,NA,4.38811,2,23.20219271,NA,NA,257.4065972,17.54420139,0.686979167,1.518402778,175.8378472,0,0,323.7214286,8.668571429,4.748571429,0.067857143
L,2008,193,7/11/2008,23.26147678,6.498402778,95.07838279,7.617899103,NA,3.80807,2,23.26147678,NA,NA,566.6947917,21.27677083,1.886076389,4.479444444,195.6496528,0,0,321.3971429,7.832857143,4.742857143,0.067285714
L,2008,194,7/12/2008,24.09395297,6.520069444,96.31361264,7.596423954,NA,4.07539,2.5,24.09395297,NA,NA,671.5472222,18.99443056,2.103645833,5.318715278,269.4791667,0,0,319.0728571,6.997142857,4.737142857,0.066714286
L,2008,195,7/13/2008,22.12365819,6.478541667,92.74732235,7.594981114,NA,4.5596,2.5,22.12365819,NA,NA,161.8336806,14.26642708,1.937986111,4.790555556,278.0246528,0,0,316.7485714,6.161428571,4.731428571,0.066142857
L,2008,196,7/14/2008,21.65502693,6.465625,93.22153866,7.703521564,NA,4.39315,2.5,21.65502693,NA,NA,691.5993056,17.48223958,1.126076389,2.596111111,239.9142361,0,0,314.4242857,5.325714286,4.725714286,0.065571429
L,2008,197,7/15/2008,22.73975561,6.534444444,97.20985049,7.866603091,NA,4.18131,2.5,22.73975561,NA,NA,632.371875,20.34864931,1.183020833,2.7575,200.4645833,0,0,312.1,4.49,4.72,0.065
L,2008,198,7/16/2008,23.47342403,6.533402778,97.9233952,7.814348532,NA,4.57473,2.5,23.47342403,NA,NA,468.5263889,20.97788542,0.712881944,1.638333333,196.3833333,0,0,309.7028571,4.301428571,4.71,0.065142857
L,2008,199,7/17/2008,23.90489872,6.519910467,98.00605766,7.75744778,NA,4.2721,2.5,23.90489872,NA,NA,301.2260417,20.4494375,0.720833333,1.758993056,191.7545139,0,0,307.3057143,4.112857143,4.7,0.065285714
L,2008,200,7/18/2008,24.1564895,6.464369871,97.16776626,7.654798694,NA,4.41837,2.5,24.1564895,NA,NA,564.0732639,20.17753819,0.892326389,2.122881944,218.5309028,0,0,304.9085714,3.924285714,4.69,0.065428571
L,2008,201,7/19/2008,24.19298288,6.477586239,97.64052559,7.686776939,NA,8.31723,2,24.19298288,NA,NA,448.3788194,18.158875,0.831423611,1.784930556,73.73125,0,0,302.5114286,3.735714286,4.68,0.065571429
L,2008,202,7/20/2008,23.72922735,6.455073436,96.03960536,7.627024016,NA,5.26573,2,23.72922735,NA,NA,348.4482639,18.13020486,0.873159722,1.84,105.0065972,0,0,300.1142857,3.547142857,4.67,0.065714286
L,2008,203,7/21/2008,23.74943574,6.47519953,96.98448741,7.699124199,NA,6.10805,2,23.74943574,NA,NA,570.7659722,17.13710417,1.295277778,2.682638889,89.90243056,0,0,297.7171429,3.358571429,4.66,0.065857143
L,2008,204,7/22/2008,23.76172323,6.486575621,97.5823223,7.74478692,NA,5.46244,2,23.76172323,NA,NA,560.41875,17.04156944,1.179756944,2.405520833,88.19340278,0,0,295.32,3.17,4.65,0.066
L,2008,205,7/23/2008,23.71006618,6.485521159,97.63204477,7.756294421,NA,6.72844,2,23.71006618,NA,NA,642.7711806,17.25216667,0.805555556,1.588715278,104.6614583,0,0,290.8442857,3.291428571,4.658571429,0.066285714
L,2008,206,7/24/2008,23.68199389,6.539156587,98.61983958,7.838925018,NA,6.77887,2,23.68199389,NA,NA,358.3006944,18.88770486,0.722986111,1.695625,210.2368056,0,0,286.3685714,3.412857143,4.667142857,0.066571429
L,2008,207,7/25/2008,23.45107307,6.518980844,97.17168723,7.757647641,NA,6.36528,2,23.45107307,NA,NA,271.66875,19.71871875,0.935555556,2.372951389,242.090625,0,0,281.8928571,3.534285714,4.675714286,0.066857143
L,2008,208,7/26/2008,23.15491502,6.496644688,96.47711435,7.745655197,NA,6.74357,2.5,23.15491502,NA,NA,570.184375,19.25295833,1.520694444,3.760555556,291.7190972,0,0,277.4171429,3.655714286,4.684285714,0.067142857
L,2008,209,7/27/2008,23.40458547,6.525350194,97.8428611,7.818119813,NA,5.64906,2.5,23.40458547,NA,NA,605.575,19.99519097,1.305659722,3.070729167,213.7079861,0,0,272.9414286,3.777142857,4.692857143,0.067428571
L,2008,210,7/28/2008,23.57926707,6.530236258,98.32211952,7.830456014,NA,4.89753,2.5,23.57926707,NA,NA,601.4517361,19.15565278,0.653368056,1.44125,147.4763889,0,0,268.4657143,3.898571429,4.701428571,0.067714286
L,2008,211,7/29/2008,23.92786262,6.524740376,98.60262753,7.801293409,NA,6.06265,2.5,23.92786262,NA,NA,376.6340278,20.56839236,1.137118056,2.807916667,237.5715278,0,0,263.99,4.02,4.71,0.068
L,2008,212,7/30/2008,23.99950742,6.500563939,97.781636,7.725913618,NA,6.25432,2.5,23.99950742,NA,NA,480.7920139,19.54946181,1.226076389,2.973784722,256.3225694,0,0,277.0485714,3.874285714,4.691428571,0.067428571
L,2008,213,7/31/2008,23.95262056,6.507947257,97.06121622,7.675760786,NA,5.02867,2.5,23.95262056,NA,NA,474.79375,19.46267361,0.695104167,1.57,150.9520833,0,0,290.1071429,3.728571429,4.672857143,0.066857143
L,2008,214,8/1/2008,24.25173829,6.496228567,96.58007836,7.594920725,NA,4.08548,2.5,24.25173829,NA,NA,595.4621528,18.8178125,1.125520833,2.610069444,184.0260417,0,0,303.1657143,3.582857143,4.654285714,0.066285714
L,2008,215,8/2/2008,24.2519982,6.476502515,95.33622625,7.497069433,NA,3.68702,2.5,24.2519982,NA,NA,593.3527778,18.57814583,0.731458333,1.585486111,91.96770833,0,0,316.2242857,3.437142857,4.635714286,0.065714286
L,2008,216,8/3/2008,24.39281446,6.465075075,94.89063303,7.442378977,NA,3.6618,2.5,24.39281446,NA,NA,426.0263889,19.36107986,0.939756944,2.235555556,182.1864583,0,0,329.2828571,3.291428571,4.617142857,0.065142857
L,2008,217,8/4/2008,24.17071376,6.42732819,92.83306523,7.311362448,NA,3.69206,2.5,24.17071376,NA,NA,369.6895833,20.269,0.693958333,1.604930556,179.0677083,0,0,342.3414286,3.145714286,4.598571429,0.064571429
L,2008,218,8/5/2008,24.65357615,6.441143811,94.35086439,7.364100387,NA,5.20521,2.5,24.65357615,NA,NA,592.6930556,19.78325,0.980902778,2.358263889,231.4982639,0,0,355.4,3,4.58,0.064
L,2008,219,8/6/2008,24.40276305,6.431139985,93.36389826,7.321272905,NA,3.58614,2.5,24.40276305,NA,NA,519.48125,18.15366319,0.985659722,2.271388889,226.6583333,0,0,350.8971429,3.198571429,4.561428571,0.063714286
L,2008,220,8/7/2008,23.91507763,6.442401898,93.13864616,7.370765649,NA,4.23175,2.5,23.91507763,NA,NA,569.2989583,16.26045486,1.306944444,2.946736111,121.1482639,0,0,346.3942857,3.397142857,4.542857143,0.063428571
L,2008,221,8/8/2008,23.73952453,6.454952673,93.74234211,7.443138677,NA,4.26201,2.5,23.73952453,NA,NA,526.7034722,17.79944097,0.859756944,2.054131944,265.0163194,0,0,341.8914286,3.595714286,4.524285714,0.063142857
L,2008,222,8/9/2008,23.36754352,6.449409696,93.42334978,7.470228289,NA,4.33767,2.5,23.36754352,NA,NA,546.9118056,15.58500694,1.469722222,3.157534722,121.5743056,0,0,337.3885714,3.794285714,4.505714286,0.062857143
L,2008,223,8/10/2008,22.79199323,6.437200053,92.84556059,7.505916501,NA,3.27847,2.5,22.79199323,NA,NA,561.0871528,13.41634722,1.193298611,2.432222222,50.04791667,0,0,332.8857143,3.992857143,4.487142857,0.062571429
L,2008,224,8/11/2008,22.630853,6.418705691,92.37961649,7.491344289,NA,2.648,2.5,22.630853,NA,NA,579.9934028,16.249125,0.581458333,1.320243056,146.4621528,0,0,328.3828571,4.191428571,4.468571429,0.062285714
L,2008,225,8/12/2008,22.59114255,6.431877992,93.39615819,7.579552631,NA,3.0162,2.5,22.59114255,NA,NA,279.3770833,17.3455625,0.571006944,1.399548611,203.9100694,0,0,323.88,4.39,4.45,0.062
L,2008,226,8/13/2008,22.30589585,6.403939181,91.94071023,7.502490284,NA,3.18768,2.5,22.30589585,NA,NA,317.3979167,17.63479861,0.474166667,1.119201389,128.7006944,0,0,322.1185714,4.358571429,4.48,0.061571429
L,2008,227,8/14/2008,22.33995509,6.415332774,92.45839874,7.539783709,NA,4.18636,2.5,22.33995509,NA,NA,528.8215278,16.97000694,1.084930556,2.388194444,81.23194444,0,0,320.3571429,4.327142857,4.51,0.061142857
L,2008,228,8/15/2008,22.26679682,6.4140756,92.0133457,7.514080375,NA,2.50173,2.5,22.26679682,NA,NA,574.4291667,15.9556875,0.649166667,1.364791667,126.1493056,0,0,318.5957143,4.295714286,4.54,0.060714286
L,2008,229,8/16/2008,22.26101209,6.422215978,93.04768943,7.599395828,NA,3.13725,3,22.26101209,NA,NA,343.7,18.5238125,0.810451389,1.997986111,258.1791667,0,0,316.8342857,4.264285714,4.57,0.060285714
L,2008,230,8/17/2008,22.43020393,6.41702303,93.27298634,7.593005846,NA,2.95063,3,22.43020393,NA,NA,516.9118056,22.0985,0.962534722,2.464236111,256.4916667,0,0,315.0728571,4.232857143,4.6,0.059857143
L,2008,231,8/18/2008,22.97407185,6.423982856,94.30069052,7.597067536,NA,2.42103,3,22.97407185,NA,NA,352.9361111,18.54682292,1.661840278,3.713854167,159.7559028,0,0,313.3114286,4.201428571,4.63,0.059428571
L,2008,232,8/19/2008,22.2254249,6.395942689,92.22722222,7.537560466,NA,3.14733,3,22.2254249,NA,NA,573.2052083,16.48629514,1.124201389,2.644861111,175.3361111,0,0,311.55,4.17,4.66,0.059
L,2008,233,8/20/2008,22.67926465,6.405228909,93.70085205,7.591435834,NA,1.94186,3,22.67926465,NA,NA,497.1809028,20.13229167,1.229479167,2.79125,196.0864583,0,0,311.55,4.17,4.66,0.059
L,2008,234,8/21/2008,23.14416206,6.419418018,95.05752797,7.633246523,NA,3.35413,3,23.14416206,NA,NA,319.8111111,20.74210764,1.418680556,3.429826389,198.2357639,0,0,311.55,4.17,4.66,0.059
L,2008,235,8/22/2008,23.05895199,6.425151197,95.1219204,7.650828808,NA,5.26069,3,23.05895199,NA,NA,362.5715278,21.82502778,2.299270833,5.548958333,210.8013889,0,0,311.55,4.17,4.66,0.059
L,2008,236,8/23/2008,23.34570861,6.453458074,96.28696058,7.702397598,NA,3.08681,3,23.34570861,NA,NA,529.4899306,17.70148611,1.304166667,3.138923611,249.7986111,0,0,311.55,4.17,4.66,0.059
L,2008,237,8/24/2008,22.33742768,6.417042725,94.0707848,7.671643905,NA,5.58854,3,22.33742768,NA,NA,408.3788194,12.61928819,1.129895833,2.451666667,173.1809028,0,0,311.55,4.17,4.66,0.059
L,2008,238,8/25/2008,21.72542444,6.403092655,93.20611549,7.691705574,NA,4.70083,3,21.72542444,NA,NA,554.1947917,13.44942361,0.659340278,1.320173611,139.1229167,0,0,311.55,4.17,4.66,0.059
L,2008,239,8/26/2008,21.64131286,6.412337031,94.17432192,7.784334359,NA,3.46005,3,21.64131286,NA,NA,549.4118056,16.68775694,1.058368056,2.532743056,164.0958333,0,0,311.55,4.17,4.66,0.059
L,2008,240,8/27/2008,21.07440889,6.389994515,92.83162466,7.758876363,NA,2.73879,3,21.07440889,NA,NA,468.2225694,17.65953472,1.259270833,2.993194444,205.3461806,0,0,311.55,4.17,4.66,0.059
L,2009,134,5/14/2009,14.16098487,6.657643489,98.91327168,9.543012708,NA,NA,NA,NA,NA,NA,325.6736842,8.399178947,1.392842105,3.181368421,147.2978947,0,0,NA,NA,NA,NA
L,2009,135,5/15/2009,13.82286867,6.640066492,98.03104598,9.528617354,NA,NA,NA,NA,NA,NA,539.1166667,11.19178125,2.062638889,4.860833333,166.8114583,0,0,NA,NA,NA,NA
L,2009,136,5/16/2009,13.29369993,6.655104198,97.17209272,9.556724663,NA,NA,NA,NA,NA,NA,298.075,3.784902778,2.602395833,6.2915625,305.375,0,0,NA,NA,NA,NA
L,2009,137,5/17/2009,12.56799094,6.698614136,98.71824858,9.868181585,NA,NA,NA,NA,NA,NA,620.10625,7.557559028,1.155590278,2.741805556,268.3215278,0,0,NA,NA,NA,NA
L,2009,138,5/18/2009,13.58683321,6.68570048,100.1350517,9.784126498,NA,2.66817,NA,NA,NA,NA,587.2763889,13.21724306,1.958020833,4.846145833,192.6288194,0,0,336.46,4.24,4.42,0.05
L,2009,139,5/19/2009,14.64374809,6.643481274,99.63495101,9.51164218,NA,2.83153,NA,NA,NA,NA,546.434375,10.34560764,2.047083333,4.349479167,84.49618056,0,0,336.46,4.24,4.42,0.05
L,2009,140,5/20/2009,16.40662819,6.613970414,100.2364704,9.21367752,NA,2.32015,NA,NA,NA,NA,629.0038194,22.35612847,3.002222222,7.143784722,153.7513889,0,0,321.62,4.778571429,4.430714286,0.049357143
L,2009,141,5/21/2009,17.65887379,6.578800469,98.60272639,8.828962941,NA,2.28448,NA,NA,NA,NA,371.4112676,15.49564789,1.563204225,3.831971831,229.1514085,0,0,306.78,5.317142857,4.441428571,0.048714286
L,2009,142,5/22/2009,17.28064231,6.590342654,99.28078154,8.959845854,NA,2.74383,NA,NA,NA,NA,686.1913194,13.30399306,1.204305556,2.885069444,142.071875,0,0,291.94,5.855714286,4.452142857,0.048071429
L,2009,143,5/23/2009,18.57552979,6.560638147,99.90598617,8.778560047,NA,2.29461,NA,NA,NA,NA,659.2642361,13.04970833,1.285381944,2.846284722,194.4888889,0,0,277.1,6.394285714,4.462857143,0.047428571
L,2009,144,5/24/2009,18.52616081,6.551489195,99.0110945,8.708705469,NA,2.08814,NA,NA,NA,NA,680.2711806,11.59946528,1.043263889,2.286493056,89.35243056,0,0,262.26,6.932857143,4.473571429,0.046785714
L,2009,145,5/25/2009,18.61502242,6.546749966,98.91348226,8.684346871,NA,2.02614,NA,NA,NA,NA,672.9881944,14.05693056,1.673159722,4.0190625,150.4086806,0,0,247.42,7.471428571,4.484285714,0.046142857
L,2009,146,5/26/2009,17.60319415,6.536281564,96.77815808,8.675598886,NA,2.33024,1.5,17.11027778,1.5,17.11027778,128.3440972,10.55929861,1.231145833,2.900034722,155.2225694,0,0,232.58,8.01,4.495,0.0455
L,2009,147,5/27/2009,16.19304375,6.516715933,95.11892839,8.782939001,NA,2.9683,1.5,16.06385417,1.763888889,15.96690104,117.2069444,8.149027778,1.829097222,3.866354167,42.73784722,0,0,231.1985714,7.407142857,4.505714286,0.044857143
