"Lake","Year","Date","DOYtrunc","BGA_YSI","BGA_HYLB","Chl_YSI","Chl_HYLB","DO_YSI","DO_HYLB","DOlocalSat_YSI","DOlocalSat_HYLB","pH_YSI","pH_HYLB","SpCond_YSI","SpCond_HYLB","Temp_YSI","Temp_HYLB","BGA_YSI_ugL_correctedToFLAMe","Chl_YSI_ugL_correctedToFLAMe","BGA_logged_HYLB","Manual_Chl"
"L",2018,2018-05-28,148,0.0113541666666667,357.818891886896,1.00313926859174,1.88037256301618,7.72767361111111,7.6938510816229,97.6586805555556,97.6854876910706,6.47850368451745,6.21263688622186,11.0763888888889,10.7613156219858,24.0453125,23.9686467790016,NA,NA,2.5548727842133,1.4887756394046
"L",2018,2018-05-29,149,0.00652749158116676,355.89401285728,1.00268372305026,1.86324600079976,7.61528623618004,7.58221485580861,97.4758123136819,97.4544529621963,6.45864520916614,6.20459520408147,11.010416661658,10.7289571712933,24.7329562642739,24.6577812456928,NA,NA,2.5525392393014,2.04726902121755
"L",2018,2018-05-30,150,0.00428462274499837,358.292568218708,1.22821323312488,2.27125293126208,7.46504144000024,7.43586999087276,95.707986680279,95.8820414741072,6.48210092155472,6.21519863540894,10.4461715596774,10.6841309787593,24.8278541660473,24.8707129818746,NA,NA,2.55544321548657,2.23449197086452
"L",2018,2018-05-31,151,0.000991040626633728,366.177095131195,1.34062466504499,2.55862531535319,7.49551910854219,7.44851713965685,94.5346473221879,94.6535747176177,6.47064537715997,6.21331306512362,10.6267368013976,10.886964982209,23.9397606827568,23.9083579732595,NA,NA,2.56442289444192,2.84632023933703
"L",2018,2018-06-01,152,0.00891976572861858,339.676519072847,1.33935081289089,2.40875302407786,7.8255476605789,7.69742921753989,95.5374105080585,95.1965460709692,6.49751248081947,6.24332363664751,11.0000000506305,10.829801358772,22.2404365182951,22.2940143573267,NA,NA,2.5306452080644,2.78741208384063
"L",2018,2018-06-02,153,0.0195436690187455,302.007819865277,1.30486111111111,2.24425531739361,8.17364583333333,7.99274520048787,96.903125,95.8498878043952,6.5375,6.27262921849428,11,10.6554556454004,20.7109722222222,20.6954511893222,NA,NA,2.44315716484008,1.84740900851029
"L",2018,2018-06-03,154,0.0264625497729767,292.555555555556,1.44640996304088,2.85210273088114,8.18342768170755,8.07697916666667,95.9119431994475,95.9034722222222,6.53783500642345,6.27506382928418,10.9999999863697,10.1666666666667,20.1419264959881,20.2082638888889,NA,NA,2.46477437328311,2.61211333728643
"L",2018,2018-06-04,155,0.0263513965773428,280.803547837676,1.36118213374869,2.68646612683111,8.47311429652211,8.4296875,97.3728415123022,98.1329861111111,6.54995029919445,6.30713335804108,10.9999986418877,10,19.1403214492221,19.2069444444444,NA,NA,2.31800676364857,2.70912709831846
"L",2018,2018-06-05,156,0.0183105401548026,255.012268749448,1.23191047218068,2.26275988941286,8.56076867665601,8.54160438698664,98.6122425828268,99.549652922106,6.61416995182713,6.46968878262147,10.9999989482447,10.0000008330567,19.2564602205809,19.2619208543175,NA,NA,2.33136762050694,2.4798454105888
"L",2018,2018-06-06,157,0.0155732900058261,250.531021047508,1.35669753456462,2.44878535563113,8.57633579571902,8.56741814039748,98.1330888504619,99.2703521678333,6.62943273031172,6.48462135385983,10.9999975196525,10.0000008331331,18.9329827403569,18.9814072691125,NA,NA,2.39656815822106,2.44698904663206
"L",2018,2018-06-07,158,0.0135735808086505,232.503431334261,1.16997347000768,1.94985542634049,8.64436359335449,8.47305505968215,99.419895118994,98.4463680540342,6.64787041826187,6.50179582186317,10.9999986592358,10.0000062628583,19.1824252764984,19.1203295811654,NA,NA,2.35417887754665,1.75719981989535
"L",2018,2018-06-08,159,0.00874713789878837,211.782708263504,1.09343980279744,2.06114161179227,8.64045263169629,8.3939881132576,100.702842765228,98.9649635961272,6.65508976329901,6.50216717879671,10.9999979268992,10.0000025500384,19.8521470529357,19.8412125665086,NA,NA,2.32523708197263,1.76348594869969
"L",2018,2018-06-09,160,0.00913979319237479,209.11373160292,1.0380630057211,1.99919693837752,8.57892410462543,8.46699927430931,99.8371500780007,99.7289519500702,6.62857550251818,6.48336145555816,10.999999487219,10.0000016671056,19.7750850185496,19.7921415020819,NA,NA,2.32021033058195,1.81682083535925
"L",2018,2018-06-10,161,0.00452081030655336,202.783719649171,0.86578276154249,1.67241059062459,8.53717283615777,8.40353882902989,100.732531021566,100.187081678638,6.62673514552287,6.49307467693852,10.9999981618496,10.0000016660829,20.4670278317167,20.4091222511694,NA,NA,2.1984221482962,2.03476156906045
"L",2018,2018-06-11,162,0.0019555667410563,193.521714052652,0.829158272728232,1.70008547122975,8.40401200886697,8.30172093859416,100.530857017723,100.307798308748,6.61673872485937,6.47101246050375,10.999997514579,10.0000008330431,21.1672957598212,21.073240457491,NA,NA,2.24940856607843,1.53044554477774
"L",2018,2018-06-12,163,-0.00170125542080775,187.694444444444,0.860581059470364,1.7355385477853,8.29581770493262,8.19357638888889,100.136599834721,99.9388888888889,6.61386127147565,6.45618055555556,10.9999994872249,10.0000932234638,21.6328939097091,21.5621180555556,NA,NA,2.27453371132265,1.91532512177787
"L",2018,2018-06-13,164,-0.0020345526279045,194.042352157692,0.799488397000894,1.57351782492742,8.21764013698379,8.0188958522599,100.507706974512,99.1887781090638,6.60801444121968,6.43668890342575,10.999999380546,10.0000037699781,22.3186067938807,22.2841604419159,NA,NA,2.13317462298935,1.63996675796687
"L",2018,2018-06-14,165,-0.00783998600034601,184.529453228259,0.774591949663724,1.50448050382032,8.06138992497183,7.98020833333333,99.024696687635,99.0614583333333,6.57829859441113,6.38868055555556,10.999999743677,10.0000393246874,22.5373566610603,22.4575,NA,NA,2.26478078564724,1.63795778896754
"L",2018,2018-06-15,166,-0.00673669839109093,210.697916666667,0.908911687380954,1.96544348769118,7.96184027777778,7.94006944444444,96.0826388888889,97.0701388888889,6.55482638888889,6.375625,10.9999997436189,10.0000079981285,21.6209722222222,21.6779166666667,NA,NA,2.3205858631696,2.30577796761484
"L",2018,2018-06-16,167,-0.00321366496906922,240.267361111111,0.778438755137606,1.6449445241282,7.84849485979112,7.78170138888889,92.9163894247076,93.2322916666667,6.514268236386,6.324375,10.9999997436094,10.0000008429956,20.6423992543212,20.6509722222222,NA,NA,2.37891767685749,1.66964765479564
"L",2018,2018-06-17,168,-0.00679971787230399,240.549554406731,0.649456890173266,1.49720392601875,7.94885416666667,7.80119793424109,96.0375,95.2612589387087,6.55423611111111,6.35750616506705,11,10.0069452774706,21.6807986111111,21.6253573986281,NA,NA,2.37382392975157,1.94643173854164
"L",2018,2018-06-18,169,-0.011106790561482,244.485304294196,0.707178535922325,1.48567523876087,7.7490625,7.64089245933537,96.1951388888889,95.8602824098292,6.48293840540852,6.25297931078961,11,10.1044215883956,23.0989236111111,23.0686153765306,NA,NA,2.35355185094805,2.43156534915336
"L",2018,2018-06-19,170,-0.00695517357735762,268.873562769329,0.822565890542427,1.57193359040909,7.71392338582324,7.67126189368023,96.0416823142747,96.5645562443431,6.46812094365424,6.21965637806763,10.9999959458106,10.2398458788268,23.2470799620337,23.1956154417451,NA,NA,2.42712813746174,2.05394398273144
"L",2018,2018-06-20,171,-0.00163194444444444,278.363067490123,0.973122988072814,1.81533812109137,7.75715277777778,7.60925996976434,96.7819444444444,96.0452862207454,6.49177083333333,6.29033254849405,10.9999998462996,10.3846386206424,23.3585069444444,23.3365322493931,NA,NA,2.36849881039055,2.39922742880935
"L",2018,2018-06-21,172,-0.00148248409631515,292.092156463274,1.1,2.02555439616592,7.77402777777778,7.58989583333333,97.4225694444444,96.2003472222222,6.50135738623568,6.26225694444444,10.3784722222222,10.3333333333333,23.5915277777778,23.5507291666667,NA,NA,2.44885580020036,2.17305640275607
"L",2018,2018-06-22,173,-0.0014734405292236,317.658683353581,1.05476064928402,2.04133787421402,7.81643528321539,7.61184766790604,98.3797695837688,96.8040062152861,6.52949866220061,6.29600885433992,10.7395831577549,10.3356482654344,23.8129537859793,23.7242771697364,NA,NA,2.50209810217742,2.23915796337909
"L",2018,2018-06-23,174,-0.00244652249888593,307.687447448681,1.0402658406386,1.93630503339079,7.83606497851761,7.6196875,99.3007425792546,97.6329861111111,6.55470839923773,6.31284722222222,11.000000257392,10.5,24.1929228396017,24.1321180555556,NA,NA,2.47993658144148,2.41627126257783
"L",2018,2018-06-24,175,-0.00404736927090372,291.366561480721,0.975940011168639,1.81268309347157,7.78070735026962,7.68135416666667,98.341755622559,98.3166666666667,6.5610536824865,6.29732638888889,10.9999999937684,10.5625,24.0460795483254,24.0638541666667,NA,NA,2.44532497114383,2.14771747118391
"L",2018,2018-06-25,176,-0.00352909580073145,251.319444444444,0.812847222222222,1.54977159838228,7.78666666666667,7.77131944444444,97.8527777777778,98.753125,6.56640017236931,6.28184027777778,11,10.6076388888889,23.7417361111111,23.6887152777778,NA,NA,2.39434783194329,1.91688045261606
"L",2018,2018-06-26,177,-0.00232638888888889,240.791666666667,0.764584147800679,1.58078258336962,7.72267361111111,7.68010416666667,97.1493055555556,97.7618055555556,6.56086681038933,6.28357638888889,11,10.7638888888889,23.7958680555556,23.7840277777778,NA,NA,2.3816014416928,1.84527042860778
"L",2018,2018-06-27,178,0.00616312436496548,241.270376965419,0.829513888888889,1.58434800332417,7.61746527777778,7.59141708836505,95.9302083333333,96.6901754752723,6.55396959147994,6.27599396133937,11.0000000550319,10.8746878446885,23.8525347222222,23.8150323426245,NA,NA,2.37537579600089,1.74559964406052
"L",2018,2018-06-28,179,-0.00369204543321744,243.311720520995,0.759720835373263,1.51830630441512,7.58290225639827,7.55671007909937,96.3237736460578,97.0619674762863,6.54240418379648,6.2755378205171,11.0000000867842,10.9374985014857,24.3221347689772,24.260751311325,NA,NA,2.38600197942236,1.97274275188767
"L",2018,2018-06-29,180,0.0106538668526512,243.049771832114,0.850590829730609,1.58892311422732,7.53445479546709,7.54538006087584,97.6555893262641,98.5085979700922,6.53980738359146,6.26107206008175,11.0000273365115,10.9999987629425,25.2541772286515,25.1364715247733,NA,NA,2.28626223386639,1.6434014469012
"L",2018,2018-06-30,181,0.032941598995143,253.900912520635,1.40750870581778,1.61761274063335,7.2385268713037,7.41746527777778,96.3327809639465,99.1454861111111,6.52409982535216,6.27079479289068,11.00000008684,10.9999994357555,26.5035297764932,26.4201388888889,NA,NA,2.39925430289468,2.12769258664223
"L",2018,2018-07-01,182,0.0661431914307705,271.3125,1.5612309025919,1.72403528220051,7.00184027777778,7.11222222222222,92.321875,94.3847222222222,6.47774305555556,6.22715277777778,11,11,25.9961805555556,26.0242361111111,NA,NA,2.41103411304386,2.06554415856627
"L",2018,2018-07-02,183,0.0586144881578059,295.457671871291,1.2025530901619,1.57915683567804,7.07193086938353,7.0676623418948,92.079532026052,92.2341922218705,6.48221670067839,6.21384573667111,11.0000000812946,10.9888439517317,25.2927911621127,25.1553290405755,NA,NA,2.471086040549,2.67439137626558
"L",2018,2018-07-03,184,0.0378751081083694,233.06163999749,1.19453160986932,1.82102616837776,7.22664861831164,7.15273628021061,95.2584685444512,94.5208104157363,6.52630861133718,6.26196685851662,11.0000014441497,10.9908633324051,25.9909672227289,25.9700299003198,NA,NA,2.36461993209058,2.63965565421269
"L",2018,2018-07-04,185,0.0398883069665651,242.786614958566,1.10425278016551,2.04426721974202,7.25803927677725,7.09320366059945,95.5719245014723,93.2754110807916,6.5450728905402,6.27622233653514,11.0000002604884,10.9999994357663,25.9173205853514,25.8431753175714,NA,NA,2.36931731020491,2.48282646136199
"L",2018,2018-07-05,186,0.0417483271005062,267.799649296434,1.06596078758539,1.94373725824479,7.24625862802323,7.17079861111111,95.5276993870539,94.5701388888889,6.53097950985144,6.27322082835545,11.0000005308666,11,25.9751716894764,25.9907986111111,NA,NA,2.07361182378127,3.14896169826792
