"sampledate","depth","wtemp","flag_wtemp"
2005-05-28,0,17.561,""
2005-05-28,0.25,16.772,""
2005-05-28,0.5,17.46,""
2005-05-28,0.75,16.553,""
2005-05-28,1,15.934,""
2005-05-28,1.25,14.059,""
2005-05-28,1.5,12.223,""
2005-05-28,1.75,10.717,""
2005-05-28,2.25,8.707,""
2005-05-29,0.25,18.396,""
2005-05-29,0.5,18.615,""
2005-05-29,0.75,16.964,""
2005-05-29,1,16.144,""
2005-05-29,1.25,14.446,""
2005-05-29,1.5,12.647,""
2005-05-29,1.75,11.037,""
2005-05-29,2.25,8.869,""
2005-05-30,0,19.524,""
2005-05-30,0.25,18.859,""
2005-05-30,0.5,19.235,""
2005-05-30,0.75,17.982,""
2005-05-30,1,16.749,""
2005-05-30,1.25,14.84,""
2005-05-30,1.5,13.087,""
2005-05-30,1.75,11.387,""
2005-05-30,2,9.943,""
2005-05-30,2.25,9.027,""
2005-05-31,0,20.624,""
2005-05-31,0.25,20.097,""
2005-05-31,0.5,19.96,""
2005-05-31,0.75,18.341,""
2005-05-31,1,17.309,""
2005-05-31,1.25,15.307,""
2005-05-31,1.5,13.553,""
2005-05-31,1.75,11.797,""
2005-05-31,2.25,9.291,""
2005-06-01,0,20.926,""
2005-06-01,0.25,20.46,""
2005-06-01,0.5,20.834,""
2005-06-01,0.75,19.643,""
2005-06-01,1,18.01,""
2005-06-01,1.25,15.848,""
2005-06-01,1.5,14.038,""
2005-06-01,1.75,12.221,""
2005-06-01,2,10.657,""
2005-06-01,2.25,9.55,""
2005-06-02,0,22.199,""
2005-06-02,0.25,21.813,""
2005-06-02,0.5,22.105,""
2005-06-02,0.75,20.773,""
2005-06-02,1,18.696,""
2005-06-02,1.25,16.227,""
2005-06-02,1.5,14.336,""
2005-06-02,1.75,12.445,""
2005-06-02,2.25,9.656,""
2005-06-03,0.25,22.382,""
2005-06-03,0.5,22.716,""
2005-06-03,0.75,21.46,""
2005-06-03,1,19.473,""
2005-06-03,1.25,16.708,""
2005-06-03,1.5,14.704,""
2005-06-03,1.75,12.741,""
2005-06-03,2.25,9.834,""
2005-06-04,0,22.167,""
2005-06-04,0.25,21.741,""
2005-06-04,0.5,22.148,""
2005-06-04,0.75,21.867,""
2005-06-04,1,19.893,""
2005-06-04,1.25,17.03,""
2005-06-04,1.5,14.933,""
2005-06-04,1.75,12.916,""
2005-06-04,2.25,9.923,""
2005-06-05,0,22.43,""
2005-06-05,0.25,22.14,""
2005-06-05,0.5,22.367,""
2005-06-05,0.75,21.803,""
2005-06-05,1,20.359,""
2005-06-05,1.25,17.5,""
2005-06-05,1.5,15.311,""
2005-06-05,1.75,13.221,""
2005-06-05,2.25,10.074,""
2005-06-06,0,22.228,""
2005-06-06,0.25,21.751,""
2005-06-06,0.5,22.188,""
2005-06-06,0.75,21.804,""
2005-06-06,1,20.71,""
2005-06-06,1.25,18.071,""
2005-06-06,1.5,15.773,""
2005-06-06,1.75,13.59,""
2005-06-06,2,11.611,""
2005-06-06,2.25,10.247,""
2005-06-07,0,22.864,""
2005-06-07,0.25,22.404,""
2005-06-07,0.5,22.569,""
2005-06-07,0.75,21.543,""
2005-06-07,1,20.786,""
2005-06-07,1.25,18.466,""
2005-06-07,1.5,16.118,""
2005-06-07,1.75,13.855,""
2005-06-07,2.25,10.351,""
2005-06-08,0,22.756,""
2005-06-08,0.25,22.262,""
2005-06-08,0.5,22.67,""
2005-06-08,0.75,21.993,""
2005-06-08,1,21.022,""
2005-06-08,1.25,18.736,""
2005-06-08,1.5,16.446,""
2005-06-08,1.75,14.131,""
2005-06-08,2.25,10.551,""
2005-06-09,0,23.656,""
2005-06-09,0.25,23.167,""
2005-06-09,0.5,23.465,""
2005-06-09,0.75,22.631,""
2005-06-09,1,21.409,""
2005-06-09,1.25,18.979,""
2005-06-09,1.5,16.755,""
2005-06-09,1.75,14.427,""
2005-06-09,2.25,10.747,""
2005-06-10,0,23.94,""
2005-06-10,0.25,23.341,""
2005-06-10,0.5,23.777,""
2005-06-10,0.75,22.921,""
2005-06-10,1,21.766,""
2005-06-10,1.25,19.397,""
2005-06-10,1.5,17.175,""
2005-06-10,1.75,14.804,""
2005-06-10,2.25,10.946,""
2005-06-11,0,24.435,""
2005-06-11,0.25,24.012,""
2005-06-11,0.5,24.259,""
2005-06-11,0.75,23.379,""
2005-06-11,1,22.231,""
2005-06-11,1.25,19.932,""
2005-06-11,1.5,17.668,""
2005-06-11,1.75,15.272,""
2005-06-11,2.25,11.293,""
2005-06-12,0.25,24.398,""
2005-06-12,0.5,24.839,""
2005-06-12,0.75,24.09,""
2005-06-12,1,22.85,""
2005-06-12,1.25,20.418,""
2005-06-12,1.5,18.179,""
2005-06-12,1.75,15.791,""
2005-06-12,2.25,11.621,""
2005-06-13,0.25,23.557,""
2005-06-13,0.5,24.287,""
2005-06-13,0.75,23.717,""
2005-06-13,1,23.001,""
2005-06-13,1.25,20.84,""
2005-06-13,1.5,18.535,""
2005-06-13,1.75,16.135,""
2005-06-13,2.25,11.889,""
2005-06-14,0.25,22.506,""
2005-06-14,0.5,23.318,""
2005-06-14,0.75,23.118,""
2005-06-14,1,22.844,""
2005-06-14,1.25,21.2,""
2005-06-14,1.5,18.962,""
2005-06-14,1.75,16.499,""
2005-06-15,0,21.861,""
2005-06-15,0.25,20.709,""
2005-06-15,0.5,21.864,""
2005-06-15,0.75,21.639,""
2005-06-15,1,21.414,""
2005-06-15,1.25,20.946,""
2005-06-15,1.75,16.744,""
2005-06-15,2.25,12.362,""
2005-06-16,0,21.92,""
2005-06-16,0.25,20.625,""
2005-06-16,0.5,21.851,""
2005-06-16,0.75,21.363,""
2005-06-16,1,20.736,""
2005-06-16,1.25,20.309,""
2005-06-16,1.5,19.588,""
2005-06-16,1.75,17.204,""
2005-06-16,2.25,12.577,""
2005-06-17,0.25,21.736,""
2005-06-17,0.5,22.241,""
2005-06-17,0.75,21.15,""
2005-06-17,1,20.668,""
2005-06-17,1.25,20.195,""
2005-06-17,1.5,19.384,""
2005-06-17,1.75,17.07,""
2005-06-18,0,23.264,""
2005-06-18,0.25,23.256,""
2005-06-18,0.5,22.607,""
2005-06-18,0.75,21.266,""
2005-06-18,1,20.717,""
2005-06-18,1.25,20.053,""
2005-06-18,1.5,19.153,""
2005-06-18,1.75,16.401,""
2005-06-18,2.25,12.909,""
2005-06-19,0,24.648,""
2005-06-19,0.25,24.429,""
2005-06-19,0.5,23.459,""
2005-06-19,0.75,22.064,""
2005-06-19,1,21.25,""
2005-06-19,1.25,20.194,""
2005-06-19,1.5,19.254,""
2005-06-19,1.75,16.596,""
2005-06-19,2.25,13.064,""
2005-06-20,0,24.838,""
2005-06-20,0.25,24.669,""
2005-06-20,0.5,24.448,""
2005-06-20,0.75,22.956,""
2005-06-20,1,21.678,""
2005-06-20,1.25,20.394,""
2005-06-20,1.5,19.383,""
2005-06-20,1.75,16.776,""
2005-06-20,2.25,13.302,""
2005-06-21,0,25.64,""
2005-06-21,0.25,25.532,""
2005-06-21,0.5,24.947,""
2005-06-21,0.75,23.518,""
2005-06-21,1,22.147,""
2005-06-21,1.25,20.602,""
2005-06-21,1.5,19.451,""
2005-06-21,1.75,16.85,""
2005-06-21,2.25,13.238,""
2005-06-22,0,25.822,""
2005-06-22,0.25,25.725,""
2005-06-22,0.5,25.167,""
2005-06-22,0.75,23.809,""
2005-06-22,1,22.556,""
2005-06-22,1.25,20.811,""
2005-06-22,1.5,19.447,""
2005-06-22,1.75,16.825,""
2005-06-22,2.25,12.748,""
2005-06-23,0,26.382,""
2005-06-23,0.25,26.207,""
2005-06-23,0.5,25.618,""
2005-06-23,0.75,24.183,""
2005-06-23,1,22.949,""
2005-06-23,1.25,21.177,""
2005-06-23,1.5,19.798,""
2005-06-23,1.75,17.176,""
2005-06-23,2,15.012,""
2005-06-23,2.25,13.083,""
2005-06-24,0,25.518,""
2005-06-24,0.25,25.554,""
2005-06-24,0.5,25.821,""
2005-06-24,0.75,24.644,""
2005-06-24,1,23.121,""
2005-06-24,1.25,21.347,""
2005-06-24,1.5,19.9,""
2005-06-24,1.75,17.296,""
2005-06-24,2.25,13.32,""
2005-06-25,0,25.957,""
2005-06-25,0.25,25.689,""
2005-06-25,0.5,25.16,""
2005-06-25,0.75,24.101,""
2005-06-25,1,23.329,""
2005-06-25,1.25,21.633,""
2005-06-25,1.5,20.147,""
2005-06-25,1.75,17.506,""
2005-06-25,2.25,13.51,""
2005-06-26,0,24.83,""
2005-06-26,0.25,24.884,""
2005-06-26,0.5,25.138,""
2005-06-26,0.75,24.226,""
2005-06-26,1,23.391,""
2005-06-26,1.25,21.825,""
2005-06-26,1.5,20.381,""
2005-06-26,1.75,17.78,""
2005-06-26,2.25,13.717,""
2005-06-27,0,25.85,""
2005-06-27,0.25,25.789,""
2005-06-27,0.5,25.518,""
2005-06-27,0.75,24.345,""
2005-06-27,1,23.504,""
2005-06-27,1.25,21.994,""
2005-06-27,1.5,20.664,""
2005-06-27,1.75,18.085,""
2005-06-27,2.25,13.899,""
2005-06-28,0.25,26.156,""
2005-06-28,0.5,25.867,""
2005-06-28,0.75,24.778,""
2005-06-28,1,23.697,""
2005-06-28,1.25,22.199,""
2005-06-28,1.5,20.926,""
2005-06-28,1.75,18.278,""
2005-06-28,2.25,14.075,""
2005-06-29,0,24.995,""
2005-06-29,0.25,25.083,""
2005-06-29,0.5,25.348,""
2005-06-29,0.75,24.594,""
2005-06-29,1,23.844,""
2005-06-29,1.25,22.333,""
2005-06-29,1.5,21.059,""
2005-06-29,1.75,18.399,""
2005-06-29,2.25,14.195,""
2005-06-30,0,24.001,""
2005-06-30,0.25,24.074,""
2005-06-30,0.5,24.493,""
2005-06-30,0.75,23.889,""
2005-06-30,1,23.499,""
2005-06-30,1.25,22.218,""
2005-06-30,1.5,20.855,""
2005-06-30,1.75,18.227,""
2005-06-30,2.25,14.214,""
2005-07-01,0,22.416,""
2005-07-01,0.25,22.322,""
2005-07-01,0.5,22.412,""
2005-07-01,0.75,21.753,""
2005-07-01,1,21.537,""
2005-07-01,1.25,21.077,""
2005-07-01,1.5,19.755,""
2005-07-01,1.75,16.785,""
2005-07-01,2.25,13.994,""
2005-07-02,0,23.152,""
2005-07-02,0.25,22.503,""
2005-07-02,0.5,22.091,""
2005-07-02,0.75,21.277,""
2005-07-02,1,21.01,""
2005-07-02,1.25,20.747,""
2005-07-02,1.5,20.009,""
2005-07-02,1.75,17.175,""
2005-07-02,2.25,14.065,""
2005-07-03,0,22.707,""
2005-07-03,0.25,22.633,""
2005-07-03,0.5,22.685,""
2005-07-03,0.75,21.758,""
2005-07-03,1,21.2,""
2005-07-03,1.25,20.582,""
2005-07-03,1.5,19.839,""
2005-07-03,1.75,17.305,""
2005-07-03,2.25,14.234,""
2005-07-04,0,24.128,""
2005-07-04,0.25,23.264,""
2005-07-04,0.5,23.018,""
2005-07-04,0.75,22.118,""
2005-07-04,1,21.404,""
2005-07-04,1.25,20.533,""
2005-07-04,1.5,19.691,""
2005-07-04,1.75,17.108,""
2005-07-04,2.25,14.259,""
2005-07-05,0.25,22.676,""
2005-07-05,0.5,23.016,""
2005-07-05,0.75,22.286,""
2005-07-05,1,21.533,""
2005-07-05,1.25,20.474,""
2005-07-05,1.5,19.57,""
2005-07-05,1.75,17.063,""
2005-07-05,2.25,14.353,""
2005-07-06,0.25,22.025,""
2005-07-06,0.5,22.066,""
2005-07-06,0.75,21.447,""
2005-07-06,1,21.219,""
2005-07-06,1.25,20.559,""
2005-07-06,1.5,19.431,""
2005-07-06,1.75,17.032,""
2005-07-06,2.25,14.408,""
2005-07-07,0,24.557,""
2005-07-07,0.25,22.999,""
2005-07-07,0.5,22.594,""
2005-07-07,0.75,21.734,""
2005-07-07,1,21.323,""
2005-07-07,1.25,20.552,""
2005-07-07,1.5,19.615,""
2005-07-07,1.75,17.233,""
2005-07-07,2.25,14.494,""
2005-07-08,0,25.488,""
2005-07-08,0.25,24.149,""
2005-07-08,0.5,23.549,""
2005-07-08,0.75,22.307,""
2005-07-08,1,21.565,""
2005-07-08,1.25,20.628,""
2005-07-08,1.5,19.665,""
2005-07-08,1.75,17.287,""
2005-07-08,2.25,14.635,""
2005-07-09,0.25,25.315,""
2005-07-09,0.5,24.568,""
2005-07-09,0.75,22.874,""
2005-07-09,1,21.855,""
2005-07-09,1.25,20.737,""
2005-07-09,1.5,19.773,""
2005-07-09,1.75,17.378,""
2005-07-09,2,15.691,""
2005-07-09,2.25,14.743,""
2005-07-10,0,27.487,""
2005-07-10,0.25,26.461,""
2005-07-10,0.5,25.493,""
2005-07-10,0.75,23.403,""
2005-07-10,1,22.12,""
2005-07-10,1.25,20.838,""
2005-07-10,1.5,19.806,""
2005-07-10,1.75,17.407,""
2005-07-10,2.25,14.812,""
2005-07-11,0,27.868,""
2005-07-11,0.25,27.421,""
2005-07-11,0.5,26.854,""
2005-07-11,0.75,24.678,""
2005-07-11,1,23.068,""
2005-07-11,1.25,21.556,""
2005-07-11,1.5,20.54,""
2005-07-11,1.75,18.187,""
2005-07-11,2,16.386,""
2005-07-12,0,28.701,""
2005-07-12,0.25,28.325,""
2005-07-12,0.5,27.535,""
2005-07-12,0.75,26.141,""
2005-07-12,1,24.509,""
2005-07-12,1.25,22.695,""
2005-07-12,1.5,21.625,""
2005-07-12,1.75,19.252,""
2005-07-13,0.25,28.494,""
2005-07-13,0.5,27.973,""
2005-07-13,0.75,26.623,""
2005-07-13,1,25.046,""
2005-07-13,1.25,23.083,""
2005-07-13,1.5,21.855,""
2005-07-13,1.75,19.394,""
2005-07-13,2.25,15.675,""
2005-07-14,0.25,28.29,""
2005-07-14,0.5,27.843,""
2005-07-14,0.75,26.683,""
2005-07-14,1,25.5,""
2005-07-14,1.25,23.448,""
2005-07-14,1.5,22.049,""
2005-07-14,1.75,19.499,""
2005-07-14,2.25,15.79,""
2005-07-15,0.25,28.456,""
2005-07-15,0.5,27.784,""
2005-07-15,0.75,26.584,""
2005-07-15,1,25.745,""
2005-07-15,1.25,23.908,""
2005-07-15,1.5,22.38,""
2005-07-15,1.75,19.737,""
2005-07-15,2.25,15.918,""
2005-07-16,0,29.334,""
2005-07-16,0.25,29.221,""
2005-07-16,0.5,28.703,""
2005-07-16,0.75,27.35,""
2005-07-16,1,26.052,""
2005-07-16,1.25,24.237,""
2005-07-16,1.5,22.676,""
2005-07-16,1.75,19.941,""
2005-07-16,2.25,16.028,""
2005-07-17,0,29.306,""
2005-07-17,0.25,29.33,""
2005-07-17,0.5,29.398,""
2005-07-17,0.75,28.013,""
2005-07-17,1,26.469,""
2005-07-17,1.25,24.521,""
2005-07-17,1.5,22.955,""
2005-07-17,1.75,20.202,""
2005-07-17,2.25,16.18,""
2005-07-18,0.25,27.496,""
2005-07-18,0.5,27.972,""
2005-07-18,0.75,27.42,""
2005-07-18,1,26.795,""
2005-07-18,1.25,24.816,""
2005-07-18,1.5,23.177,"H"
2005-07-18,1.75,20.352,""
2005-07-18,2.25,16.357,""
2005-07-19,0,26.383,""
2005-07-19,0.25,26.437,""
2005-07-19,0.5,26.357,""
2005-07-19,0.75,25.329,""
2005-07-19,1,24.954,""
2005-07-19,1.25,24.649,""
2005-07-19,1.5,23.404,"H"
2005-07-19,1.75,20.396,""
2005-07-19,2.25,16.42,""
2005-07-20,0,26.165,""
2005-07-20,0.25,26.164,""
2005-07-20,0.5,26.146,""
2005-07-20,0.75,25.248,""
2005-07-20,1,24.895,""
2005-07-20,1.25,24.535,""
2005-07-20,1.5,23.573,"H"
2005-07-20,1.75,20.682,""
2005-07-20,2.25,16.54,""
2005-07-21,0.25,26.982,""
2005-07-21,0.5,26.728,""
2005-07-21,0.75,25.621,""
2005-07-21,1,25.107,""
2005-07-21,1.25,24.503,""
2005-07-21,1.5,23.517,"H"
2005-07-21,1.75,20.646,""
2005-07-21,2.25,16.613,""
2005-07-22,0,26.644,""
2005-07-22,0.25,26.574,""
2005-07-22,0.5,26.277,""
2005-07-22,0.75,25.209,""
2005-07-22,1,24.825,""
2005-07-22,1.25,24.494,""
2005-07-22,1.5,23.64,"H"
2005-07-22,1.75,20.747,""
2005-07-22,2.25,16.745,""
2005-07-23,0,24.769,""
2005-07-23,0.25,24.886,""
2005-07-23,0.5,25.396,""
2005-07-23,0.75,24.863,""
2005-07-23,1,24.651,""
2005-07-23,1.25,24.408,""
2005-07-23,1.5,23.648,"H"
2005-07-23,1.75,21.017,""
2005-07-23,2.25,16.894,""
2005-07-24,0,25.301,""
2005-07-24,0.25,25.26,""
2005-07-24,0.75,24.206,""
2005-07-24,1,23.888,""
2005-07-24,1.25,23.792,""
2005-07-24,1.5,23.792,"H"
2005-07-24,1.75,21.307,""
2005-07-24,2.25,17.118,""
2005-07-25,0,25.471,""
2005-07-25,0.25,25.345,""
2005-07-25,0.5,25.222,""
2005-07-25,0.75,24.321,""
2005-07-25,1,23.958,""
2005-07-25,1.25,23.777,""
2005-07-25,1.5,23.576,"H"
2005-07-25,1.75,21.373,""
2005-07-25,2.25,17.197,""
2005-07-26,0,23.494,""
2005-07-26,0.25,23.628,""
2005-07-26,0.5,24.157,""
2005-07-26,0.75,23.611,""
2005-07-26,1,23.414,""
2005-07-26,1.25,23.378,""
2005-07-26,1.5,23.538,"H"
2005-07-26,1.75,21.356,""
2005-07-26,2.25,17.362,""
2005-07-27,0,23.836,""
2005-07-27,0.25,23.836,""
2005-07-27,0.5,23.771,""
2005-07-27,0.75,22.584,""
2005-07-27,1,22.166,""
2005-07-27,1.25,22.045,""
2005-07-27,1.5,22.426,""
2005-07-27,1.75,21.46,""
2005-07-27,2.25,17.442,""
2005-07-28,0.25,22.436,""
2005-07-28,0.5,22.931,""
2005-07-28,0.75,22.403,""
2005-07-28,1,22.186,""
2005-07-28,1.25,22.118,""
2005-07-28,1.5,22.341,""
2005-07-28,1.75,21.078,""
2005-07-28,2.25,17.556,""
2005-07-29,0,23.43,""
2005-07-29,0.25,23.259,""
2005-07-29,0.5,22.728,""
2005-07-29,0.75,21.577,""
2005-07-29,1,21.191,""
2005-07-29,1.25,21.092,""
2005-07-29,1.5,21.531,""
2005-07-29,1.75,20.792,""
2005-07-29,2,19.485,""
2005-07-29,2.25,17.639,""
2005-07-30,0.25,23.567,""
2005-07-30,0.5,23.389,""
2005-07-30,0.75,22.079,""
2005-07-30,1,21.558,""
2005-07-30,1.25,21.344,""
2005-07-30,1.5,21.55,""
2005-07-30,1.75,20.601,""
2005-07-30,2.25,17.85,""
2005-07-31,0,25.768,""
2005-07-31,0.25,25.59,""
2005-07-31,0.5,24.862,""
2005-07-31,0.75,23.084,""
2005-07-31,1,22.091,""
2005-07-31,1.25,21.626,""
2005-07-31,1.5,21.684,""
2005-07-31,1.75,20.517,""
2005-07-31,2.25,17.821,""
2005-08-01,0,27.388,""
2005-08-01,0.25,27.177,""
2005-08-01,0.5,26.313,""
2005-08-01,0.75,24.107,""
2005-08-01,1,22.694,""
2005-08-01,1.25,21.924,""
2005-08-01,1.5,21.819,""
2005-08-01,1.75,20.485,""
2005-08-01,2.25,17.767,""
2005-08-02,0,27.878,""
2005-08-02,0.25,27.77,""
2005-08-02,0.5,27.099,""
2005-08-02,0.75,25.043,""
2005-08-02,1,23.317,""
2005-08-02,1.25,22.26,""
2005-08-02,1.5,21.994,""
2005-08-02,1.75,20.525,""
2005-08-02,2,19.153,""
2005-08-02,2.25,17.754,""
2005-08-03,0,27.941,""
2005-08-03,0.25,27.973,""
2005-08-03,0.5,27.762,""
2005-08-03,0.75,25.848,""
2005-08-03,1,23.919,""
2005-08-03,1.25,22.531,""
2005-08-03,1.5,22.013,""
2005-08-03,1.75,20.39,""
2005-08-03,2.25,17.675,""
2005-08-04,0,26.559,""
2005-08-04,0.25,26.627,""
2005-08-04,0.5,27.052,""
2005-08-04,0.75,26.082,""
2005-08-04,1.25,22.844,""
2005-08-04,1.5,22.202,""
2005-08-04,1.75,20.468,""
2005-08-04,2.25,17.794,""
2005-08-05,0,25.767,""
2005-08-05,0.25,25.769,""
2005-08-05,0.5,25.737,""
2005-08-05,0.75,24.648,""
2005-08-05,1,24.193,""
2005-08-05,1.25,23.32,""
2005-08-05,1.5,22.387,""
2005-08-05,1.75,20.486,""
2005-08-05,2.25,17.742,""
2005-08-06,0,25.256,""
2005-08-06,0.25,25.283,""
2005-08-06,0.5,25.337,""
2005-08-06,0.75,24.155,""
2005-08-06,1.25,23.302,""
2005-08-06,1.5,22.654,""
2005-08-06,1.75,20.614,""
2005-08-06,2.25,17.855,""
2005-08-07,0.25,25.919,""
2005-08-07,0.5,25.362,""
2005-08-07,0.75,24.156,""
2005-08-07,1,23.69,""
2005-08-07,1.25,23.357,""
2005-08-07,1.5,22.845,""
2005-08-07,1.75,20.749,""
2005-08-07,2,19.14,""
2005-08-07,2.25,17.809,""
2005-08-08,0,26.627,""
2005-08-08,0.25,26.545,""
2005-08-08,0.5,26.432,""
2005-08-08,0.75,24.984,""
2005-08-08,1,24.173,""
2005-08-08,1.25,23.481,""
2005-08-08,1.5,22.946,""
2005-08-08,1.75,20.941,""
2005-08-08,2.25,17.883,""
2005-08-09,0,25.059,""
2005-08-09,0.25,25.185,""
2005-08-09,0.5,25.746,""
2005-08-09,0.75,25.113,""
2005-08-09,1,24.426,""
2005-08-09,1.25,23.494,""
2005-08-09,1.5,22.896,""
2005-08-09,1.75,20.806,""
2005-08-09,2,19.127,""
2005-08-09,2.25,17.855,""
2005-08-10,0,25.342,""
2005-08-10,0.25,25.341,""
2005-08-10,0.5,25.297,""
2005-08-10,0.75,24.134,""
2005-08-10,1,23.707,""
2005-08-10,1.25,23.471,""
2005-08-10,1.5,22.955,""
2005-08-10,1.75,20.804,""
2005-08-10,2.25,17.93,""
2005-08-11,0,23.678,""
2005-08-11,0.25,23.813,""
2005-08-11,0.5,24.389,""
2005-08-11,0.75,23.851,""
2005-08-11,1,23.622,""
2005-08-11,1.25,23.446,""
2005-08-11,1.5,22.951,""
2005-08-11,1.75,20.922,""
2005-08-11,2.25,17.914,""
2005-08-12,0,23.867,""
2005-08-12,0.25,23.953,""
2005-08-12,0.5,24.315,""
2005-08-12,0.75,23.428,""
2005-08-12,1,23.054,""
2005-08-12,1.25,22.985,""
2005-08-12,1.5,23.03,""
2005-08-12,1.75,20.934,""
2005-08-12,2.25,18.007,""
2005-08-13,0,23.725,""
2005-08-13,0.25,23.787,""
2005-08-13,0.5,24.032,""
2005-08-13,0.75,23.059,""
2005-08-13,1,22.664,""
2005-08-13,1.25,22.547,""
2005-08-13,1.5,22.81,""
2005-08-13,1.75,21.034,""
2005-08-13,2.25,18.026,""
2005-08-14,0.25,23.591,""
2005-08-14,0.5,23.659,""
2005-08-14,0.75,22.615,""
2005-08-14,1,22.211,""
2005-08-14,1.25,22.107,""
2005-08-14,1.5,22.351,""
2005-08-14,1.75,20.986,""
2005-08-14,2.25,18.082,""
2005-08-15,0,23.543,""
2005-08-15,0.25,23.55,""
2005-08-15,0.5,23.302,""
2005-08-15,0.75,22.137,""
2005-08-15,1,21.737,""
2005-08-15,1.25,21.635,""
2005-08-15,1.5,21.976,""
2005-08-15,1.75,20.991,""
2005-08-15,2.25,18.132,""
2005-08-16,0,23.754,""
2005-08-16,0.25,23.673,""
2005-08-16,0.5,23.372,""
2005-08-16,0.75,22.236,""
2005-08-16,1,21.8,""
2005-08-16,1.25,21.668,""
2005-08-16,1.5,21.951,""
2005-08-16,1.75,20.803,""
2005-08-16,2.25,18.197,""
2005-08-17,0,22.635,""
2005-08-17,0.25,22.748,""
2005-08-17,0.5,23.153,""
2005-08-17,0.75,22.277,""
2005-08-17,1,21.913,""
2005-08-17,1.25,21.81,""
2005-08-17,1.5,22.009,""
2005-08-17,1.75,20.829,""
2005-08-17,2.25,18.251,""
2005-08-18,0.25,21.969,""
2005-08-18,0.5,22.472,""
2005-08-18,0.75,21.823,""
2005-08-18,1,21.599,""
2005-08-18,1.25,21.597,""
2005-08-18,1.5,21.964,""
2005-08-18,1.75,20.739,""
2005-08-18,2.25,18.239,""
2005-08-19,0.25,22.401,""
2005-08-19,0.5,22.477,""
2005-08-19,0.75,21.711,""
2005-08-19,1,21.477,""
2005-08-19,1.25,21.486,""
2005-08-19,1.5,21.814,""
2005-08-19,1.75,20.607,""
2005-08-19,2.25,18.227,""
2005-08-20,0,22.994,""
2005-08-20,0.25,22.965,""
2005-08-20,0.5,23.151,""
2005-08-20,0.75,22.219,""
2005-08-20,1,21.786,""
2005-08-20,1.25,21.629,""
2005-08-20,1.5,21.843,""
2005-08-20,1.75,20.633,""
2005-08-20,2,19.357,""
2005-08-20,2.25,18.297,""
2005-08-21,0.25,21.074,""
2005-08-21,0.5,21.644,""
2005-08-21,0.75,21.08,""
2005-08-21,1,20.915,""
2005-08-21,1.25,20.962,""
2005-08-21,1.5,21.392,""
2005-08-21,2.25,18.353,""
2005-08-22,0,21.059,""
2005-08-22,0.25,21.149,""
2005-08-22,0.5,21.254,""
2005-08-22,0.75,20.318,""
2005-08-22,1,19.971,""
2005-08-22,1.25,19.925,""
2005-08-22,1.5,20.363,""
2005-08-22,2.25,18.513,""
2005-08-23,0,21.654,""
2005-08-23,0.25,21.611,""
2005-08-23,0.5,21.129,""
2005-08-23,0.75,20.005,""
2005-08-23,1,19.626,""
2005-08-23,1.25,19.554,""
2005-08-23,1.5,19.968,""
2005-08-23,1.75,19.392,""
2005-08-23,2.25,18.489,""
2005-08-24,0,20.58,""
2005-08-24,0.25,20.675,""
2005-08-24,0.5,20.933,""
2005-08-24,0.75,19.97,""
2005-08-24,1,19.604,""
2005-08-24,1.25,19.537,""
2005-08-24,1.5,19.931,""
2005-08-24,1.75,19.308,""
2005-08-24,2.25,18.333,""
2005-08-25,0,20.756,""
2005-08-25,0.25,20.771,""
2005-08-25,0.5,20.702,""
2005-08-25,0.75,19.802,""
2005-08-25,1,19.52,""
2005-08-25,1.25,19.505,""
2005-08-25,1.5,19.936,""
2005-08-25,2.25,18.177,""
2005-08-26,0,20.395,""
2005-08-26,0.25,20.455,""
2005-08-26,0.5,20.948,""
2005-08-26,0.75,20.121,""
2005-08-26,1,19.759,""
2005-08-26,1.25,19.626,""
2005-08-26,1.5,19.982,""
2005-08-26,1.75,19.264,""
2005-08-26,2.25,18.093,""
2005-08-27,0,21.676,""
2005-08-27,0.25,21.557,""
2005-08-27,0.5,21.462,""
2005-08-27,0.75,20.304,""
2005-08-27,1,19.911,""
2005-08-27,1.25,19.798,""
2005-08-27,1.5,20.055,""
2005-08-27,1.75,19.231,""
2005-08-27,2.25,18.038,""
2005-08-28,0.25,21.344,""
2005-08-28,0.75,20.64,""
2005-08-28,1,20.181,""
2005-08-28,1.25,20.023,""
2005-08-28,1.5,20.191,""
2005-08-28,1.75,19.242,""
2005-08-28,2.25,17.988,""
2005-08-29,0,21.109,""
2005-08-29,0.25,21.151,""
2005-08-29,0.5,21.388,""
2005-08-29,0.75,20.442,""
2005-08-29,1,20.084,""
2005-08-29,1.25,20.006,""
2005-08-29,1.5,20.28,""
2005-08-29,1.75,19.264,""
2005-08-29,2.25,17.927,""
2005-08-30,0.25,21.011,""
2005-08-30,0.75,20.439,""
2005-08-30,1,20.096,""
2005-08-30,1.25,20.024,""
2005-08-30,1.5,20.317,""
2005-08-30,1.75,19.282,""
2005-08-30,2.25,17.893,""
2005-08-31,0,22.139,""
2005-08-31,0.25,21.901,""
2005-08-31,0.75,20.465,""
2005-08-31,1,20.11,""
2005-08-31,1.25,20.036,""
2005-08-31,1.5,20.372,""
2005-08-31,1.75,19.34,""
2005-08-31,2.25,17.874,""
2005-09-01,0.25,21.363,""
2005-09-01,0.5,21.907,""
2005-09-01,0.75,21.085,""
2005-09-01,1,20.584,""
2005-09-01,1.25,20.294,""
