"datetime"	"wtr_0.5"	"wtr_1.0"	"wtr_1.5"	"wtr_2.0"	"wtr_2.5"	"wtr_3.0"	"wtr_3.5"	"wtr_4.0"	"wtr_4.5"	"wtr_5.0"	"wtr_6.0"
"2022-05-28 20:00:00"	15.2405084745763	14.564406779661	14.0110169491525	13.1961016949153	11.1142372881356	8.51508474576271	7.19186440677966	6.17576271186441	5.62491525423729	5.09983050847458	4.54305084745763
"2022-05-28 21:00:00"	15.147	14.7271666666667	14.029	13.219	10.9115	8.63816666666667	7.26233333333333	6.11566666666667	5.62	5.17866666666667	4.53466666666667
"2022-05-28 22:00:00"	15.065	14.723	14.019	13.199	11.042	8.58316666666667	7.17383333333333	6.14833333333333	5.61633333333333	5.132	4.558
"2022-05-28 23:00:00"	15.03	14.706	14.016	13.187	11.0733333333333	8.5975	7.139	6.1735	5.639	5.139	4.5755
"2022-05-29 00:00:00"	14.948	14.651	14.039	13.176	11.0216666666667	8.46716666666667	7.21566666666667	6.215	5.712	5.18666666666667	4.53466666666667
"2022-05-29 01:00:00"	14.875	14.5976666666667	14.037	13.1043333333333	11.0851666666667	8.59783333333333	7.157	6.18583333333333	5.66	5.12616666666667	4.53
"2022-05-29 02:00:00"	14.825	14.5331666666667	14.013	13.219	10.9561666666667	8.62	7.2265	6.07833333333333	5.59816666666667	5.132	4.54166666666667
"2022-05-29 03:00:00"	14.759	14.469	14.0593333333333	13.1403333333333	11.0283333333333	8.53183333333333	7.246	6.14866666666667	5.62216666666667	5.14716666666667	4.55216666666667
"2022-05-29 04:00:00"	14.6931666666667	14.414	14.0421666666667	13.161	11.0378333333333	8.56516666666667	7.18283333333333	6.146	5.634	5.1215	4.551
"2022-05-29 05:00:00"	14.653	14.361	14.0806666666667	13.148	10.9583333333333	8.601	7.18683333333333	6.205	5.65	5.14033333333333	4.53816666666667
"2022-05-29 06:00:00"	14.612	14.3441666666667	14.129	13.167	11.0735	8.5455	7.145	6.17366666666667	5.691	5.18216666666667	4.5405
"2022-05-29 07:00:00"	14.6946666666667	14.36	14.04	13.1431666666667	11.0518333333333	8.655	7.2145	6.1315	5.62866666666667	5.13333333333333	4.54633333333333
"2022-05-29 08:00:00"	14.839	14.412	14.078	13.247	11.0183333333333	8.58583333333333	7.29383333333333	6.15016666666667	5.60266666666667	5.10066666666667	4.5545
"2022-05-29 09:00:00"	14.947	14.429	14.2721666666667	13.2291666666667	11.0966666666667	8.59716666666667	7.2635	6.221	5.692	5.16233333333333	4.55333333333333
"2022-05-29 10:00:00"	15.2146666666667	14.5108333333333	14.4006666666667	13.1926666666667	11.1696666666667	8.692	7.23433333333333	6.19483333333333	5.667	5.15533333333333	4.54283333333333
"2022-05-29 11:00:00"	15.367	14.6	14.3771666666667	13.2811666666667	11.1271666666667	8.676	7.28083333333333	6.20216666666667	5.694	5.202	4.558
"2022-05-29 12:00:00"	15.343	14.646	14.2955	13.2431666666667	11.1671666666667	8.66066666666667	7.299	6.21816666666667	5.672	5.17633333333333	4.5755
"2022-05-29 13:00:00"	15.355	14.705	14.3001666666667	13.3288333333333	11.1901666666667	8.64716666666667	7.26216666666667	6.19466666666667	5.686	5.18216666666667	4.5825
"2022-05-29 14:00:00"	15.6261666666667	14.8231666666667	14.4195	13.3836666666667	11.0205	8.72233333333333	7.401	6.29383333333333	5.68966666666667	5.14216666666667	4.54283333333333
