"datetime"	"wtr_0.5"	"wtr_1.0"	"wtr_1.5"	"wtr_2.0"	"wtr_2.5"	"wtr_3.0"	"wtr_3.5"	"wtr_4.0"	"wtr_5.0"
"2014-08-15 16:00:00"	21.8175	20.9858333333333	20.7791666666667	17.6558333333333	13.1116666666667	9.53083333333333	7.12666666666667	5.6425	4.43666666666667
"2014-08-15 17:00:00"	21.8116666666667	21.0883333333333	20.7933333333333	17.5025	12.9458333333333	9.37416666666667	7.33583333333333	5.88583333333333	4.54083333333333
"2014-08-15 18:00:00"	21.9683333333333	21.035	20.72	17.5866666666667	12.9783333333333	9.75583333333333	7.32583333333333	5.81333333333333	4.475
"2014-08-15 19:00:00"	21.9491666666667	21.035	20.7241666666667	17.5883333333333	12.9566666666667	9.59916666666667	7.34833333333333	5.78916666666667	4.46416666666667
"2014-08-15 20:00:00"	21.9066666666667	21.0666666666667	20.7183333333333	17.6358333333333	13.05	9.55833333333333	7.26916666666667	5.77583333333333	4.49083333333333
"2014-08-15 21:00:00"	21.9166666666667	21.0175	20.73	17.635	13.0908333333333	9.61666666666667	7.18583333333333	5.7225	4.48
"2014-08-15 22:00:00"	21.9366666666667	21.0841666666667	20.7616666666667	17.5933333333333	12.8625	9.63333333333333	7.31	5.82333333333333	4.49583333333333
"2014-08-15 23:00:00"	21.9641666666667	21.0666666666667	20.6866666666667	17.5166666666667	13.0116666666667	9.64166666666667	7.37333333333333	5.77666666666667	4.47333333333333
"2014-08-16 00:00:00"	21.9566666666667	21.0666666666667	20.69	17.5633333333333	12.93	9.6425	7.29583333333333	5.76166666666667	4.50916666666667
"2014-08-16 01:00:00"	21.9275	21.0433333333333	20.7175	17.555	13.0191666666667	9.4975	7.26916666666667	5.7825	4.48666666666667
"2014-08-16 02:00:00"	21.9516666666667	21.0725	20.6991666666667	17.515	12.94	9.71583333333333	7.3525	5.7325	4.46416666666667
"2014-08-16 03:00:00"	22.005	21.0225	20.6841666666667	17.5983333333333	12.9508333333333	9.5925	7.3	5.835	4.50166666666667
"2014-08-16 04:00:00"	22.035	21.0891666666667	20.645	17.52	13.09	9.66416666666667	7.23083333333333	5.7725	4.45166666666667
"2014-08-16 05:00:00"	22.065	21.0508333333333	20.6925	17.5775	12.9558333333333	9.6025	7.33833333333333	5.77333333333333	4.49166666666667
"2014-08-16 06:00:00"	21.985	21.0783333333333	20.645	17.5266666666667	13.0475	9.5725	7.32083333333333	5.82	4.46916666666667
"2014-08-16 07:00:00"	21.97	21.0408333333333	20.625	17.5733333333333	12.9608333333333	9.62833333333333	7.3	5.78833333333333	4.48666666666667
"2014-08-16 08:00:00"	21.9241666666667	21.0833333333333	20.675	17.4683333333333	13.0958333333333	9.605	7.3	5.815	4.46916666666667
"2014-08-16 09:00:00"	21.945	21.0783333333333	20.61	17.6291666666667	12.9183333333333	9.62	7.35	5.78166666666667	4.52416666666667
"2014-08-16 10:00:00"	21.975	21.12	20.6758333333333	17.4691666666667	13.08	9.60666666666667	7.2425	5.795	4.45166666666667
"2014-08-16 11:00:00"	21.985	21.1091666666667	20.615	17.5775	12.9141666666667	9.55583333333333	7.40416666666667	5.87333333333333	4.5025
"2014-08-16 12:00:00"	22.03	21.18	20.615	17.5566666666667	13.0916666666667	9.6425	7.22083333333333	5.73666666666667	4.475
"2014-08-16 13:00:00"	22.1233333333333	21.165	20.6516666666667	17.6141666666667	12.95	9.5775	7.39416666666667	5.825	4.50916666666667
"2014-08-16 14:00:00"	22.3783333333333	21.2625	20.6633333333333	17.5675	13.1116666666667	9.64333333333333	7.27416666666667	5.78916666666667	4.475
"2014-08-16 15:00:00"	22.4433333333333	21.3333333333333	20.65	17.6291666666667	12.915	9.60583333333333	7.41583333333333	5.85	4.52416666666667
"2014-08-16 16:00:00"	22.56	21.2941666666667	20.6708333333333	17.5841666666667	13.0916666666667	9.60416666666667	7.25833333333333	5.74	4.4575
"2014-08-16 17:00:00"	22.5666666666667	21.3533333333333	20.6883333333333	17.5575	13.04	9.60833333333333	7.3475	5.82333333333333	4.5025
"2014-08-16 18:00:00"	22.6125	21.3341666666667	20.67	17.6091666666667	13.0541666666667	9.63	7.3475	5.80416666666667	4.48666666666667
"2014-08-16 19:00:00"	22.585	21.3541666666667	20.675	17.6675	13.0283333333333	9.65083333333333	7.315	5.81	4.48083333333333
"2014-08-16 20:00:00"	22.6975	21.3166666666667	20.64	17.5475	13.0483333333333	9.55583333333333	7.36833333333333	5.85583333333333	4.51
"2014-08-16 21:00:00"	22.6608333333333	21.3691666666667	20.64	17.5108333333333	13.0608333333333	9.7325	7.305	5.75916666666667	4.46833333333333
"2014-08-16 22:00:00"	22.4783333333333	21.345	20.61	17.6308333333333	12.9441666666667	9.63916666666667	7.35416666666667	5.88833333333333	4.52833333333333
"2014-08-16 23:00:00"	22.2366666666667	21.3741666666667	20.625	17.5266666666667	13.1591666666667	9.58666666666667	7.29	5.82	4.46916666666667
"2014-08-17 00:00:00"	21.9891666666667	21.37	20.62	17.5575	12.9666666666667	9.655	7.415	5.835	4.51
"2014-08-17 01:00:00"	21.76	21.4375	20.61	17.5891666666667	13.035	9.64	7.3325	5.79333333333333	4.51333333333333
"2014-08-17 02:00:00"	21.565	21.5175	20.605	17.6058333333333	13.045	9.64833333333333	7.33166666666667	5.825	4.50416666666667
"2014-08-17 03:00:00"	21.4225	21.43	20.615	17.495	13.065	9.63	7.31083333333333	5.825	4.48
"2014-08-17 04:00:00"	21.28	21.3216666666667	20.56	17.5833333333333	13.06	9.65	7.38916666666667	5.805	4.51166666666667
"2014-08-17 05:00:00"	21.1616666666667	21.195	20.595	17.5308333333333	13.0225	9.655	7.32166666666667	5.83	4.4575
"2014-08-17 06:00:00"	21.045	21.0983333333333	20.565	17.5408333333333	13.1491666666667	9.65	7.355	5.82583333333333	4.54
"2014-08-17 07:00:00"	20.9383333333333	20.985	20.5375	17.5866666666667	13.1075	9.705	7.375	5.87083333333333	4.49833333333333
"2014-08-17 08:00:00"	20.85	20.905	20.605	17.51	13.0691666666667	9.71166666666667	7.33416666666667	5.77916666666667	4.46916666666667
"2014-08-17 09:00:00"	20.8	20.845	20.57	17.5458333333333	13.0808333333333	9.62916666666667	7.39	5.85583333333333	4.51916666666667
"2014-08-17 10:00:00"	20.75	20.8166666666667	20.61	17.4791666666667	13.025	9.695	7.32583333333333	5.8025	4.50416666666667
"2014-08-17 11:00:00"	20.81	20.8341666666667	20.5125	17.5925	13.0291666666667	9.675	7.35666666666667	5.83	4.5025
"2014-08-17 12:00:00"	20.8891666666667	20.855	20.58	17.5	13.1	9.61416666666667	7.34666666666667	5.855	4.48583333333333
"2014-08-17 13:00:00"	21.02	20.97	20.85	17.54	13.0441666666667	9.665	7.37416666666667	5.84083333333333	4.52
"2014-08-17 14:00:00"	21.4475	21.095	20.7116666666667	17.5683333333333	13.1066666666667	9.68	7.33666666666667	5.80833333333333	4.53
"2014-08-17 15:00:00"	21.7033333333333	21.145	20.71	17.6708333333333	13.0341666666667	9.71083333333333	7.32083333333333	5.825	4.49666666666667
"2014-08-17 16:00:00"	21.7075	21.2508333333333	20.62	17.4641666666667	13.1941666666667	9.62333333333333	7.35666666666667	5.83416666666667	4.49833333333333
"2014-08-17 17:00:00"	22.06	21.125	20.86	17.6441666666667	13.0508333333333	9.66	7.46583333333333	5.92916666666667	4.55
"2014-08-17 18:00:00"	22.03	21.22	20.8441666666667	17.5933333333333	13.055	9.75416666666667	7.2525	5.74916666666667	4.47833333333333
"2014-08-17 19:00:00"	22.0316666666667	21.2516666666667	20.67	17.5916666666667	13.1441666666667	9.71	7.4	5.8775	4.5175
"2014-08-17 20:00:00"	22.155	21.21	20.7408333333333	17.61	13.0333333333333	9.70666666666667	7.38833333333333	5.79416666666667	4.4675
"2014-08-17 21:00:00"	21.9991666666667	21.205	20.6808333333333	17.5725	13.0066666666667	9.64583333333333	7.41416666666667	5.935	4.55
"2014-08-17 22:00:00"	21.6966666666667	21.17	20.6883333333333	17.5508333333333	13.21	9.67583333333333	7.32083333333333	5.78	4.47916666666667
"2014-08-17 23:00:00"	21.56	21.15	20.7025	17.535	13.1958333333333	9.5925	7.46083333333333	5.86166666666667	4.50166666666667
"2014-08-18 00:00:00"	21.3841666666667	21.15	20.6966666666667	17.625	12.8625	9.84083333333333	7.34083333333333	5.81	4.5175
"2014-08-18 01:00:00"	21.235	21.165	20.6508333333333	17.5116666666667	13.195	9.58	7.37916666666667	5.88916666666667	4.51166666666667
"2014-08-18 02:00:00"	21.1058333333333	21.155	20.62	17.5458333333333	13.1391666666667	9.68083333333333	7.3625	5.83166666666667	4.515
"2014-08-18 03:00:00"	21.02	21.0666666666667	20.615	17.5725	13.065	9.68083333333333	7.45083333333333	5.835	4.535
"2014-08-18 04:00:00"	20.9125	20.96	20.5041666666667	17.5983333333333	13.0891666666667	9.665	7.36916666666667	5.89416666666667	4.515
"2014-08-18 05:00:00"	20.775	20.8316666666667	20.5583333333333	17.5258333333333	13.1891666666667	9.7525	7.3525	5.83583333333333	4.47916666666667
