"datetime"	"wtr_0.5"	"wtr_1.0"	"wtr_1.5"	"wtr_2.0"	"wtr_2.5"	"wtr_3.0"	"wtr_3.5"	"wtr_4.0"
"2015-08-04 12:00:00"	21.745	21.735	21.7116666666667	21.265	16.3808333333333	12.1125	9.13416666666667	7.09583333333333
"2015-08-04 13:00:00"	21.8891666666667	21.8308333333333	21.7641666666667	21.245	16.2841666666667	12.1458333333333	9.14333333333333	7.09
"2015-08-04 14:00:00"	22.29	21.89	21.775	21.1558333333333	16.465	12.0458333333333	9.08083333333333	7.15916666666667
"2015-08-04 15:00:00"	22.5516666666667	21.97	21.82	21.3733333333333	16.3566666666667	12.2025	9.10083333333333	7.075
"2015-08-04 16:00:00"	22.8108333333333	22.1033333333333	21.87	21.2616666666667	16.3058333333333	12.1725	9.13333333333333	7.11583333333333
"2015-08-04 17:00:00"	23.03	22.185	21.87	21.1608333333333	16.4916666666667	12.0283333333333	9.22583333333333	7.185
"2015-08-04 18:00:00"	23.0091666666667	22.185	21.9	21.24	16.3191666666667	12.31	9.01833333333333	7.08166666666667
"2015-08-04 19:00:00"	22.79	22.2475	21.875	21.22	16.4558333333333	12.1708333333333	9.22166666666667	7.17583333333333
"2015-08-04 20:00:00"	22.53	22.26	21.9	21.15	16.3766666666667	12.1616666666667	9.17	7.1175
"2015-08-04 21:00:00"	22.285	22.2675	21.89	21.1783333333333	16.5325	12.205	9.1325	7.2325
"2015-08-04 22:00:00"	22.0516666666667	22.0758333333333	21.9425	21.1366666666667	16.2883333333333	12.3158333333333	9.09	7.17083333333333
"2015-08-04 23:00:00"	21.8791666666667	21.9	21.9408333333333	21.07	16.4466666666667	12.0666666666667	9.22083333333333	7.10333333333333
"2015-08-05 00:00:00"	21.73	21.7408333333333	21.905	21.13	16.4175	12.1775	9.22666666666667	7.17916666666667
"2015-08-05 01:00:00"	21.5808333333333	21.6016666666667	21.7775	21.0608333333333	16.3133333333333	12.36	9.03416666666667	7.19666666666667
"2015-08-05 02:00:00"	21.47	21.46	21.645	21.1875	16.5066666666667	12.0566666666667	9.26666666666667	7.1225
"2015-08-05 03:00:00"	21.325	21.3483333333333	21.5275	21.3016666666667	16.3925	12.1725	9.20583333333333	7.13916666666667
"2015-08-05 04:00:00"	21.215	21.215	21.4	21.1625	16.4141666666667	12.2358333333333	9.09166666666667	7.19583333333333
"2015-08-05 05:00:00"	21.085	21.115	21.2733333333333	21.1525	16.3725	12.16	9.10583333333333	7.1925
"2015-08-05 06:00:00"	20.98	20.99	21.17	21.025	16.5425	12.1708333333333	9.27916666666667	7.055
"2015-08-05 07:00:00"	20.995	20.925	21.1	20.99	16.2933333333333	12.3116666666667	9.0375	7.23416666666667
"2015-08-05 08:00:00"	21.1125	20.935	21.08	20.8008333333333	16.4491666666667	12.1458333333333	9.2525	7.19666666666667
"2015-08-05 09:00:00"	21.1866666666667	20.925	21.08	20.9075	16.4608333333333	12.2216666666667	9.17916666666667	7.14166666666667
"2015-08-05 10:00:00"	21.305	21.0291666666667	21.085	20.9091666666667	16.4283333333333	12.2516666666667	9.1525	7.16916666666667
"2015-08-05 11:00:00"	21.4316666666667	21.105	21.09	20.785	16.5583333333333	12.1666666666667	9.205	7.18
"2015-08-05 12:00:00"	21.7708333333333	21.175	21.13	20.9041666666667	16.4083333333333	12.285	9.15333333333333	7.15833333333333
"2015-08-05 13:00:00"	22.0966666666667	21.315	21.17	20.8925	16.5083333333333	12.2583333333333	9.22583333333333	7.165
"2015-08-05 14:00:00"	22.5125	21.3991666666667	21.2058333333333	20.8758333333333	16.4866666666667	12.1991666666667	9.17916666666667	7.20583333333333
"2015-08-05 15:00:00"	22.68	21.4925	21.275	20.8966666666667	16.5633333333333	12.3308333333333	9.22083333333333	7.18
"2015-08-05 16:00:00"	22.8416666666667	21.4966666666667	21.27	20.8583333333333	16.4183333333333	12.2841666666667	9.13416666666667	7.19666666666667
"2015-08-05 17:00:00"	22.925	21.5866666666667	21.285	20.88	16.6633333333333	12.1708333333333	9.28833333333333	7.16333333333333
"2015-08-05 18:00:00"	22.9891666666667	21.6083333333333	21.305	20.8025	16.5283333333333	12.2875	9.11333333333333	7.175
"2015-08-05 19:00:00"	22.9775	21.5841666666667	21.285	20.8533333333333	16.4516666666667	12.3208333333333	9.23166666666667	7.16416666666667
"2015-08-05 20:00:00"	23.0616666666667	21.5958333333333	21.33	20.8416666666667	16.6625	12.0933333333333	9.23083333333333	7.26166666666667
"2015-08-05 21:00:00"	23.1991666666667	21.555	21.305	20.8066666666667	16.45	12.3208333333333	9.22666666666667	7.14916666666667
"2015-08-05 22:00:00"	22.9358333333333	21.5958333333333	21.315	20.79	16.5283333333333	12.29	9.2	7.19583333333333
"2015-08-05 23:00:00"	22.5933333333333	21.59	21.295	20.7491666666667	16.4975	12.2591666666667	9.18333333333333	7.175
"2015-08-06 00:00:00"	22.16	21.5733333333333	21.285	20.785	16.5025	12.2608333333333	9.195	7.24333333333333
"2015-08-06 01:00:00"	21.8675	21.7691666666667	21.335	20.74	16.5416666666667	12.2241666666667	9.23583333333333	7.1925
"2015-08-06 02:00:00"	21.6975	21.6591666666667	21.315	20.7241666666667	16.4658333333333	12.31	9.155	7.2075
"2015-08-06 03:00:00"	21.515	21.5075	21.32	20.735	16.67	12.1241666666667	9.2675	7.19666666666667
"2015-08-06 04:00:00"	21.3683333333333	21.38	21.37	20.745	16.3725	12.3641666666667	9.1375	7.18583333333333
"2015-08-06 05:00:00"	21.255	21.2625	21.395	20.6983333333333	16.69	12.235	9.24666666666667	7.18583333333333
"2015-08-06 06:00:00"	21.1508333333333	21.17	21.33	20.67	16.5858333333333	12.2241666666667	9.18583333333333	7.2375
"2015-08-06 07:00:00"	21.1158333333333	21.1	21.275	20.68	16.3666666666667	12.3766666666667	9.21666666666667	7.25
"2015-08-06 08:00:00"	21.1916666666667	21.13	21.27	20.5925	16.5625	12.1975	9.28	7.14916666666667
"2015-08-06 09:00:00"	21.335	21.16	21.31	20.7866666666667	16.5066666666667	12.2533333333333	9.23083333333333	7.18666666666667
"2015-08-06 10:00:00"	21.4583333333333	21.2791666666667	21.33	20.7183333333333	16.4816666666667	12.3258333333333	9.2	7.20666666666667
"2015-08-06 11:00:00"	21.7691666666667	21.34	21.37	20.605	16.7	12.1716666666667	9.2775	7.2025
"2015-08-06 12:00:00"	22.135	21.41	21.44	20.6458333333333	16.5491666666667	12.275	9.25166666666667	7.16916666666667
"2015-08-06 13:00:00"	22.4466666666667	21.5808333333333	21.435	20.5825	16.5908333333333	12.4491666666667	9.10166666666667	7.20833333333333
"2015-08-06 14:00:00"	22.94	21.6941666666667	21.4858333333333	20.7075	16.56	12.2516666666667	9.305	7.26
"2015-08-06 15:00:00"	23.16	21.6416666666667	21.4683333333333	20.7391666666667	16.7366666666667	12.225	9.3675	7.15
"2015-08-06 16:00:00"	23.4266666666667	21.7766666666667	21.4966666666667	20.6475	16.565	12.5558333333333	9.06	7.31166666666667
"2015-08-06 17:00:00"	23.2941666666667	21.81	21.52	20.6458333333333	16.7475	12.2291666666667	9.32416666666667	7.23833333333333
"2015-08-06 18:00:00"	23.4616666666667	21.8325	21.55	20.625	16.5133333333333	12.3266666666667	9.35166666666667	7.135
"2015-08-06 19:00:00"	23.28	21.8266666666667	21.52	20.6358333333333	16.7308333333333	12.2783333333333	9.17	7.33166666666667
"2015-08-06 20:00:00"	23.1908333333333	21.7658333333333	21.53	20.6658333333333	16.5858333333333	12.4683333333333	9.23083333333333	7.2275
"2015-08-06 21:00:00"	22.9516666666667	21.7883333333333	21.5141666666667	20.53	16.715	12.2666666666667	9.22	7.165
"2015-08-06 22:00:00"	22.65	21.7466666666667	21.52	20.6358333333333	16.6808333333333	12.27	9.30416666666667	7.275
