"datetime"	"wtr_0.5"	"wtr_1.0"	"wtr_1.5"	"wtr_2.0"	"wtr_2.5"	"wtr_3.0"	"wtr_3.5"	"wtr_4.0"	"wtr_5.0"
"2015-07-02 04:00:00"	20.6766666666667	20.685	20.0741666666667	16.2558333333333	11.5908333333333	8.79583333333333	6.855	5.73916666666667	4.67083333333333
"2015-07-02 05:00:00"	20.51	20.5441666666667	20.1025	16.1458333333333	11.71	8.61833333333333	6.92666666666667	5.72416666666667	4.69583333333333
"2015-07-02 06:00:00"	20.3833333333333	20.44	20.07	16.1366666666667	11.66	8.79333333333333	6.93083333333333	5.7525	4.665
"2015-07-02 07:00:00"	20.31	20.345	20.1208333333333	16.1808333333333	11.6925	8.69	6.90916666666667	5.77833333333333	4.71916666666667
"2015-07-02 08:00:00"	20.32	20.345	20.0283333333333	16.2041666666667	11.7258333333333	8.78	6.8975	5.67833333333333	4.66
"2015-07-02 09:00:00"	20.4391666666667	20.34	20.14	16.2566666666667	11.68	8.69083333333333	6.88416666666667	5.7975	4.70416666666667
"2015-07-02 10:00:00"	20.5833333333333	20.4	20.2983333333333	16.2991666666667	11.6375	8.73	6.985	5.76083333333333	4.68583333333333
"2015-07-02 11:00:00"	20.8741666666667	20.555	20.165	16.1875	11.7675	8.795	6.8825	5.77083333333333	4.69833333333333
"2015-07-02 12:00:00"	21.1075	20.655	20.1675	16.3841666666667	11.8475	8.67916666666667	6.9425	5.7725	4.7075
"2015-07-02 13:00:00"	21.4616666666667	20.73	20.2616666666667	16.335	11.7425	8.89333333333333	6.95833333333333	5.74416666666667	4.66
"2015-07-02 14:00:00"	21.6083333333333	20.75	20.3233333333333	16.4133333333333	11.8266666666667	8.68916666666667	6.9525	5.81	4.71916666666667
"2015-07-02 15:00:00"	21.7183333333333	20.8666666666667	20.355	16.5141666666667	11.6791666666667	8.81916666666667	6.92083333333333	5.675	4.665
"2015-07-02 16:00:00"	21.9833333333333	20.945	20.3975	16.4183333333333	11.7358333333333	8.66833333333333	7.00666666666667	5.88083333333333	4.75
"2015-07-02 17:00:00"	22.0925	20.9866666666667	20.38	16.3808333333333	11.7775	8.78416666666667	6.95666666666667	5.74416666666667	4.68833333333333
"2015-07-02 18:00:00"	22.105	20.9966666666667	20.2975	16.4583333333333	11.815	8.885	6.91083333333333	5.7325	4.66
"2015-07-02 19:00:00"	22.1708333333333	20.9708333333333	20.3391666666667	16.4783333333333	11.805	8.67833333333333	6.98	5.79833333333333	4.71916666666667
"2015-07-02 20:00:00"	22.1216666666667	21.01	20.36	16.5308333333333	11.68	8.915	6.90416666666667	5.7625	4.675
"2015-07-02 21:00:00"	22.1533333333333	20.975	20.3116666666667	16.3033333333333	11.93	8.73916666666667	7.0425	5.83416666666667	4.71916666666667
"2015-07-02 22:00:00"	22.225	20.975	20.3075	16.4425	11.8308333333333	8.77583333333333	6.88666666666667	5.745	4.68583333333333
