"datetime"	"wtr_0.5"	"wtr_1.0"	"wtr_1.5"	"wtr_2.0"	"wtr_2.5"	"wtr_3.0"	"wtr_3.5"	"wtr_4.0"	"wtr_5.0"
"2013-06-03 22:00:00"	18.1241666666667	17.2733333333333	16.45	13.2016666666667	10.185	8.175	7.17083333333333	6.29333333333333	5.1775
"2013-06-03 23:00:00"	17.8783333333333	17.2425	16.4391666666667	13.2291666666667	10.1233333333333	8.4875	7.15833333333333	6.325	5.1225
"2013-06-04 00:00:00"	17.7	17.3616666666667	16.355	13.1908333333333	10.1758333333333	8.32583333333333	7.15583333333333	6.20416666666667	5.1275
"2013-06-04 01:00:00"	17.4916666666667	17.3158333333333	16.385	13.2333333333333	10.2066666666667	8.41583333333333	7.10416666666667	6.08166666666667	5.18333333333333
"2013-06-04 02:00:00"	17.295	17.2466666666667	16.3325	13.2583333333333	10.05	8.38083333333333	7.22416666666667	6.28	5.09
"2013-06-04 03:00:00"	17.1016666666667	17.0575	16.4666666666667	13.1758333333333	10.1916666666667	8.30333333333333	7.17666666666667	6.23333333333333	5.11583333333333
"2013-06-04 04:00:00"	16.945	16.9	16.29	13.2716666666667	10.165	8.3625	7.01416666666667	6.23833333333333	5.18
"2013-06-04 05:00:00"	16.815	16.7841666666667	16.3475	13.2458333333333	10.2058333333333	8.29916666666667	7.16	6.20083333333333	5.17833333333333
"2013-06-04 06:00:00"	16.73	16.71	16.3791666666667	13.2216666666667	10.1025	8.3675	7.21333333333333	6.24916666666667	5.125
"2013-06-04 07:00:00"	16.67	16.65	16.5041666666667	13.1225	10.2666666666667	8.315	7.12916666666667	6.295	5.125
"2013-06-04 08:00:00"	16.6208333333333	16.58	16.4141666666667	13.385	10.1008333333333	8.38833333333333	7.1725	6.19416666666667	5.11666666666667
"2013-06-04 09:00:00"	16.58	16.5683333333333	16.3833333333333	13.2525	10.2691666666667	8.3125	7.11916666666667	6.20916666666667	5.13583333333333
"2013-06-04 10:00:00"	16.5916666666667	16.5566666666667	16.3358333333333	13.2316666666667	10.1758333333333	8.36583333333333	7.18916666666667	6.26	5.13666666666667
"2013-06-04 11:00:00"	16.715	16.62	16.3158333333333	13.295	10.1025	8.43666666666667	7.17583333333333	6.1925	5.12416666666667
"2013-06-04 12:00:00"	16.7925	16.66	16.5141666666667	13.1008333333333	10.3141666666667	8.37833333333333	7.215	6.285	5.13083333333333
"2013-06-04 13:00:00"	17.1025	16.745	16.5308333333333	13.3841666666667	10.2733333333333	8.36333333333333	7.195	6.24833333333333	5.14666666666667
"2013-06-04 14:00:00"	17.195	16.79	16.4983333333333	13.4033333333333	10.155	8.44	7.20416666666667	6.25833333333333	5.16416666666667
"2013-06-04 15:00:00"	17.375	16.83	16.5783333333333	13.175	10.405	8.29666666666667	7.12916666666667	6.26416666666667	5.195
"2013-06-04 16:00:00"	17.415	16.88	16.5075	13.4666666666667	10.1758333333333	8.48166666666667	7.33833333333333	6.2325	5.03083333333333
"2013-06-04 17:00:00"	17.2966666666667	16.89	16.3475	13.5883333333333	10.275	8.39333333333333	7.145	6.23	5.195
"2013-06-04 18:00:00"	17.34	16.89	16.53	13.325	10.26	8.3825	7.23	6.34	5.1825
"2013-06-04 19:00:00"	17.2891666666667	16.935	16.5941666666667	13.2966666666667	10.2416666666667	8.45083333333333	7.29	6.26916666666667	5.09583333333333
"2013-06-04 20:00:00"	17.1341666666667	16.95	16.5141666666667	13.4041666666667	10.4183333333333	8.49083333333333	7.09666666666667	6.12333333333333	5.14583333333333
"2013-06-04 21:00:00"	17.0383333333333	16.985	16.5575	13.37	10.3083333333333	8.34583333333333	7.1725	6.285	5.24
"2013-06-04 22:00:00"	16.99	16.945	16.4891666666667	13.3883333333333	10.1583333333333	8.4075	7.295	6.355	5.12416666666667
"2013-06-04 23:00:00"	16.885	16.85	16.42	13.4416666666667	10.2491666666667	8.43666666666667	7.255	6.27	5.1075
"2013-06-05 00:00:00"	16.805	16.7666666666667	16.5466666666667	13.5158333333333	10.23	8.44666666666667	7.25	6.295	5.09583333333333
"2013-06-05 01:00:00"	16.74	16.705	16.4766666666667	13.3441666666667	10.345	8.4675	7.2	6.22416666666667	5.125
"2013-06-05 02:00:00"	16.665	16.64	16.4666666666667	13.4	10.275	8.40416666666667	7.18833333333333	6.255	5.225
"2013-06-05 03:00:00"	16.5975	16.5625	16.48	13.2683333333333	10.3716666666667	8.40916666666667	7.15166666666667	6.265	5.205
"2013-06-05 04:00:00"	16.51	16.49	16.44	13.3883333333333	10.2641666666667	8.41416666666667	7.21416666666667	6.27416666666667	5.15666666666667
"2013-06-05 05:00:00"	16.455	16.42	16.375	13.4	10.31	8.4	7.28	6.25416666666667	5.08416666666667
"2013-06-05 06:00:00"	16.385	16.365	16.3183333333333	13.3558333333333	10.2233333333333	8.45	7.25	6.335	5.09
"2013-06-05 07:00:00"	16.295	16.2716666666667	16.235	13.42	10.2433333333333	8.48916666666667	7.1775	6.2375	5.18
"2013-06-05 08:00:00"	16.22	16.18	16.145	13.395	10.375	8.355	7.21833333333333	6.22916666666667	5.14833333333333
"2013-06-05 09:00:00"	16.17	16.125	16.095	13.4033333333333	10.295	8.46166666666667	7.15166666666667	6.285	5.16416666666667
"2013-06-05 10:00:00"	16.14	16.1	16.08	13.3616666666667	10.32	8.46333333333333	7.20916666666667	6.275	5.195
"2013-06-05 11:00:00"	16.13	16.07	16.0525	13.4716666666667	10.285	8.42416666666667	7.25	6.275	5.13083333333333
"2013-06-05 12:00:00"	16.09	16.0583333333333	16.0233333333333	13.4916666666667	10.32	8.43083333333333	7.255	6.285	5.1425
"2013-06-05 13:00:00"	16.08	16.0116666666667	15.9941666666667	13.4416666666667	10.2741666666667	8.38166666666667	7.215	6.3	5.16916666666667
"2013-06-05 14:00:00"	16.0508333333333	16	16	13.5	10.295	8.51416666666667	7.20416666666667	6.24916666666667	5.19
"2013-06-05 15:00:00"	16.0625	16	16	13.5083333333333	10.4166666666667	8.47916666666667	7.24	6.265	5.13666666666667
