"","lakeid","lakename","year4","daynum","sampledate","depth_id","depth","tn_ug","tp_ug","nh34","no23","po4","comments"
"262","L","Paul Lake",2013,166,2013-06-15,"1",0.5,223.61361,-1.57947,NA,NA,NA,""
"263","R","Peter Lake",2013,166,2013-06-15,"1",0.5,324.93393,6.22497,NA,NA,NA,""
"264","T","Tuesday Lake",2013,166,2013-06-15,"1",0.5,348.68088,12.82158,NA,NA,NA,""
"265","L","Paul Lake",2013,167,2013-06-16,"1",0.5,337.69704,4.73841,NA,NA,NA,""
"266","R","Peter Lake",2013,167,2013-06-16,"1",0.5,342.29232,3.18991,NA,NA,NA,""
"267","T","Tuesday Lake",2013,167,2013-06-16,"1",0.5,506.26536,17.52902,NA,NA,NA,""
"268","L","Paul Lake",2013,168,2013-06-17,"1",0.5,262.89765,1.36268,NA,NA,NA,""
"269","R","Peter Lake",2013,168,2013-06-17,"-1",NA,NA,NA,73.52148578,3.280815968,0.739944869,""
"270","R","Peter Lake",2013,168,2013-06-17,"-2",4,NA,NA,44.67702858,0.362825271,1.052830352,""
"271","R","Peter Lake",2013,168,2013-06-17,"1",0.5,373.99695,2.13693,NA,NA,NA,""
"272","R","Peter Lake",2013,168,2013-06-17,"7",12,NA,NA,663.7216337,2.27605054,14.30818982,""
"273","T","Tuesday Lake",2013,168,2013-06-17,"1",0.5,513.92883,23.44429,NA,NA,NA,""
"274","L","Paul Lake",2013,169,2013-06-18,"-1",NA,NA,NA,39.94621432,0.618093596,15.18801616,""
"275","L","Paul Lake",2013,169,2013-06-18,"-2",4,NA,NA,30.70810834,0.298833897,1.156002498,""
"276","L","Paul Lake",2013,169,2013-06-18,"1",0.5,293.76168,1.26977,NA,NA,NA,""
"277","L","Paul Lake",2013,169,2013-06-18,"7",9,NA,NA,682.6035878,3.290562264,2.861779793,""
"278","R","Peter Lake",2013,169,2013-06-18,"1",0.5,336.64629,3.4067,NA,NA,NA,""
"279","T","Tuesday Lake",2013,169,2013-06-18,"1",0.5,488.82291,13.96747,NA,NA,NA,""
"280","L","Paul Lake",2013,170,2013-06-19,"1",0.5,255.65448,1.95111,NA,NA,NA,""
"281","R","Peter Lake",2013,170,2013-06-19,"1",0.5,324.52764,2.19887,NA,NA,NA,""
"282","T","Tuesday Lake",2013,170,2013-06-19,"-1",NA,NA,NA,48.76430028,0.305416822,1.556700052,""
"283","T","Tuesday Lake",2013,170,2013-06-19,"-2",3,NA,NA,50.6824998,0.408418494,1.006125481,""
"284","T","Tuesday Lake",2013,170,2013-06-19,"1",0.5,471.42249,14.21523,NA,NA,NA,""
"285","T","Tuesday Lake",2013,170,2013-06-19,"7",10,NA,NA,307.3286084,1.273825969,1.315789043,""
"286","L","Paul Lake",2013,171,2013-06-20,"1",0.5,265.95183,0.71231,NA,NA,NA,""
"287","R","Peter Lake",2013,171,2013-06-20,"1",0.5,392.47614,2.7873,NA,NA,NA,""
"288","T","Tuesday Lake",2013,171,2013-06-20,"1",0.5,539.34297,24.65212,NA,NA,NA,""
"289","L","Paul Lake",2013,172,2013-06-21,"1",0.5,302.4759,5.5746,NA,NA,NA,""
"290","R","Peter Lake",2013,172,2013-06-21,"1",0.5,335.86173,2.01305,NA,NA,NA,""
"291","T","Tuesday Lake",2013,172,2013-06-21,"1",0.5,542.39715,17.99357,NA,NA,NA,""
"292","L","Paul Lake",2013,173,2013-06-22,"1",0.5,325.98468,2.01305,NA,NA,NA,""
"293","R","Peter Lake",2013,173,2013-06-22,"1",0.5,342.60054,2.4776,NA,NA,NA,""
"294","T","Tuesday Lake",2013,173,2013-06-22,"1",0.5,487.57602,15.20627,NA,NA,NA,""
"295","L","Paul Lake",2013,174,2013-06-23,"1",0.5,281.85318,10.74659,NA,NA,NA,""
"296","R","Peter Lake",2013,174,2013-06-23,"1",0.5,372.17565,1.51753,NA,NA,NA,""
"297","T","Tuesday Lake",2013,174,2013-06-23,"1",0.5,503.9397,23.19653,NA,NA,NA,""
"298","L","Paul Lake",2013,175,2013-06-24,"1",0.5,298.31493,1.76529,NA,NA,NA,""
"299","R","Peter Lake",2013,175,2013-06-24,"-1",NA,NA,NA,45.48910635,12.70180455,83.29358757,""
"300","R","Peter Lake",2013,175,2013-06-24,"-2",4,NA,NA,45.41017499,2.335805573,2.836274758,""
"301","R","Peter Lake",2013,175,2013-06-24,"1",0.5,416.02695,2.19887,NA,NA,NA,""
"302","R","Peter Lake",2013,175,2013-06-24,"7",12,NA,NA,-5.246020997,235.2971396,2.178247685,""
"303","T","Tuesday Lake",2013,175,2013-06-24,"1",0.5,552.72252,24.55921,NA,NA,NA,""
"304","L","Paul Lake",2013,176,2013-06-25,"-1",NA,NA,NA,33.49684166,4.231883392,0.621223027,""
"305","L","Paul Lake",2013,176,2013-06-25,"-2",4,NA,NA,28.87321178,0.804889427,0.808371918,""
"306","L","Paul Lake",2013,176,2013-06-25,"1",0.5,283.45032,0.96007,NA,NA,NA,""
"307","L","Paul Lake",2013,176,2013-06-25,"7",9,NA,NA,670.0850003,3.332664023,4.78332338,""
"308","R","Peter Lake",2013,176,2013-06-25,"1",0.5,339.44829,0.80522,NA,NA,NA,""
"309","T","Tuesday Lake",2013,176,2013-06-25,"1",0.5,503.25321,18.73685,NA,NA,NA,""
"310","L","Paul Lake",2013,177,2013-06-26,"1",0.5,276.26319,0.27873,NA,NA,NA,""
"311","R","Peter Lake",2013,177,2013-06-26,"1",0.5,330.17367,1.05298,NA,NA,NA,""
"312","T","Tuesday Lake",2013,177,2013-06-26,"-1",NA,NA,NA,30.39202474,-0.12021473,1.041229161,""
"313","T","Tuesday Lake",2013,177,2013-06-26,"-2",3,NA,NA,24.74933792,2.955740224,1.237209755,""
"314","T","Tuesday Lake",2013,177,2013-06-26,"1",0.5,468.42435,14.5559,NA,NA,NA,""
"315","T","Tuesday Lake",2013,177,2013-06-26,"7",10,NA,NA,238.3880803,3.063406464,1.158223223,""
"316","L","Paul Lake",2013,178,2013-06-27,"1",0.5,302.93823,1.88917,NA,NA,NA,""
"317","R","Peter Lake",2013,178,2013-06-27,"1",0.5,333.52206,5.01714,NA,NA,NA,""
"318","T","Tuesday Lake",2013,178,2013-06-27,"1",0.5,529.62003,23.38235,NA,NA,NA,""
"319","L","Paul Lake",2013,179,2013-06-28,"1",0.5,394.92789,2.91118,NA,NA,NA,""
"320","R","Peter Lake",2013,179,2013-06-28,"1",0.5,435.52887,2.29178,NA,NA,NA,""
"321","T","Tuesday Lake",2013,179,2013-06-28,"1",0.5,555.97284,21.43124,NA,NA,NA,""
"322","L","Paul Lake",2013,180,2013-06-29,"1",0.5,271.06548,1.30074,NA,NA,NA,""
"323","R","Peter Lake",2013,180,2013-06-29,"1",0.5,348.5688,1.70335,NA,NA,NA,""
"324","T","Tuesday Lake",2013,180,2013-06-29,"1",0.5,465.06195,17.31223,NA,NA,NA,""
"325","L","Paul Lake",2013,181,2013-06-30,"1",0.5,269.94468,1.48656,NA,NA,NA,""
"326","R","Peter Lake",2013,181,2013-06-30,"1",0.5,348.1485,0.74328,NA,NA,NA,""
"327","T","Tuesday Lake",2013,181,2013-06-30,"1",0.5,462.11985,16.63089,NA,NA,NA,""
"328","L","Paul Lake",2013,182,2013-07-01,"1",0.5,253.67907,-0.18582,NA,NA,NA,""
"329","R","Peter Lake",2013,182,2013-07-01,"-1",NA,NA,NA,36.72008666,8.225711529,0.83278522,""
"330","R","Peter Lake",2013,182,2013-07-01,"-2",4,NA,NA,55.13838716,0.610336014,0.750282764,""
"331","R","Peter Lake",2013,182,2013-07-01,"1",0.5,353.78052,2.97312,NA,NA,NA,""
"332","R","Peter Lake",2013,182,2013-07-01,"7",12,NA,NA,796.127146,2.698662513,31.35974832,""
"333","T","Tuesday Lake",2013,182,2013-07-01,"1",0.5,482.68653,19.26334,NA,NA,NA,""
"334","L","Paul Lake",2013,183,2013-07-02,"-1",NA,NA,NA,58.67547763,6.357345238,1.119488087,""
"335","L","Paul Lake",2013,183,2013-07-02,"-2",4,NA,NA,35.23167071,0.878798553,0.806719839,""
"336","L","Paul Lake",2013,183,2013-07-02,"1",0.5,291.60414,-0.18582,NA,NA,NA,""
"337","L","Paul Lake",2013,183,2013-07-02,"7",9,NA,NA,380.7245856,3.998473278,1.200451828,""
"338","R","Peter Lake",2013,183,2013-07-02,"1",0.5,361.99038,1.5485,NA,NA,NA,""
"339","T","Tuesday Lake",2013,183,2013-07-02,"1",0.5,476.22792,20.99766,NA,NA,NA,""
"340","L","Paul Lake",2013,184,2013-07-03,"1",0.5,251.87178,-0.9291,NA,NA,NA,""
"341","R","Peter Lake",2013,184,2013-07-03,"1",0.5,452.01864,9.75555,NA,NA,NA,""
"342","T","Tuesday Lake",2013,184,2013-07-03,"-1",NA,NA,NA,52.65828771,5.395491661,1.462342451,""
"343","T","Tuesday Lake",2013,184,2013-07-03,"-2",3,NA,NA,40.87536406,15.29959812,1.312998276,""
"344","T","Tuesday Lake",2013,184,2013-07-03,"1",0.5,465.51027,21.86482,NA,NA,NA,""
"345","T","Tuesday Lake",2013,184,2013-07-03,"7",10,NA,NA,261.540673,24.482296,1.024416014,""
"346","L","Paul Lake",2013,185,2013-07-04,"1",0.5,267.78714,-0.74328,NA,NA,NA,""
"347","R","Peter Lake",2013,185,2013-07-04,"1",0.5,328.36638,1.76529,NA,NA,NA,""
"348","T","Tuesday Lake",2013,185,2013-07-04,"1",0.5,473.18775,17.37417,NA,NA,NA,""
"349","L","Paul Lake",2013,186,2013-07-05,"1",0.5,350.46015,0.89813,NA,NA,NA,""
"350","R","Peter Lake",2013,186,2013-07-05,"1",0.5,351.80511,2.69439,NA,NA,NA,""
"351","T","Tuesday Lake",2013,186,2013-07-05,"1",0.5,484.94214,18.2723,NA,NA,NA,""
"352","L","Paul Lake",2013,187,2013-07-06,"1",0.5,286.75668,-0.43358,NA,NA,NA,""
"353","R","Peter Lake",2013,187,2013-07-06,"1",0.5,330.15966,2.41566,NA,NA,NA,""
"354","T","Tuesday Lake",2013,187,2013-07-06,"1",0.5,448.89441,14.89657,NA,NA,NA,""
"355","L","Paul Lake",2013,188,2013-07-07,"1",0.5,338.60769,4.61453,NA,NA,NA,""
"356","R","Peter Lake",2013,188,2013-07-07,"1",0.5,431.52201,3.00409,NA,NA,NA,""
"357","T","Tuesday Lake",2013,188,2013-07-07,"1",0.5,537.08736,22.70101,NA,NA,NA,""
"358","L","Paul Lake",2013,189,2013-07-08,"1",0.5,290.24517,0.40261,NA,NA,NA,""
"359","R","Peter Lake",2013,189,2013-07-08,"-1",NA,NA,NA,46.94864446,10.29940586,0.581983731,""
"360","R","Peter Lake",2013,189,2013-07-08,"-2",4,NA,NA,31.94513644,0.610273082,1.15963764,""
"361","R","Peter Lake",2013,189,2013-07-08,"1",0.5,346.48131,3.15894,NA,NA,NA,""
"362","R","Peter Lake",2013,189,2013-07-08,"7",12,NA,NA,818.3600879,4.632622278,31.80468458,""
"363","T","Tuesday Lake",2013,189,2013-07-08,"1",0.5,465.07596,16.69283,NA,NA,NA,""
"364","L","Paul Lake",2013,190,2013-07-09,"-1",NA,NA,NA,44.76744109,7.243586433,1.105417667,""
"365","L","Paul Lake",2013,190,2013-07-09,"-2",4,NA,NA,33.36798414,1.317389145,0.784499572,""
"366","L","Paul Lake",2013,190,2013-07-09,"1",0.5,280.14396,14.43202,NA,NA,NA,""
"367","L","Paul Lake",2013,190,2013-07-09,"7",9,NA,NA,794.8148629,4.532352753,7.761908606,""
"368","R","Peter Lake",2013,190,2013-07-09,"1",0.5,352.29546,2.1679,NA,NA,NA,""
"369","T","Tuesday Lake",2013,190,2013-07-09,"1",0.5,503.02905,20.22341,NA,NA,NA,""
"370","L","Paul Lake",2013,191,2013-07-10,"1",0.5,269.11809,8.9813,NA,NA,NA,""
"371","R","Peter Lake",2013,191,2013-07-10,"1",0.5,350.90847,2.7873,NA,NA,NA,""
"372","T","Tuesday Lake",2013,191,2013-07-10,"-1",NA,NA,NA,53.23092018,1.202145841,1.523986866,""
"373","T","Tuesday Lake",2013,191,2013-07-10,"-2",3,NA,NA,34.93632169,0.304666007,1.230395124,""
"374","T","Tuesday Lake",2013,191,2013-07-10,"1",0.5,481.60776,20.93572,NA,NA,NA,""
"375","T","Tuesday Lake",2013,191,2013-07-10,"7",10,NA,NA,227.4510577,1.390987252,1.370067525,""
"376","L","Paul Lake",2013,192,2013-07-11,"1",0.5,310.22343,9.04324,NA,NA,NA,""
"377","R","Peter Lake",2013,192,2013-07-11,"1",0.5,325.3122,7.03019,NA,NA,NA,""
"378","T","Tuesday Lake",2013,192,2013-07-11,"1",0.5,421.9812,30.3506,NA,NA,NA,""
"379","L","Paul Lake",2013,193,2013-07-12,"1",0.5,333.50805,10.90144,NA,NA,NA,""
"380","R","Peter Lake",2013,193,2013-07-12,"1",0.5,324.68175,12.26412,NA,NA,NA,""
"381","T","Tuesday Lake",2013,193,2013-07-12,"1",0.5,501.99231,13.96747,NA,NA,NA,""
"382","L","Paul Lake",2013,194,2013-07-13,"1",0.5,281.25075,-1.82723,NA,NA,NA,""
"383","R","Peter Lake",2013,194,2013-07-13,"1",0.5,398.52846,19.2014,NA,NA,NA,""
"384","T","Tuesday Lake",2013,194,2013-07-13,"1",0.5,500.18502,14.46299,NA,NA,NA,""
"385","L","Paul Lake",2013,195,2013-07-14,"1",0.5,317.03229,8.88839,NA,NA,NA,""
"386","R","Peter Lake",2013,195,2013-07-14,"1",0.5,391.10316,15.05142,NA,NA,NA,""
"387","T","Tuesday Lake",2013,195,2013-07-14,"1",0.5,546.9504,20.25438,NA,NA,NA,""
"388","L","Paul Lake",2013,196,2013-07-15,"1",0.5,280.60629,6.56564,NA,NA,NA,""
"389","R","Peter Lake",2013,196,2013-07-15,"-1",NA,NA,NA,31.32242081,0.505595256,0.435879102,""
"390","R","Peter Lake",2013,196,2013-07-15,"-2",4,NA,NA,252.9570283,0.911984893,10.43050303,""
"391","R","Peter Lake",2013,196,2013-07-15,"1",0.5,405.26727,17.3432,NA,NA,NA,""
"392","R","Peter Lake",2013,196,2013-07-15,"7",12,NA,NA,743.8068887,3.157095333,30.46783425,""
"393","T","Tuesday Lake",2013,196,2013-07-15,"1",0.5,493.152,13.28613,NA,NA,NA,""
"394","L","Paul Lake",2013,197,2013-07-16,"-1",NA,NA,NA,31.53419112,1.126746767,0.823164305,""
"395","L","Paul Lake",2013,197,2013-07-16,"-2",4,NA,NA,28.06463577,-0.090603894,0.91471271,""
"396","L","Paul Lake",2013,197,2013-07-16,"1",0.5,280.59228,16.35216,NA,NA,NA,""
"397","L","Paul Lake",2013,197,2013-07-16,"7",9,NA,NA,782.3656974,5.491771406,2.037493463,""
"398","R","Peter Lake",2013,197,2013-07-16,"1",0.5,435.9912,18.82976,NA,NA,NA,""
"399","T","Tuesday Lake",2013,197,2013-07-16,"1",0.5,518.60817,33.26178,NA,NA,NA,""
"400","T","Tuesday Lake",2013,198,2013-07-17,"-1",NA,NA,NA,40.89267602,0.350082045,1.209318192,""
"401","T","Tuesday Lake",2013,198,2013-07-17,"-2",3,NA,NA,29.94555317,2.111195813,1.112354303,""
"402","T","Tuesday Lake",2013,198,2013-07-17,"7",10,NA,NA,275.0871173,0.950236014,1.166175644,""
"403","L","Paul Lake",2013,199,2013-07-18,"1",0.5,289.95096,-2.75633,NA,NA,NA,""
"404","R","Peter Lake",2013,199,2013-07-18,"1",0.5,320.88504,17.86969,NA,NA,NA,""
"405","T","Tuesday Lake",2013,199,2013-07-18,"1",0.5,546.13782,29.01889,NA,NA,NA,""
"406","L","Paul Lake",2013,200,2013-07-19,"1",0.5,349.56351,-1.08395,NA,NA,NA,""
"407","R","Peter Lake",2013,200,2013-07-19,"1",0.5,316.51392,9.69361,NA,NA,NA,""
"408","T","Tuesday Lake",2013,200,2013-07-19,"1",0.5,581.24688,28.1827,NA,NA,NA,""
"409","L","Paul Lake",2013,201,2013-07-20,"1",0.5,280.29807,2.60148,NA,NA,NA,""
"410","R","Peter Lake",2013,201,2013-07-20,"1",0.5,364.55421,19.38722,NA,NA,NA,""
"411","T","Tuesday Lake",2013,201,2013-07-20,"1",0.5,489.81762,14.83463,NA,NA,NA,""
"412","L","Paul Lake",2013,202,2013-07-21,"1",0.5,285.6639,9.38391,NA,NA,NA,""
"413","R","Peter Lake",2013,202,2013-07-21,"1",0.5,351.95922,16.07343,NA,NA,NA,""
"414","T","Tuesday Lake",2013,202,2013-07-21,"1",0.5,699.47727,17.12641,NA,NA,NA,""
"415","L","Paul Lake",2013,203,2013-07-22,"1",0.5,257.40573,10.93241,NA,NA,NA,""
"416","R","Peter Lake",2013,203,2013-07-22,"-1",NA,NA,NA,31.19629286,0.743640439,0.950720514,""
"417","R","Peter Lake",2013,203,2013-07-22,"-2",4,NA,NA,26.84257482,0.493444696,1.013300801,""
"418","R","Peter Lake",2013,203,2013-07-22,"1",0.5,380.72175,19.63498,NA,NA,NA,""
"419","R","Peter Lake",2013,203,2013-07-22,"7",12,NA,NA,660.8403832,2.961761354,27.91405423,""
"420","T","Tuesday Lake",2013,203,2013-07-22,"1",0.5,481.5237,17.12641,NA,NA,NA,""
"421","L","Paul Lake",2013,204,2013-07-23,"-1",NA,NA,NA,47.2991904,0.671117206,0.676470431,""
"422","L","Paul Lake",2013,204,2013-07-23,"-2",4,NA,NA,19.64637165,0.387179953,0.635369798,""
"423","L","Paul Lake",2013,204,2013-07-23,"1",0.5,291.53409,-4.05707,NA,NA,NA,""
"424","L","Paul Lake",2013,204,2013-07-23,"7",9,NA,NA,399.047729,4.289355109,1.170768495,""
"425","R","Peter Lake",2013,204,2013-07-23,"1",0.5,360.35121,15.08239,NA,NA,NA,""
"426","T","Tuesday Lake",2013,204,2013-07-23,"1",0.5,517.48737,20.09953,NA,NA,NA,""
"427","L","Paul Lake",2013,205,2013-07-24,"1",0.5,288.92823,9.07421,NA,NA,NA,""
"428","R","Peter Lake",2013,205,2013-07-24,"1",0.5,400.61595,6.78243,NA,NA,NA,""
"429","T","Tuesday Lake",2013,205,2013-07-24,"-1",NA,NA,NA,27.09864462,-0.148852899,1.318685957,""
"430","T","Tuesday Lake",2013,205,2013-07-24,"-2",3,NA,NA,24.92299629,0.271386802,1.064833211,""
"431","T","Tuesday Lake",2013,205,2013-07-24,"1",0.5,571.35582,19.85177,NA,NA,NA,""
"432","T","Tuesday Lake",2013,205,2013-07-24,"7",10,NA,NA,255.3555406,1.909507457,2.338232524,""
"433","L","Paul Lake",2013,206,2013-07-25,"1",0.5,278.25261,-4.52162,NA,NA,NA,""
"434","R","Peter Lake",2013,206,2013-07-25,"1",0.5,427.94946,23.38235,NA,NA,NA,""
"435","T","Tuesday Lake",2013,206,2013-07-25,"1",0.5,669.32775,47.84865,NA,NA,NA,""
"436","L","Paul Lake",2013,207,2013-07-26,"1",0.5,278.3787,-1.14589,NA,NA,NA,""
"437","R","Peter Lake",2013,207,2013-07-26,"1",0.5,475.55544,12.88352,NA,NA,NA,""
"438","T","Tuesday Lake",2013,207,2013-07-26,"1",0.5,544.27449,14.61784,NA,NA,NA,""
"439","L","Paul Lake",2013,208,2013-07-27,"1",0.5,298.04874,-0.09291,NA,NA,NA,""
"440","R","Peter Lake",2013,208,2013-07-27,"1",0.5,497.74728,29.48344,NA,NA,NA,""
"441","T","Tuesday Lake",2013,208,2013-07-27,"1",0.5,705.24939,20.81184,NA,NA,NA,""
"442","L","Paul Lake",2013,209,2013-07-28,"1",0.5,263.6682,1.36268,NA,NA,NA,""
"443","R","Peter Lake",2013,209,2013-07-28,"1",0.5,465.77646,31.43455,NA,NA,NA,""
"444","T","Tuesday Lake",2013,209,2013-07-28,"1",0.5,733.04523,19.94468,NA,NA,NA,""
"445","L","Paul Lake",2013,210,2013-07-29,"1",0.5,267.15669,10.37495,NA,NA,NA,""
"446","R","Peter Lake",2013,210,2013-07-29,"-1",NA,NA,NA,43.07052713,9.481400349,0.882907953,""
"447","R","Peter Lake",2013,210,2013-07-29,"-2",4,NA,NA,23.16795352,1.119673607,0.50722422,""
"448","R","Peter Lake",2013,210,2013-07-29,"1",0.5,424.85325,17.86969,NA,NA,NA,""
"449","R","Peter Lake",2013,210,2013-07-29,"7",12,NA,NA,937.1170591,2.223299907,52.84109171,""
"450","T","Tuesday Lake",2013,210,2013-07-29,"1",0.5,580.1541,22.48422,NA,NA,NA,""
"451","L","Paul Lake",2013,211,2013-07-30,"-1",NA,NA,NA,25.72191842,0.759549053,2.394033057,""
"452","L","Paul Lake",2013,211,2013-07-30,"-2",4,NA,NA,30.15907595,0.713709157,2.154823188,""
"453","L","Paul Lake",2013,211,2013-07-30,"1",0.5,255.5424,10.62271,NA,NA,NA,""
"454","L","Paul Lake",2013,211,2013-07-30,"7",9,NA,NA,925.548859,8.800152545,1.677908219,""
"455","R","Peter Lake",2013,211,2013-07-30,"1",0.5,463.88511,28.67822,NA,NA,NA,""
"456","T","Tuesday Lake",2013,211,2013-07-30,"1",0.5,493.64235,17.25029,NA,NA,NA,""
"457","L","Paul Lake",2013,212,2013-07-31,"1",0.5,235.80231,-4.80035,NA,NA,NA,""
"458","R","Peter Lake",2013,212,2013-07-31,"1",0.5,420.84639,16.32119,NA,NA,NA,""
"459","T","Tuesday Lake",2013,212,2013-07-31,"-1",NA,NA,NA,31.77785075,-0.094857799,1.31023523,""
"460","T","Tuesday Lake",2013,212,2013-07-31,"-2",3,NA,NA,34.39498749,-0.072125205,0.839906708,""
"461","T","Tuesday Lake",2013,212,2013-07-31,"1",0.5,543.75612,31.43455,NA,NA,NA,""
"462","T","Tuesday Lake",2013,212,2013-07-31,"7",10,NA,NA,267.9817096,4.055391828,2.224216433,""
"463","L","Paul Lake",2013,214,2013-08-02,"1",0.5,460.01835,24.93085,NA,NA,NA,""
"464","R","Peter Lake",2013,214,2013-08-02,"1",0.5,402.59136,24.21854,NA,NA,NA,""
"465","T","Tuesday Lake",2013,214,2013-08-02,"1",0.5,771.33456,31.8991,NA,NA,NA,""
"466","L","Paul Lake",2013,215,2013-08-03,"1",0.5,291.53409,1.48656,NA,NA,NA,""
"467","R","Peter Lake",2013,215,2013-08-03,"1",0.5,338.92992,21.3693,NA,NA,NA,""
"468","T","Tuesday Lake",2013,215,2013-08-03,"1",0.5,518.13183,24.4663,NA,NA,NA,""
"469","L","Paul Lake",2013,216,2013-08-04,"1",0.5,255.4023,21.02863,NA,NA,NA,""
"470","R","Peter Lake",2013,216,2013-08-04,"1",0.5,351.03456,18.61297,NA,NA,NA,""
"471","T","Tuesday Lake",2013,216,2013-08-04,"1",0.5,683.04354,41.00428,NA,NA,NA,""
"472","L","Paul Lake",2013,217,2013-08-05,"1",0.5,310.93794,16.87865,NA,NA,NA,""
"473","R","Peter Lake",2013,217,2013-08-05,"-1",NA,NA,NA,22.97749901,2.67871602,0.742342176,""
"474","R","Peter Lake",2013,217,2013-08-05,"-2",4,NA,NA,26.67057037,0.383149609,0.706863373,""
"475","R","Peter Lake",2013,217,2013-08-05,"1",0.5,372.93219,25.92189,NA,NA,NA,""
"476","R","Peter Lake",2013,217,2013-08-05,"7",12,NA,NA,974.3872819,2.770224424,55.19694735,""
"477","T","Tuesday Lake",2013,217,2013-08-05,"1",0.5,651.99738,25.67413,NA,NA,NA,""
"478","L","Paul Lake",2013,218,2013-08-06,"-1",NA,NA,NA,38.69705387,1.482131847,0.626608683,""
"479","L","Paul Lake",2013,218,2013-08-06,"-2",4,NA,NA,28.29164744,1.124098856,0.722509304,""
"480","L","Paul Lake",2013,218,2013-08-06,"1",0.5,274.94625,11.27308,NA,NA,NA,""
"481","L","Paul Lake",2013,218,2013-08-06,"7",9,NA,NA,742.1752141,5.521699606,1.612435633,""
"482","R","Peter Lake",2013,218,2013-08-06,"1",0.5,462.52614,24.86891,NA,NA,NA,""
"483","T","Tuesday Lake",2013,218,2013-08-06,"1",0.5,659.40867,41.74756,NA,NA,NA,""
"484","L","Paul Lake",2013,219,2013-08-07,"1",0.5,299.70192,1.26977,NA,NA,NA,""
"485","R","Peter Lake",2013,219,2013-08-07,"1",0.5,493.5723,34.65543,NA,NA,NA,""
"486","T","Tuesday Lake",2013,219,2013-08-07,"-1",NA,NA,NA,40.83216653,-0.005117446,1.911750396,""
"487","T","Tuesday Lake",2013,219,2013-08-07,"-2",3,NA,NA,36.4701395,1.052180531,1.65685145,""
"488","T","Tuesday Lake",2013,219,2013-08-07,"1",0.5,496.13613,48.71581,NA,NA,NA,""
"489","T","Tuesday Lake",2013,219,2013-08-07,"7",10,NA,NA,298.1521081,1.834116828,1.698108377,""
"490","L","Paul Lake",2013,220,2013-08-08,"1",0.5,252.99258,NA,NA,NA,NA,""
"491","R","Peter Lake",2013,220,2013-08-08,"1",0.5,460.76088,17.37417,NA,NA,NA,""
"492","T","Tuesday Lake",2013,220,2013-08-08,"1",0.5,531.10509,22.05064,NA,NA,NA,""
"493","L","Paul Lake",2013,221,2013-08-09,"1",0.5,263.19186,-4.61453,NA,NA,NA,""
"494","R","Peter Lake",2013,221,2013-08-09,"1",0.5,559.65747,17.18835,NA,NA,NA,""
"495","T","Tuesday Lake",2013,221,2013-08-09,"1",0.5,595.5651,32.2088,NA,NA,NA,""
"496","L","Paul Lake",2013,222,2013-08-10,"1",0.5,291.42201,-4.08804,NA,NA,NA,""
"497","R","Peter Lake",2013,222,2013-08-10,"1",0.5,365.73105,18.2723,NA,NA,NA,""
"498","T","Tuesday Lake",2013,222,2013-08-10,"1",0.5,522.51696,20.68796,NA,NA,NA,""
"499","L","Paul Lake",2013,223,2013-08-11,"1",0.5,238.98258,-3.99513,NA,NA,NA,""
"500","R","Peter Lake",2013,223,2013-08-11,"1",0.5,376.46271,35.02707,NA,NA,NA,""
"501","T","Tuesday Lake",2013,223,2013-08-11,"1",0.5,581.34495,36.14199,NA,NA,NA,""
"502","L","Paul Lake",2013,224,2013-08-12,"1",0.5,272.2143,2.50857,NA,NA,NA,""
"503","R","Peter Lake",2013,224,2013-08-12,"-1",NA,NA,NA,20.46339042,19.30334751,2.948418268,""
"504","R","Peter Lake",2013,224,2013-08-12,"-2",4,NA,NA,19.18118462,0.719612057,0.879360528,""
"505","R","Peter Lake",2013,224,2013-08-12,"1",0.5,396.23082,15.73276,NA,NA,NA,""
"506","R","Peter Lake",2013,224,2013-08-12,"7",12,NA,NA,930.0797137,3.952964893,51.95930269,""
"507","T","Tuesday Lake",2013,224,2013-08-12,"1",0.5,557.27577,39.36287,NA,NA,NA,""
"508","L","Paul Lake",2013,225,2013-08-13,"-1",NA,NA,NA,23.8708971,1.180166822,0.749004229,""
"509","L","Paul Lake",2013,225,2013-08-13,"-2",4,NA,NA,23.92725792,0.957886922,1.113459323,""
"510","L","Paul Lake",2013,225,2013-08-13,"1",0.5,254.89794,1.64141,NA,NA,NA,""
"511","L","Paul Lake",2013,225,2013-08-13,"7",9,NA,NA,803.9650597,7.003170602,1.769991913,""
"512","R","Peter Lake",2013,225,2013-08-13,"1",0.5,354.48102,20.59505,NA,NA,NA,""
"513","T","Tuesday Lake",2013,225,2013-08-13,"1",0.5,453.924,37.50467,NA,NA,NA,""
"514","L","Paul Lake",2013,226,2013-08-14,"1",0.5,284.6832,-4.11901,NA,NA,NA,""
"515","R","Peter Lake",2013,226,2013-08-14,"1",0.5,375.39795,18.21036,NA,NA,NA,""
"516","T","Tuesday Lake",2013,226,2013-08-14,"-1",NA,NA,NA,25.24342292,-0.008534969,1.871301885,""
"517","T","Tuesday Lake",2013,226,2013-08-14,"-2",3,NA,NA,27.8884472,0.420403705,1.673838174,""
"518","T","Tuesday Lake",2013,226,2013-08-14,"1",0.5,565.06533,55.90085,NA,NA,NA,""
"519","T","Tuesday Lake",2013,226,2013-08-14,"7",10,NA,NA,161.8180687,2.394566957,2.232695284,""
