"lake","year","datetime","wtr_0.5","wtr_1.0","wtr_1.5","wtr_2.0","wtr_2.5","wtr_3.0","wtr_3.5","wtr_4.0","wtr_5.0"
"Paul",2015,2015-08-01 01:00:00,23.79,23.6991666666667,23.7,23.6508333333333,23.6308333333333,21.1275,17.8858333333333,14.7,10.2633333333333
"Paul",2015,2015-08-01 02:00:00,23.7,23.6066666666667,23.6075,23.545,23.5758333333333,21.1833333333333,17.78,14.7741666666667,10.27
"Paul",2015,2015-08-01 03:00:00,23.59,23.51,23.51,23.455,23.5,21.1725,17.815,14.705,10.31
"Paul",2015,2015-08-01 04:00:00,23.485,23.3958333333333,23.4083333333333,23.3458333333333,23.445,21.1841666666667,17.785,14.715,10.265
"Paul",2015,2015-08-01 05:00:00,23.3783333333333,23.31,23.3,23.245,23.3308333333333,21.1775,17.8575,14.7158333333333,10.305
"Paul",2015,2015-08-01 06:00:00,23.295,23.205,23.205,23.1333333333333,23.255,21.2091666666667,17.8333333333333,14.7108333333333,10.28
"Paul",2015,2015-08-01 07:00:00,23.4525,23.215,23.125,23.085,23.1191666666667,21.345,17.81,14.74,10.3
"Paul",2015,2015-08-01 08:00:00,23.6341666666667,23.31,23.075,23.015,23.1016666666667,21.3208333333333,17.8408333333333,14.7,10.2891666666667
"Paul",2015,2015-08-01 09:00:00,23.6833333333333,23.3475,23.0925,23.005,23.1366666666667,21.265,17.8116666666667,14.7366666666667,10.2566666666667
"Paul",2015,2015-08-01 10:00:00,23.75,23.3733333333333,23.21,23.095,23.1483333333333,21.3941666666667,17.8625,14.7516666666667,10.2591666666667
"Paul",2015,2015-08-01 11:00:00,23.8483333333333,23.4641666666667,23.245,23.06,23.05,21.525,17.7716666666667,14.7466666666667,10.2841666666667
"Paul",2015,2015-08-01 12:00:00,24,23.5408333333333,23.265,23.085,23.1416666666667,21.4208333333333,17.9075,14.7683333333333,10.2558333333333
"Paul",2015,2015-08-01 13:00:00,24.1975,23.6233333333333,23.3433333333333,23.1216666666667,23.21,21.2641666666667,17.9116666666667,14.7158333333333,10.2366666666667
"Paul",2015,2015-08-01 14:00:00,24.4016666666667,23.8133333333333,23.4491666666667,23.23,23.205,21.6183333333333,17.88,14.7625,10.3191666666667
"Paul",2015,2015-08-01 15:00:00,24.535,24.045,23.515,23.25,23.255,21.525,17.8583333333333,14.8983333333333,10.2983333333333
"Paul",2015,2015-08-01 16:00:00,24.9016666666667,24.07,23.6141666666667,23.285,23.25,21.6866666666667,17.9483333333333,14.7866666666667,10.3825
"Paul",2015,2015-08-01 17:00:00,25.015,24.02,23.675,23.31,23.3,21.4266666666667,18.045,14.7941666666667,10.2633333333333
"Paul",2015,2015-08-01 18:00:00,24.98,24.05,23.69,23.31,23.285,21.4833333333333,17.9158333333333,14.8483333333333,10.2816666666667
"Paul",2015,2015-08-01 19:00:00,24.9216666666667,24.0758333333333,23.6183333333333,23.285,23.27,21.5375,17.87,14.8558333333333,10.3458333333333
"Paul",2015,2015-08-01 20:00:00,24.735,24.1291666666667,23.6016666666667,23.3,23.275,21.465,17.9883333333333,14.7308333333333,10.4541666666667
"Paul",2015,2015-08-01 21:00:00,24.5058333333333,24.2191666666667,23.6425,23.3,23.24,21.6233333333333,17.8791666666667,14.8058333333333,10.2091666666667
"Paul",2015,2015-08-01 22:00:00,24.3,24.1883333333333,23.5958333333333,23.3,23.225,21.42,17.9666666666667,14.8641666666667,10.3466666666667
"Paul",2015,2015-08-01 23:00:00,24.1341666666667,24.02,23.5958333333333,23.3,23.235,21.4,17.98,14.7366666666667,10.34
"Paul",2015,2015-08-02,23.98,23.8691666666667,23.5808333333333,23.3,23.225,21.52,17.9016666666667,14.8741666666667,10.365
"Paul",2015,2015-08-02 01:00:00,23.815,23.73,23.59,23.29,23.225,21.4125,17.9383333333333,14.7783333333333,10.305
"Paul",2015,2015-08-02 02:00:00,23.6833333333333,23.5966666666667,23.565,23.3,23.22,21.475,17.9016666666667,14.7791666666667,10.3358333333333
"Paul",2015,2015-08-02 03:00:00,23.575,23.505,23.48,23.255,23.22,21.4416666666667,17.9625,14.8358333333333,10.345
"Paul",2015,2015-08-02 04:00:00,23.49,23.3908333333333,23.3808333333333,23.235,23.225,21.425,17.9066666666667,14.7991666666667,10.305
"Paul",2015,2015-08-02 05:00:00,23.3891666666667,23.31,23.305,23.195,23.22,21.3933333333333,17.9783333333333,14.7875,10.3858333333333
"Paul",2015,2015-08-02 06:00:00,23.325,23.25,23.225,23.1275,23.235,21.4541666666667,17.9183333333333,14.8041666666667,10.2941666666667
"Paul",2015,2015-08-02 07:00:00,23.3,23.195,23.195,23.11,23.215,21.4008333333333,17.9183333333333,14.86,10.35
"Paul",2015,2015-08-02 08:00:00,23.275,23.175,23.16,23.08,23.16,21.4125,17.985,14.7608333333333,10.345
"Paul",2015,2015-08-02 09:00:00,23.4516666666667,23.25,23.16,23.08,23.17,21.4108333333333,17.9166666666667,14.825,10.32
"Paul",2015,2015-08-02 10:00:00,23.5616666666667,23.3333333333333,23.195,23.1075,23.18,21.3716666666667,17.98,14.845,10.34
"Paul",2015,2015-08-02 11:00:00,23.415,23.24,23.205,23.11,23.17,21.3933333333333,17.94,14.805,10.365
"Paul",2015,2015-08-02 12:00:00,23.5325,23.3591666666667,23.25,23.1158333333333,23.195,21.535,17.985,14.8541666666667,10.32
"Paul",2015,2015-08-02 13:00:00,23.8258333333333,23.515,23.3458333333333,23.18,23.24,21.3733333333333,17.985,14.8558333333333,10.34
"Paul",2015,2015-08-02 14:00:00,23.97,23.55,23.3925,23.205,23.28,21.4583333333333,17.9741666666667,14.8641666666667,10.38
"Paul",2015,2015-08-02 15:00:00,24.1675,23.6025,23.45,23.25,23.275,21.4991666666667,18.0516666666667,14.8416666666667,10.33
"Paul",2015,2015-08-02 16:00:00,24.2591666666667,23.75,23.485,23.26,23.305,21.525,17.9633333333333,14.9158333333333,10.3391666666667
"Paul",2015,2015-08-02 17:00:00,24.525,23.75,23.525,23.3,23.325,21.4416666666667,18.005,14.8733333333333,10.3025
"Paul",2015,2015-08-02 18:00:00,24.3925,23.745,23.525,23.28,23.3,21.505,18.0258333333333,14.8575,10.3858333333333
"Paul",2015,2015-08-02 19:00:00,24.1658333333333,23.73,23.505,23.3,23.29,21.52,18.0166666666667,14.9425,10.325
"Paul",2015,2015-08-02 20:00:00,23.965,23.785,23.495,23.29,23.285,21.4325,18.08,14.84,10.4283333333333
"Paul",2015,2015-08-02 21:00:00,23.8458333333333,23.74,23.49,23.285,23.3,21.5191666666667,17.985,14.88,10.355
"Paul",2015,2015-08-02 22:00:00,23.7033333333333,23.6141666666667,23.49,23.285,23.275,21.395,18.065,14.8991666666667,10.3608333333333
"Paul",2015,2015-08-02 23:00:00,23.555,23.46,23.465,23.295,23.28,21.485,18.025,14.8841666666667,10.3766666666667
"Paul",2015,2015-08-03,23.4441666666667,23.3458333333333,23.3583333333333,23.275,23.27,21.4841666666667,18.0458333333333,14.8841666666667,10.3725
"Paul",2015,2015-08-03 01:00:00,23.33,23.24,23.25,23.2041666666667,23.235,21.4491666666667,18.025,14.905,10.3608333333333
"Paul",2015,2015-08-03 02:00:00,23.245,23.1516666666667,23.1691666666667,23.1008333333333,23.185,21.4433333333333,18.0408333333333,14.8625,10.375
"Paul",2015,2015-08-03 03:00:00,23.1566666666667,23.07,23.075,23.03,23.195,21.4383333333333,18.0666666666667,14.8791666666667,10.3958333333333
"Paul",2015,2015-08-03 04:00:00,23.095,23.01,22.995,22.945,23.0658333333333,21.485,17.98,14.94,10.35
"Paul",2015,2015-08-03 05:00:00,23.02,22.9241666666667,22.935,22.8725,23.005,21.48,18.065,14.8491666666667,10.4258333333333
"Paul",2015,2015-08-03 06:00:00,22.95,22.845,22.8416666666667,22.785,22.94,21.5558333333333,18.03,14.87,10.335
"Paul",2015,2015-08-03 07:00:00,22.9008333333333,22.79,22.775,22.705,22.81,21.6508333333333,18.03,14.91,10.375
"Paul",2015,2015-08-03 08:00:00,23.0316666666667,22.81,22.74,22.6683333333333,22.785,21.7041666666667,18.05,14.885,10.39
"Paul",2015,2015-08-03 09:00:00,22.9841666666667,22.7908333333333,22.73,22.6566666666667,22.745,21.7083333333333,18,14.8783333333333,10.345
"Paul",2015,2015-08-03 10:00:00,23.0716666666667,22.8308333333333,22.735,22.6625,22.815,21.5666666666667,18.0358333333333,14.8991666666667,10.32
"Paul",2015,2015-08-03 11:00:00,23.02,22.85,22.78,22.7,22.8316666666667,21.5725,18.0516666666667,14.8683333333333,10.305
"Paul",2015,2015-08-03 12:00:00,23.0458333333333,22.89,22.8516666666667,22.75,22.78,21.7191666666667,17.9991666666667,14.8208333333333,10.335
"Paul",2015,2015-08-03 13:00:00,23.065,22.925,22.8516666666667,22.74,22.805,21.735,17.95,14.9858333333333,10.32
"Paul",2015,2015-08-03 14:00:00,23.1275,22.965,22.935,22.76,22.84,21.7691666666667,18.105,14.8091666666667,10.375
"Paul",2015,2015-08-03 15:00:00,23.1725,23.02,22.915,22.78,22.8858333333333,21.4933333333333,18.1466666666667,14.8683333333333,10.34
"Paul",2015,2015-08-03 16:00:00,23.1391666666667,23.025,22.985,22.835,22.8958333333333,21.7608333333333,17.9366666666667,14.9366666666667,10.36
"Paul",2015,2015-08-03 17:00:00,23.225,23.04,23.03,22.86,22.8691666666667,21.6758333333333,18.0716666666667,14.9741666666667,10.4275
"Paul",2015,2015-08-03 18:00:00,23.1716666666667,23.03,23.01,22.81,22.915,21.6508333333333,18.055,14.8366666666667,10.3833333333333
"Paul",2015,2015-08-03 19:00:00,23.045,22.95,22.95,22.815,22.92,21.6808333333333,18.1608333333333,14.8591666666667,10.355
"Paul",2015,2015-08-03 20:00:00,22.9341666666667,22.8516666666667,22.8525,22.785,22.91,21.5358333333333,17.975,14.96,10.3816666666667
"Paul",2015,2015-08-03 21:00:00,22.85,22.775,22.765,22.725,22.8575,21.6233333333333,18.08,14.8775,10.4216666666667
"Paul",2015,2015-08-03 22:00:00,22.78,22.72,22.7,22.6508333333333,22.79,21.6875,18.0675,14.95,10.3558333333333
"Paul",2015,2015-08-03 23:00:00,22.695,22.6233333333333,22.6191666666667,22.57,22.745,21.76,18.025,14.8933333333333,10.3958333333333
"Paul",2015,2015-08-04,22.6391666666667,22.5441666666667,22.545,22.485,22.63,21.8108333333333,18.0983333333333,14.9,10.3958333333333
"Paul",2015,2015-08-04 01:00:00,22.565,22.46,22.465,22.4183333333333,22.55,21.83,18.0408333333333,14.945,10.4341666666667
"Paul",2015,2015-08-04 02:00:00,22.48,22.3808333333333,22.3866666666667,22.34,22.49,21.8466666666667,18.055,14.9141666666667,10.3341666666667
"Paul",2015,2015-08-04 03:00:00,22.395,22.305,22.305,22.255,22.4183333333333,21.855,18.0908333333333,14.885,10.4366666666667
"Paul",2015,2015-08-04 04:00:00,22.32,22.225,22.22,22.1791666666667,22.295,21.9125,18.0858333333333,14.915,10.375
"Paul",2015,2015-08-04 05:00:00,22.235,22.1366666666667,22.1425,22.09,22.26,21.84,18.045,14.945,10.36
"Paul",2015,2015-08-04 06:00:00,22.1625,22.065,22.065,21.9975,22.17,21.8616666666667,18.0875,14.89,10.4166666666667
"Paul",2015,2015-08-04 07:00:00,22.2816666666667,22.0816666666667,22.03,21.955,22.1083333333333,21.785,18.1058333333333,14.9,10.375
"Paul",2015,2015-08-04 08:00:00,22.2666666666667,22.0466666666667,21.98,21.8791666666667,22.055,21.74,18.04,14.93,10.39
"Paul",2015,2015-08-04 09:00:00,22.2558333333333,22.0516666666667,21.97,21.885,22.075,21.6191666666667,18.0458333333333,14.8991666666667,10.3708333333333
"Paul",2015,2015-08-04 10:00:00,22.305,22.0916666666667,22.02,21.93,22.1016666666667,21.5991666666667,18.1466666666667,14.8733333333333,10.39
"Paul",2015,2015-08-04 11:00:00,22.305,22.1541666666667,22.08,21.97,22.1133333333333,21.6408333333333,18.155,14.935,10.39
"Paul",2015,2015-08-04 12:00:00,22.33,22.165,22.09,21.98,22.0908333333333,21.5966666666667,18.04,14.9666666666667,10.375
"Paul",2015,2015-08-04 13:00:00,22.4983333333333,22.25,22.1358333333333,21.98,22.0958333333333,21.75,18.0766666666667,14.99,10.4266666666667
"Paul",2015,2015-08-04 14:00:00,22.655,22.3425,22.25,22.08,22.18,21.5616666666667,18.2283333333333,14.8791666666667,10.355
"Paul",2015,2015-08-04 15:00:00,22.8516666666667,22.5266666666667,22.3416666666667,22.08,22.1191666666667,21.6775,18.2141666666667,14.9875,10.4325
"Paul",2015,2015-08-04 16:00:00,23.0358333333333,22.4758333333333,22.375,22.11,22.185,21.705,18.0733333333333,15.0391666666667,10.3775
"Paul",2015,2015-08-04 17:00:00,23.2091666666667,22.54,22.305,22.1275,22.22,21.6283333333333,18.2225,14.99,10.4433333333333
"Paul",2015,2015-08-04 18:00:00,23.0408333333333,22.5108333333333,22.295,22.1216666666667,22.23,21.64,18.2066666666667,15.0116666666667,10.4225
"Paul",2015,2015-08-04 19:00:00,22.8116666666667,22.595,22.3,22.1333333333333,22.215,21.525,18.25,14.9333333333333,10.3808333333333
"Paul",2015,2015-08-04 20:00:00,22.6333333333333,22.5491666666667,22.415,22.1158333333333,22.165,21.6566666666667,18.1916666666667,15.0316666666667,10.4633333333333
"Paul",2015,2015-08-04 21:00:00,22.52,22.4341666666667,22.3925,22.1158333333333,22.205,21.6158333333333,18.1925,15.0533333333333,10.4283333333333
"Paul",2015,2015-08-04 22:00:00,22.3791666666667,22.285,22.29,22.11,22.215,21.57,18.235,14.895,10.4383333333333
"Paul",2015,2015-08-04 23:00:00,22.25,22.1566666666667,22.1683333333333,22.095,22.195,21.55,18.26,14.9916666666667,10.4275
"Paul",2015,2015-08-05,22.1341666666667,22.055,22.055,21.9983333333333,22.16,21.5816666666667,18.1775,15.0116666666667,10.4425
"Paul",2015,2015-08-05 01:00:00,22.03,21.94,21.955,21.8908333333333,22.1133333333333,21.565,18.2241666666667,14.9966666666667,10.4125
"Paul",2015,2015-08-05 02:00:00,21.945,21.8575,21.8575,21.8,22.005,21.575,18.2141666666667,14.945,10.4716666666667
"Paul",2015,2015-08-05 03:00:00,21.835,21.755,21.76,21.7,21.8908333333333,21.53,18.245,14.9683333333333,10.4
"Paul",2015,2015-08-05 04:00:00,21.73,21.6466666666667,21.6525,21.58,21.815,21.4441666666667,18.2191666666667,14.995,10.46
"Paul",2015,2015-08-05 05:00:00,21.6391666666667,21.555,21.56,21.5,21.7,21.3741666666667,18.215,15.0066666666667,10.4533333333333
"Paul",2015,2015-08-05 06:00:00,21.57,21.455,21.465,21.4075,21.5958333333333,21.24,18.265,14.96,10.4366666666667
"Paul",2015,2015-08-05 07:00:00,21.7225,21.515,21.41,21.35,21.525,21.1791666666667,18.25,14.97,10.405
"Paul",2015,2015-08-05 08:00:00,22.0616666666667,21.6525,21.41,21.325,21.47,21.1883333333333,18.26,15.035,10.4533333333333
"Paul",2015,2015-08-05 09:00:00,22.0841666666667,21.6841666666667,21.42,21.325,21.4691666666667,21.1625,18.27,14.985,10.4258333333333
"Paul",2015,2015-08-05 10:00:00,22.2733333333333,21.8441666666667,21.49,21.4025,21.525,21.11,18.3541666666667,15.0066666666667,10.4766666666667
"Paul",2015,2015-08-05 11:00:00,22.3066666666667,21.8116666666667,21.5708333333333,21.4141666666667,21.51,21.1675,18.385,15.02,10.4316666666667
"Paul",2015,2015-08-05 12:00:00,22.4108333333333,21.8708333333333,21.6566666666667,21.44,21.53,21.26,18.2916666666667,15.03,10.4808333333333
"Paul",2015,2015-08-05 13:00:00,22.7275,21.9941666666667,21.79,21.485,21.585,21.25,18.3325,15.16,10.5116666666667
"Paul",2015,2015-08-05 14:00:00,23.005,22.1416666666667,21.8908333333333,21.53,21.6475,21.275,18.4933333333333,14.9466666666667,10.4966666666667
"Paul",2015,2015-08-05 15:00:00,23.16,22.225,21.9291666666667,21.6408333333333,21.69,21.26,18.5258333333333,15.0966666666667,10.5483333333333
"Paul",2015,2015-08-05 16:00:00,23.3166666666667,22.245,21.9216666666667,21.6408333333333,21.66,21.25,18.4683333333333,15.115,10.3975
"Paul",2015,2015-08-05 17:00:00,23.3433333333333,22.2916666666667,21.8566666666667,21.6175,21.675,21.22,18.3758333333333,15.095,10.59
"Paul",2015,2015-08-05 18:00:00,23.415,22.275,21.8866666666667,21.6116666666667,21.675,21.275,18.4,15.1,10.4658333333333
"Paul",2015,2015-08-05 19:00:00,23.4316666666667,22.27,21.8983333333333,21.5966666666667,21.675,21.225,18.4683333333333,15.075,10.4633333333333
"Paul",2015,2015-08-05 20:00:00,23.39,22.26,21.8866666666667,21.58,21.66,21.24,18.59,15.0266666666667,10.6083333333333
"Paul",2015,2015-08-05 21:00:00,23.3691666666667,22.28,21.84,21.6,21.665,21.23,18.4433333333333,15.115,10.4133333333333
"Paul",2015,2015-08-05 22:00:00,23.0825,22.28,21.8925,21.575,21.66,21.24,18.4183333333333,15.12,10.5441666666667
"Paul",2015,2015-08-05 23:00:00,22.8275,22.24,21.8575,21.59,21.66,21.22,18.4925,15.055,10.4983333333333
"Paul",2015,2015-08-06,22.5725,22.22,21.875,21.58,21.66,21.2,18.54,15.0416666666667,10.5216666666667
"Paul",2015,2015-08-06 01:00:00,22.3833333333333,22.23,21.8633333333333,21.55,21.66,21.225,18.3683333333333,15.0983333333333,10.445
"Paul",2015,2015-08-06 02:00:00,22.23,22.1033333333333,21.8458333333333,21.565,21.66,21.185,18.535,15.11,10.5341666666667
"Paul",2015,2015-08-06 03:00:00,22.045,21.96,21.8691666666667,21.57,21.66,21.18,18.49,15.0233333333333,10.4983333333333
"Paul",2015,2015-08-06 04:00:00,21.9383333333333,21.8475,21.83,21.57,21.6541666666667,21.185,18.4441666666667,15.0933333333333,10.4375
"Paul",2015,2015-08-06 05:00:00,21.835,21.75,21.73,21.54,21.66,21.1508333333333,18.5358333333333,15.0833333333333,10.525
"Paul",2015,2015-08-06 06:00:00,21.745,21.67,21.6475,21.54,21.6483333333333,21.18,18.4391666666667,15.1116666666667,10.5091666666667
"Paul",2015,2015-08-06 07:00:00,21.7916666666667,21.6591666666667,21.59,21.5,21.6425,21.1725,18.53,15.0666666666667,10.51
"Paul",2015,2015-08-06 08:00:00,22.0716666666667,21.8033333333333,21.6133333333333,21.52,21.66,21.225,18.535,15.0966666666667,10.52
"Paul",2015,2015-08-06 09:00:00,22.31,21.8983333333333,21.625,21.515,21.6425,21.235,18.46,15.125,10.5025
"Paul",2015,2015-08-06 10:00:00,22.2925,21.9058333333333,21.68,21.54,21.66,21.2016666666667,18.575,15.1483333333333,10.4533333333333
"Paul",2015,2015-08-06 11:00:00,22.4108333333333,21.955,21.765,21.585,21.66,21.165,18.4908333333333,15.1183333333333,10.555
"Paul",2015,2015-08-06 12:00:00,22.6191666666667,22,21.795,21.595,21.675,21.1966666666667,18.65,15.0433333333333,10.4708333333333
"Paul",2015,2015-08-06 13:00:00,22.82,22.125,21.8866666666667,21.6291666666667,21.73,21.255,18.4733333333333,15.2416666666667,10.55
"Paul",2015,2015-08-06 14:00:00,22.9433333333333,22.22,21.93,21.67,21.74,21.2183333333333,18.6133333333333,15.1216666666667,10.49
"Paul",2015,2015-08-06 15:00:00,23.1116666666667,22.335,21.975,21.7,21.77,21.285,18.6458333333333,15.0466666666667,10.605
"Paul",2015,2015-08-06 16:00:00,23.405,22.305,22.03,21.73,21.78,21.25,18.6091666666667,15.1775,10.4441666666667
"Paul",2015,2015-08-06 17:00:00,23.3683333333333,22.3908333333333,22.03,21.73,21.78,21.205,18.5258333333333,15.2466666666667,10.57
"Paul",2015,2015-08-06 18:00:00,23.4316666666667,22.3866666666667,22.01,21.755,21.78,21.23,18.6733333333333,15.1383333333333,10.5383333333333
"Paul",2015,2015-08-06 19:00:00,23.5,22.3575,22.01,21.74,21.76,21.245,18.5916666666667,15.185,10.5341666666667
"Paul",2015,2015-08-06 20:00:00,23.4116666666667,22.3575,22.015,21.725,21.78,21.275,18.56,15.2,10.5025
"Paul",2015,2015-08-06 21:00:00,23.3008333333333,22.3808333333333,22.005,21.725,21.795,21.1716666666667,18.6683333333333,15.1133333333333,10.595
"Paul",2015,2015-08-06 22:00:00,23.0825,22.3691666666667,22.03,21.73,21.77,21.1841666666667,18.6016666666667,15.185,10.5216666666667
"Paul",2015,2015-08-06 23:00:00,22.9166666666667,22.33,21.995,21.73,21.775,21.1975,18.5625,15.1908333333333,10.5083333333333
"Paul",2015,2015-08-07,22.75,22.3516666666667,21.985,21.73,21.765,21.1791666666667,18.5933333333333,15.19,10.57
"Paul",2015,2015-08-07 01:00:00,22.5966666666667,22.375,21.975,21.73,21.78,21.22,18.6241666666667,15.17,10.555
"Paul",2015,2015-08-07 02:00:00,22.4425,22.3308333333333,21.98,21.73,21.775,21.195,18.5833333333333,15.17,10.4908333333333
"Paul",2015,2015-08-07 03:00:00,22.315,22.22,21.98,21.73,21.78,21.1625,18.6666666666667,15.1483333333333,10.58
"Paul",2015,2015-08-07 04:00:00,22.1883333333333,22.1033333333333,22.03,21.725,21.765,21.1566666666667,18.59,15.2358333333333,10.545
"Paul",2015,2015-08-07 05:00:00,22.08,22.005,21.98,21.69,21.77,21.145,18.5883333333333,15.2,10.575
"Paul",2015,2015-08-07 06:00:00,22,21.8975,21.8975,21.68,21.775,21.1625,18.6291666666667,15.19,10.525
"Paul",2015,2015-08-07 07:00:00,21.9,21.82,21.825,21.695,21.78,21.1941666666667,18.5966666666667,15.195,10.565
"Paul",2015,2015-08-07 08:00:00,21.855,21.745,21.755,21.67,21.78,21.1566666666667,18.6883333333333,15.2566666666667,10.5541666666667
"Paul",2015,2015-08-07 09:00:00,21.83,21.72,21.72,21.6291666666667,21.74,21.1825,18.6558333333333,15.18,10.59
"Paul",2015,2015-08-07 10:00:00,21.805,21.715,21.695,21.6,21.715,21.1891666666667,18.6616666666667,15.2825,10.56
"Paul",2015,2015-08-07 11:00:00,21.82,21.715,21.68,21.6,21.715,21.2,18.6525,15.245,10.6
"Paul",2015,2015-08-07 12:00:00,21.8725,21.735,21.695,21.6,21.725,21.19,18.64,15.2458333333333,10.58
"Paul",2015,2015-08-07 13:00:00,21.8833333333333,21.74,21.72,21.6233333333333,21.74,21.24,18.755,15.22,10.58
"Paul",2015,2015-08-07 14:00:00,21.8891666666667,21.76,21.72,21.6058333333333,21.77,21.2,18.6558333333333,15.2816666666667,10.615
"Paul",2015,2015-08-07 15:00:00,21.985,21.8,21.76,21.6291666666667,21.78,21.1625,18.72,15.265,10.595
"Paul",2015,2015-08-07 16:00:00,21.995,21.81,21.775,21.6641666666667,21.78,21.1991666666667,18.72,15.24,10.59
"Paul",2015,2015-08-07 17:00:00,22.065,21.8458333333333,21.795,21.675,21.805,21.23,18.705,15.3316666666667,10.595
"Paul",2015,2015-08-07 18:00:00,22.015,21.84,21.775,21.67,21.795,21.185,18.6666666666667,15.2408333333333,10.615
"Paul",2015,2015-08-07 19:00:00,21.955,21.84,21.78,21.67,21.785,21.2,18.65,15.2975,10.63
"Paul",2015,2015-08-07 20:00:00,21.9008333333333,21.805,21.78,21.67,21.78,21.2,18.76,15.2458333333333,10.59
"Paul",2015,2015-08-07 21:00:00,21.855,21.76,21.77,21.6641666666667,21.785,21.1841666666667,18.75,15.3158333333333,10.595
"Paul",2015,2015-08-07 22:00:00,21.8,21.715,21.72,21.6466666666667,21.78,21.1991666666667,18.66,15.3033333333333,10.635
"Paul",2015,2015-08-07 23:00:00,21.76,21.68,21.675,21.6,21.765,21.1041666666667,18.725,15.2916666666667,10.585
"Paul",2015,2015-08-08,21.725,21.6366666666667,21.6366666666667,21.565,21.725,21.145,18.6683333333333,15.2708333333333,10.63
"Paul",2015,2015-08-08 01:00:00,21.68,21.585,21.585,21.53,21.7,21.1625,18.69,15.28,10.565
"Paul",2015,2015-08-08 02:00:00,21.61,21.54,21.54,21.48,21.6475,21.22,18.6633333333333,15.2858333333333,10.6516666666667
"Paul",2015,2015-08-08 03:00:00,21.575,21.485,21.485,21.42,21.5958333333333,21.19,18.6841666666667,15.26,10.585
"Paul",2015,2015-08-08 04:00:00,21.55,21.465,21.465,21.385,21.55,21.215,18.71,15.275,10.615
"Paul",2015,2015-08-08 05:00:00,21.5,21.415,21.41,21.35,21.52,21.1775,18.69,15.3033333333333,10.61
"Paul",2015,2015-08-08 06:00:00,21.45,21.3808333333333,21.3575,21.3,21.495,21.1275,18.685,15.2916666666667,10.61
"Paul",2015,2015-08-08 07:00:00,21.43,21.34,21.34,21.28,21.475,21.0925,18.685,15.275,10.605
"Paul",2015,2015-08-08 08:00:00,21.435,21.34,21.33,21.26,21.47,21.04,18.6583333333333,15.2975,10.62
"Paul",2015,2015-08-08 09:00:00,21.455,21.33,21.34,21.26,21.47,21.0516666666667,18.6775,15.2958333333333,10.59
"Paul",2015,2015-08-08 10:00:00,21.525,21.3866666666667,21.34,21.285,21.4641666666667,21.0808333333333,18.68,15.3141666666667,10.64
"Paul",2015,2015-08-08 11:00:00,21.6158333333333,21.415,21.3691666666667,21.29,21.49,21.0866666666667,18.715,15.2916666666667,10.595
"Paul",2015,2015-08-08 12:00:00,21.7391666666667,21.48,21.4141666666667,21.3,21.48,21.11,18.6625,15.3316666666667,10.635
"Paul",2015,2015-08-08 13:00:00,21.9491666666667,21.6025,21.51,21.3558333333333,21.49,21.1791666666667,18.7383333333333,15.3033333333333,10.62
"Paul",2015,2015-08-08 14:00:00,22.14,21.71,21.58,21.385,21.535,21.1691666666667,18.7416666666667,15.3416666666667,10.63
"Paul",2015,2015-08-08 15:00:00,22.3741666666667,21.795,21.6641666666667,21.42,21.54,21.1758333333333,18.74,15.3625,10.6383333333333
"Paul",2015,2015-08-08 16:00:00,22.4266666666667,21.825,21.6133333333333,21.42,21.57,21.1675,18.8233333333333,15.3275,10.6333333333333
"Paul",2015,2015-08-08 17:00:00,22.515,21.84,21.6308333333333,21.42,21.57,21.1683333333333,18.64,15.44,10.675
"Paul",2015,2015-08-08 18:00:00,22.6133333333333,21.84,21.6483333333333,21.44,21.565,21.24,18.74,15.3041666666667,10.6266666666667
"Paul",2015,2015-08-08 19:00:00,22.6225,21.84,21.6483333333333,21.48,21.55,21.1625,18.8,15.3758333333333,10.6933333333333
"Paul",2015,2015-08-08 20:00:00,22.6225,21.84,21.6308333333333,21.455,21.545,21.1508333333333,18.8333333333333,15.3083333333333,10.5875
"Paul",2015,2015-08-08 21:00:00,22.545,21.84,21.59,21.42,21.565,21.1391666666667,18.69,15.425,10.6916666666667
"Paul",2015,2015-08-08 22:00:00,22.3741666666667,21.8575,21.6308333333333,21.42,21.56,21.1391666666667,18.7291666666667,15.4041666666667,10.6466666666667
"Paul",2015,2015-08-08 23:00:00,22.2033333333333,21.8358333333333,21.6016666666667,21.42,21.55,21.1625,18.735,15.33,10.62
"Paul",2015,2015-08-09,22.055,21.8458333333333,21.6016666666667,21.425,21.565,21.1041666666667,18.855,15.3516666666667,10.6616666666667
"Paul",2015,2015-08-09 01:00:00,21.9341666666667,21.825,21.6075,21.42,21.535,21.0983333333333,18.7308333333333,15.425,10.67
"Paul",2015,2015-08-09 02:00:00,21.84,21.74,21.59,21.42,21.54,21.11,18.725,15.395,10.6566666666667
"Paul",2015,2015-08-09 03:00:00,21.765,21.6783333333333,21.59,21.42,21.535,21.0866666666667,18.73,15.3691666666667,10.7033333333333
"Paul",2015,2015-08-09 04:00:00,21.6383333333333,21.56,21.55,21.425,21.54,21.1158333333333,18.7858333333333,15.4616666666667,10.625
"Paul",2015,2015-08-09 05:00:00,21.605,21.515,21.515,21.3908333333333,21.53,21.1508333333333,18.945,15.41,10.7483333333333
"Paul",2015,2015-08-09 06:00:00,21.555,21.47,21.47,21.35,21.53,21.0983333333333,18.7758333333333,15.545,10.7466666666667
