"lake","year","doyCat","mean_temp","mean_chl","mean_pH","mean_doSat","mean_do","date","X.lake_year.","lake_year","normTemp","normChl"
"R",2008,175,21.2260759184954,2.11151747620817,6.96794779938889,98.6520615121194,NA,2008-06-23,"lake_year","R_2008",166.230160292367,80.5862579129471
"R",2008,176,21.9341896526606,2.07580728430299,6.97628818303819,99.3270979929943,NA,2008-06-24,"lake_year","R_2008",171.775691175583,79.2233751675201
"R",2008,177,22.7961034604175,2.30484963285928,6.99369107182292,100.374094903283,NA,2008-06-25,"lake_year","R_2008",178.525693906742,87.9647973824526
"R",2008,178,23.7569955479906,2.48324640881542,7.02503448298264,100.898042219628,NA,2008-06-26,"lake_year","R_2008",186.05083639442,94.7733266795231
"R",2008,179,23.8891576112479,2.66164318477156,7.05637789414236,101.421989535973,NA,2008-06-27,"lake_year","R_2008",187.085852053659,101.581855976594
"R",2008,180,23.4410949977232,2.70742477159782,7.03498545694444,99.927260308179,NA,2008-06-28,"lake_year","R_2008",183.576888816496,103.329114431811
"R",2008,181,22.5796015558418,2.78727707956488,7.02362774033681,98.9460414782886,NA,2008-06-29,"lake_year","R_2008",176.830178143988,106.376685080544
"R",2008,182,22.5754573490848,2.51693876972432,7.10216586186806,100.271447524943,NA,2008-06-30,"lake_year","R_2008",176.797723150604,96.0591987201261
"R",2008,183,23.1851859988492,2.50068938222441,7.09483593159722,100.771437305592,NA,2008-07-01,"lake_year","R_2008",181.572759835405,95.439039357606
"R",2008,184,22.9366999769253,2.77770705258085,7.08153377592708,98.7948818109474,NA,2008-07-02,"lake_year","R_2008",179.626763250194,106.011444124
"R",2008,185,22.6219358364347,2.66768509786326,7.13392784634375,99.3998283601078,NA,2008-07-03,"lake_year","R_2008",177.161715366216,101.81244614323
"R",2008,186,22.9040513840166,2.8398059282991,7.16663097707292,99.8277636696923,NA,2008-07-04,"lake_year","R_2008",179.371078645401,108.381453404587
"R",2008,187,23.3391701772701,2.76468329791254,7.16537246734375,100.168126217643,NA,2008-07-05,"lake_year","R_2008",182.778673484244,105.514391333994
"R",2008,188,23.2527605435337,2.91408298066448,7.13407923511806,99.2811462994814,NA,2008-07-06,"lake_year","R_2008",182.101963982122,111.216243912539
"R",2008,189,23.6068552544205,2.87064545927499,7.0540360033125,98.4083141060992,NA,2008-07-07,"lake_year","R_2008",184.875025794178,109.558446929453
"R",2008,190,24.4791853307303,2.92873564311592,7.08791638487847,99.5916840290011,NA,2008-07-08,"lake_year","R_2008",191.706602623058,111.775464117311
"R",2008,191,23.7667741044661,2.88184773376752,7.04936620786458,98.2329155793756,NA,2008-07-09,"lake_year","R_2008",186.127416305686,109.985982761686
"R",2008,192,23.2541688328319,2.98748164499237,7.02359060620486,97.2536954708032,NA,2008-07-10,"lake_year","R_2008",182.112992876802,114.017510660573
"R",2008,193,23.5278139944856,2.65637181065277,6.97375,97.6890566832534,NA,2008-07-11,"lake_year","R_2008",184.256021068145,101.380673500446
"R",2008,194,23.7091234829132,2.56761457966017,6.96822916666667,97.0339302711083,NA,2008-07-12,"lake_year","R_2008",185.67593049651,97.9932456486751
"R",2008,195,22.0480364522095,3.10881939615369,6.92590277777778,95.1391458918421,NA,2008-07-13,"lake_year","R_2008",172.667272446208,118.648377049243
"R",2008,196,21.8497837549396,2.96376059287547,6.93545138888889,96.8721560614632,NA,2008-07-14,"lake_year","R_2008",171.114673757118,113.112194533475
"R",2008,197,22.7952172146479,2.88486105425811,6.99885416666667,99.5381639239711,NA,2008-07-15,"lake_year","R_2008",178.518753350376,110.100986414256
"R",2008,198,23.3747290721173,2.82106881082122,7.07789930555556,101.198434294022,NA,2008-07-16,"lake_year","R_2008",183.057149864568,107.66634959956
"R",2008,199,23.6915787002009,3.08325359597341,7.12008610522917,100.375397126269,NA,2008-07-17,"lake_year","R_2008",185.538530062545,117.672655943312
"R",2008,200,24.0530886656519,3.44774798959588,7.29375373692014,101.60462147572,NA,2008-07-18,"lake_year","R_2008",188.36966379329,131.583617866787
"R",2008,201,24.097123050131,3.55591220269413,7.37576824863194,102.525055523178,NA,2008-07-19,"lake_year","R_2008",188.714515230666,135.711714968469
"R",2008,202,23.7500908538506,3.85933139971919,7.41319942682986,102.093974044195,NA,2008-07-20,"lake_year","R_2008",185.996762885116,147.291736418782
"R",2008,203,23.8894797813117,3.79090141806707,7.48135977205208,102.934086411622,NA,2008-07-21,"lake_year","R_2008",187.088375100385,144.680099900244
"R",2008,204,23.9491384703307,3.78495479598505,7.48955483913542,102.715932690489,NA,2008-07-22,"lake_year","R_2008",187.555586914596,144.453146523721
"R",2008,205,23.917556770961,3.70099185359718,7.57413879442361,102.857681724655,NA,2008-07-23,"lake_year","R_2008",187.308257593402,141.248693135749
"R",2008,206,23.8328641976251,3.77966342398191,7.5374862974375,102.397140445213,NA,2008-07-24,"lake_year","R_2008",186.644995099889,144.251200826486
"R",2008,207,23.6207881280301,3.89288177350234,7.40125,101.355204639238,NA,2008-07-25,"lake_year","R_2008",184.984139877363,148.572189507724
"R",2008,208,23.3851077335871,4.01109679387131,7.37649305555556,101.1102965637,NA,2008-07-26,"lake_year","R_2008",183.138429445701,153.083876589635
"R",2008,209,23.6037561448213,4.17698866932047,7.43923611111111,101.983272025329,NA,2008-07-27,"lake_year","R_2008",184.850755387938,159.415155213298
"R",2008,210,23.7296709163721,4.3841935523109,7.63817708333333,103.256338128054,NA,2008-07-28,"lake_year","R_2008",185.836845927632,167.323148554407
"R",2008,211,23.9334579374376,4.23104711742029,7.47756944444444,102.522919509262,NA,2008-07-29,"lake_year","R_2008",187.432786190321,161.478300837254
"R",2008,212,24.0087245968953,4.19183925789036,7.49746527777778,102.535706390314,NA,2008-07-30,"lake_year","R_2008",188.02223046228,159.981929286512
"R",2008,213,24.0158981239412,3.86898042717056,7.69474890572917,103.807531759629,NA,2008-07-31,"lake_year","R_2008",188.078409313015,147.659992435399
"R",2008,214,24.3368057377906,3.10803546659397,7.57742146725347,103.777663313715,NA,2008-08-01,"lake_year","R_2008",190.591569272211,118.618458305782
"R",2008,215,24.3431665233921,3.4110921811508,7.64091332931597,104.236916244119,NA,2008-08-02,"lake_year","R_2008",190.641383209285,130.184645579488
"R",2008,216,24.4338887598712,3.43134356863358,7.58096769294444,103.786939134122,NA,2008-08-03,"lake_year","R_2008",191.35186648325,130.957541637972
"R",2008,217,24.2493380229724,3.58285800650546,7.57119563537847,103.014535478569,NA,2008-08-04,"lake_year","R_2008",189.906573500479,136.7401040394
"R",2008,218,24.7467758261694,3.6505247565599,7.58093753288542,103.561305487212,NA,2008-08-05,"lake_year","R_2008",193.802214224579,139.322611754094
"R",2008,219,24.5310858870568,4.02282860495847,7.64658218418056,103.4970871736,NA,2008-08-06,"lake_year","R_2008",192.113057298456,153.531622234513
"R",2008,220,24.1439267320701,4.19159130185415,7.68937883113889,103.119208725282,NA,2008-08-07,"lake_year","R_2008",189.08105417931,159.972466021675
"R",2008,221,24.0267267150882,4.36035399874984,7.73217547809722,102.741330276964,NA,2008-08-08,"lake_year","R_2008",188.163212479131,166.413309808837
"R",2008,222,23.6585805863197,4.17742050712144,7.75405886538194,102.428593850584,NA,2008-08-09,"lake_year","R_2008",185.280108214773,159.431636342532
"R",2008,223,23.1796471647272,4.15098024740712,7.69802558817014,103.165855866975,NA,2008-08-10,"lake_year","R_2008",181.529382939578,158.422541408376
"R",2008,224,23.0920308742818,4.12345234880909,7.75987425641667,103.790087144235,NA,2008-08-11,"lake_year","R_2008",180.843223610794,157.371936636586
"R",2008,225,22.8995329019504,4.16725527724261,7.75522986786806,103.250528666892,NA,2008-08-12,"lake_year","R_2008",179.335692547611,159.043679412983
"R",2008,226,22.7068267902115,4.28732705804703,7.78801603588889,103.097039681306,NA,2008-08-13,"lake_year","R_2008",177.826531458832,163.626229927008
"R",2008,227,22.7095079759091,3.84261871935386,7.75130865558681,103.069125794859,NA,2008-08-14,"lake_year","R_2008",177.847528930526,146.653895441612
"R",2008,228,22.6946692856624,3.51380615087884,7.82356377060417,103.363251285102,NA,2008-08-15,"lake_year","R_2008",177.731321023436,134.104733643656
"R",2008,229,22.6436282348351,3.63582110094695,7.83207025847917,103.297089380529,NA,2008-08-16,"lake_year","R_2008",177.331597490311,138.761445390642
"R",2008,230,23.147277581036,3.37866242395566,7.77154902478125,103.773969072453,NA,2008-08-17,"lake_year","R_2008",181.275883371111,128.946960925286
"R",2008,231,23.0874913739301,3.39291110069436,7.76745136499306,103.039439255191,NA,2008-08-18,"lake_year","R_2008",180.807672910137,129.490762978322
"R",2008,232,22.5890156300207,3.08427521496853,7.70019398659722,102.744957380055,NA,2008-08-19,"lake_year","R_2008",176.903903643971,117.71164612585
"R",2008,233,22.8561434364583,3.04288354666812,7.65067967714931,102.899689599454,NA,2008-08-20,"lake_year","R_2008",178.995891736974,116.131929313326
"R",2008,234,23.0393885773528,2.9468290741616,7.5272842830191,102.0830980312,NA,2008-08-21,"lake_year","R_2008",180.43096005863,112.466001570685
"R",2008,235,22.8605760273351,2.85077460165509,7.40388888888889,101.266506462946,NA,2008-08-22,"lake_year","R_2008",179.030605185413,108.800073828045
"R",2008,236,23.1840511219077,2.83968218650553,7.31739583333333,100.7094846126,NA,2008-08-23,"lake_year","R_2008",181.563872145725,108.3767307877
"R",2008,237,22.5369120796914,2.97742025344932,7.35798611111111,100.283362175752,NA,2008-08-24,"lake_year","R_2008",176.495859238764,113.633516730621
"R",2008,238,22.2036481784118,2.8349032966908,7.32697916666667,101.279646574885,NA,2008-08-25,"lake_year","R_2008",173.885932093394,108.194344020132
"R",2008,239,22.106904214508,2.7854678992835,7.31416666666667,101.189487718903,NA,2008-08-26,"lake_year","R_2008",173.128290186864,106.307637549368
"R",2008,240,21.4519885749574,2.98103911215008,7.23806201550388,99.6813301684976,NA,2008-08-27,"lake_year","R_2008",167.999375536859,113.771630804454
"R",2009,134,13.495447786308,3.57632530403654,7.1296865102538,97.5855519203697,NA,2009-05-14,"lake_year","R_2009",105.688421041616,136.490782851221
"R",2009,135,13.4725703750379,3.17731326943546,7.10405195098264,97.1721414126813,NA,2009-05-15,"lake_year","R_2009",105.509258592697,121.26245199768
"R",2009,136,12.9853863564898,3.19457069350978,7.04885849689236,94.9712038424211,NA,2009-05-16,"lake_year","R_2009",101.69391948781,121.921083168407
"R",2009,137,12.5835113731513,3.03697715386862,7.08835254571875,95.683857400999,NA,2009-05-17,"lake_year","R_2009",98.5466706437767,115.906511291056
"R",2009,138,13.1322978853783,2.63577403108775,7.06031187469791,95.9746815534587,NA,2009-05-18,"lake_year","R_2009",102.844444299353,100.59455735641
"R",2009,139,14.0395646832086,2.55055184228317,7.03147259358333,96.4292625896032,NA,2009-05-19,"lake_year","R_2009",109.949625012472,97.3420447135859
"R",2009,140,15.211546242547,2.26859219620062,6.99870970089583,96.2893034693169,NA,2009-05-20,"lake_year","R_2009",119.127896267912,86.5810289908766
"R",2009,141,16.5169999644401,1.96760393724344,6.96924284509548,96.6972682500026,NA,2009-05-21,"lake_year","R_2009",129.351443110853,75.0937845146197
"R",2009,142,16.7154514422802,1.66661567828626,6.93977598929514,97.1052330306882,NA,2009-05-22,"lake_year","R_2009",130.905598532622,63.6065400383628
"R",2009,143,18.1021684234985,1.53553348979882,6.91994953287847,97.7663336636484,NA,2009-05-23,"lake_year","R_2009",141.765551495817,58.6037763064651
"R",2009,144,18.2316838410445,1.44650197192075,6.91477581513194,97.5801282739784,NA,2009-05-24,"lake_year","R_2009",142.779840180248,55.2058802705831
"R",2009,145,18.2903065674366,1.41290243014065,6.86626876324653,96.4860356336626,NA,2009-05-25,"lake_year","R_2009",143.238938943597,53.9235506805338
"R",2009,146,17.3197368279847,1.78132912725776,6.83856029625694,94.0691448705004,NA,2009-05-26,"lake_year","R_2009",135.638006770193,67.984589327115
"R",2009,147,16.1470966792752,2.10469979460188,6.80286570725,92.1763827290673,NA,2009-05-27,"lake_year","R_2009",126.454577829595,80.3260604698838
"R",2009,148,16.481451445863,2.07338799461133,6.76662898928472,93.401831177161,NA,2009-05-28,"lake_year","R_2009",129.073047991382,79.1310427548098
"R",2009,149,17.6346082571007,2.04207619462078,6.73039227131944,94.6272796252547,NA,2009-05-29,"lake_year","R_2009",138.103894875673,77.9360250397358
"R",2009,150,17.5683056944749,1.89499525693584,6.73417358021875,93.976178173913,NA,2009-05-30,"lake_year","R_2009",137.584652145392,72.3226675790902
"R",2009,151,16.4450546121716,2.14518051719611,6.72969097993056,91.4405746357892,NA,2009-05-31,"lake_year","R_2009",128.78800936616,81.8710109560807
"R",2009,152,15.3047935273371,2.35990917335179,6.70631949732986,89.5675829518911,NA,2009-06-01,"lake_year","R_2009",119.858154237261,90.0661497892845
"R",2009,153,15.3052067516677,2.2739270553093,6.75739245407292,91.4161969671566,NA,2009-06-02,"lake_year","R_2009",119.861390367527,86.7846343774791
"R",2009,154,15.8365221708619,1.97295254121022,6.79697234118403,92.8791205845702,NA,2009-06-03,"lake_year","R_2009",124.022340683431,75.2979144749907
"R",2009,155,16.818355569277,1.5644413467412,6.80488433781944,94.6333586888071,NA,2009-06-04,"lake_year","R_2009",131.711483218567,59.7070473148835
"R",2009,156,17.4276073556497,1.29219364857549,6.83791666666667,95.4620066217774,NA,2009-06-05,"lake_year","R_2009",136.482785389351,49.3166889741197
"R",2009,157,17.0630992268961,1.24103288453386,6.85586805555556,94.6869327951092,NA,2009-06-06,"lake_year","R_2009",133.628171804474,47.3641337276976
"R",2009,158,16.308637830453,1.38082813919555,6.81420138888889,92.7988272896629,NA,2009-06-07,"lake_year","R_2009",127.719673250774,52.6994324283286
"R",2009,159,15.4338644508099,1.55709842961208,6.79385416666667,90.8174977902373,NA,2009-06-08,"lake_year","R_2009",120.868961905167,59.4268042099752
"R",2009,160,15.1351395201614,1.52727720050825,6.79545138888889,91.0971473920454,NA,2009-06-09,"lake_year","R_2009",118.529523692673,58.2886742693422
"R",2009,161,15.2120260341578,1.41945603069427,6.81378472222222,92.2031784450259,NA,2009-06-10,"lake_year","R_2009",119.131653714021,54.1736694460298
"R",2009,162,15.424607886544,1.1778224085496,6.80470637995139,92.2897471437292,NA,2009-06-11,"lake_year","R_2009",120.796469930315,44.9517001211261
"R",2009,163,16.2184144035054,0.905853035270962,6.83271086992361,94.3303317545379,NA,2009-06-12,"lake_year","R_2009",127.013096360104,34.5719640751744
"R",2009,164,17.3653906698365,1.0048335553072,6.85414030342014,95.776418136253,NA,2009-06-13,"lake_year","R_2009",135.995540846587,38.3495646898384
"R",2009,165,17.7268701411987,0.998056301406187,6.88720168395833,96.7076761192548,NA,2009-06-14,"lake_year","R_2009",138.826435765538,38.0909101738505
"R",2009,166,18.8413489253946,1.04820036683742,6.87842277683333,97.7276993563441,NA,2009-06-15,"lake_year","R_2009",147.554379058057,40.0046630246684
"R",2009,167,20.2548683164957,1.14403404122321,6.88280358761111,98.7818088653254,NA,2009-06-16,"lake_year","R_2009",158.624232754112,43.6621639868045
"R",2009,168,21.0791740238785,1.20879277239604,6.92666356939236,99.778242447958,NA,2009-06-17,"lake_year","R_2009",165.079710930781,46.1336868944815
"R",2009,169,21.7896086621272,1.43443692367638,6.93901001712674,99.1909730406099,NA,2009-06-18,"lake_year","R_2009",170.643417771687,54.7454165990728
"R",2009,170,22.0900079035597,1.66008107495673,6.95135646486111,98.6037036332618,NA,2009-06-19,"lake_year","R_2009",172.995968202901,63.3571463036645
"R",2009,171,23.3138106599952,1.49294458503628,6.98477908312847,99.3390232990375,NA,2009-06-20,"lake_year","R_2009",182.580072638862,56.9783668546867
"R",2009,172,23.8841361434792,1.59798594225546,6.97174333598264,99.4412862182605,NA,2009-06-21,"lake_year","R_2009",187.046526867256,60.9872798756635
"R",2009,173,24.5780632851618,1.85843208226349,6.93568676067708,98.8129817325393,NA,2009-06-22,"lake_year","R_2009",192.480956690086,70.9272306682135
"R",2009,174,25.5468230855382,1.81567975890593,7.02490798927083,100.279900973798,NA,2009-06-23,"lake_year","R_2009",200.067714483647,69.2955843307856
"R",2009,175,26.7839845014492,2.11654968389266,7.12346947515972,102.078676417044,NA,2009-06-24,"lake_year","R_2009",209.756436094938,80.7783125802198
"R",2009,176,26.4123815155126,2.29376717271573,7.12301796884895,102.033130987522,NA,2009-06-25,"lake_year","R_2009",206.846259755488,87.5418342758237
"R",2009,177,26.2233294634568,2.47098466153881,7.12256646253819,101.987585558001,NA,2009-06-26,"lake_year","R_2009",205.365715116078,94.305355971428
"R",2009,178,24.7040823649894,2.95403533730302,7.1004695324375,100.58316314368,NA,2009-06-27,"lake_year","R_2009",193.467864110943,112.741029263634
"R",2009,179,22.7511031069201,3.48497892230319,7.10500453936806,99.0525205530855,NA,2009-06-28,"lake_year","R_2009",178.173277567339,133.00453982424
"R",2009,180,20.7708839524724,4.00180138473628,7.02335898201042,96.0514880627629,NA,2009-06-29,"lake_year","R_2009",162.665364153582,152.729116448456
"R",2009,181,19.3985053771458,4.19435995822541,7.01869260074653,94.7819941784836,NA,2009-06-30,"lake_year","R_2009",151.917701164232,160.078132045717
"R",2009,182,18.4661188160212,4.3358060312369,7.11201234606944,94.8956792612037,NA,2009-07-01,"lake_year","R_2009",144.615797218099,165.476434379898
"R",2009,183,18.2573950191022,3.78646937081141,7.21190991790625,96.5500690064266,NA,2009-07-02,"lake_year","R_2009",142.981195026346,144.510950410718
"R",2009,184,18.9677805284344,3.23713271038592,7.31180748974306,98.2044587516495,NA,2009-07-03,"lake_year","R_2009",148.544517118433,123.545466441538
"R",2009,185,20.1755620056463,2.53970931919885,7.22145641207987,98.5645499581869,NA,2009-07-04,"lake_year","R_2009",158.003152304984,96.9282388268029
"R",2009,186,21.0040189842863,1.84228592801177,7.13110533441667,98.9246411647244,NA,2009-07-05,"lake_year","R_2009",164.491140800053,70.3110112120677
"R",2009,187,20.9989103204914,1.40102328604326,7.01707369870139,97.1710001458551,NA,2009-07-06,"lake_year","R_2009",164.451132745584,53.4701820578235
"R",2009,188,21.2276310681794,1.0951393557482,6.99078512110069,96.9886025285538,NA,2009-07-07,"lake_year","R_2009",166.242339311336,41.7960938364701
"R",2009,189,21.284683035538,1.08245210491076,6.90390168165277,96.4982343995289,NA,2009-07-08,"lake_year","R_2009",166.689136812458,41.3118837459961
"R",2009,190,21.7465822744239,1.06976485407333,6.81701824220486,96.0078662705041,NA,2009-07-09,"lake_year","R_2009",170.306460373052,40.8276736555224
"R",2009,191,22.5263903716111,1.14566586540211,6.7745746553125,95.825447803858,NA,2009-07-10,"lake_year","R_2009",176.413459400591,43.7244427060816
"R",2009,192,22.6872289530395,1.11597087061516,6.7466102221875,95.3583808032764,NA,2009-07-11,"lake_year","R_2009",177.67305270812,42.5911305097165
"R",2009,193,22.3042011195396,1.10931795356481,6.70527773351389,94.3634419704351,NA,2009-07-12,"lake_year","R_2009",174.67340367249,42.3372213210245
"R",2009,194,22.3731359534165,0.982234253068669,6.68786888129861,94.2832786295258,NA,2009-07-13,"lake_year","R_2009",175.213260805249,37.4870602496112
"R",2009,195,21.7923755568675,1.16667248447388,6.63865446066319,92.9384972309384,NA,2009-07-14,"lake_year","R_2009",170.665086466266,44.5261622473457
"R",2009,196,21.5547044591201,1.13408647848117,6.61360671310764,92.5866606006463,NA,2009-07-15,"lake_year","R_2009",168.803786015485,43.2825143434708
"R",2009,197,20.765947344597,1.03208918925173,6.63781030099826,90.9993462208683,NA,2009-07-16,"lake_year","R_2009",162.626703540025,39.3897784561858
"R",2009,198,19.8242676523008,0.930091900022296,6.66201388888889,89.4120318410904,NA,2009-07-17,"lake_year","R_2009",155.252021248511,35.497042568901
"R",2009,199,19.257431312806,0.944797068396158,6.66895833333333,89.0408227877962,NA,2009-07-18,"lake_year","R_2009",150.812891946629,36.0582666670114
"R",2009,200,19.4098360703619,0.788152371452947,6.66427083333333,89.6392898277614,NA,2009-07-19,"lake_year","R_2009",152.006436498864,30.0799074581499
"R",2009,201,20.0154547684634,0.639383058349036,6.65385416666667,90.6843339886645,NA,2009-07-20,"lake_year","R_2009",156.749286456059,24.4021129949694
"R",2009,202,20.3708260946735,0.646133836175271,6.67194444444444,91.5857643674535,NA,2009-07-21,"lake_year","R_2009",159.532345969558,24.6597570491379
"R",2009,203,20.831098974491,0.683663302085636,6.68256944444444,92.0124885276607,NA,2009-07-22,"lake_year","R_2009",163.136932841106,26.0920725536342
"R",2009,204,21.4528678250724,1.05585670222518,6.67456350980556,93.2984714568224,NA,2009-07-23,"lake_year","R_2009",168.006261307367,40.2968677661295
"R",2009,205,21.603675054747,1.48470887051693,6.65552360654514,93.4212382680877,NA,2009-07-24,"lake_year","R_2009",169.18729495948,56.6640500555923
"R",2009,206,21.1858482449052,1.75124928298948,6.66899588041667,93.0187570246149,NA,2009-07-25,"lake_year","R_2009",165.915120778951,66.8365893150394
"R",2009,207,21.5590403727953,1.60315741505311,6.71309313851389,94.3519671140535,NA,2009-07-26,"lake_year","R_2009",168.837742344861,61.1846496087379
"R",2009,208,22.0608651599789,2.12657509743831,6.77014178120486,96.4063371390411,NA,2009-07-27,"lake_year","R_2009",172.767739351021,81.1609334066051
"R",2009,209,21.827160520702,2.1828765198688,6.79368349641667,95.9552318002964,NA,2009-07-28,"lake_year","R_2009",170.937501873437,83.3096823513673
"R",2009,210,21.4699761949473,2.2609482207327,6.79080159626389,95.8723043115194,NA,2009-07-29,"lake_year","R_2009",168.140244012299,86.2892959668884
"R",2009,211,21.1151362894696,2.47509687647822,6.87732288570486,95.7478071237278,NA,2009-07-30,"lake_year","R_2009",165.361346273867,94.4622990313054
"R",2009,212,21.2477836275493,1.62394881338927,6.90918192658333,96.0300620626485,NA,2009-07-31,"lake_year","R_2009",166.400162320508,61.9781552309113
"R",2009,213,20.8610394943069,2.70037851495719,6.95681298101736,96.3475723573942,NA,2009-08-01,"lake_year","R_2009",163.371409407917,103.060193401623
"R",2009,214,20.4985781867099,3.12180109351435,6.93881903346181,95.7592561218838,NA,2009-08-02,"lake_year","R_2009",160.532825324218,119.14382471825
"R",2009,215,20.8818656747385,1.98112927873948,6.93294315467708,96.2974098600929,NA,2009-08-03,"lake_year","R_2009",163.534507821619,75.6099804118556
"R",2009,216,21.2818219123515,1.03478394905706,6.89449783203472,95.9831725168473,NA,2009-08-04,"lake_year","R_2009",166.66673017603,39.4926242110198
"R",2009,217,21.2860472117039,0.669009488973745,6.83192055544792,94.9648937210382,NA,2009-08-05,"lake_year","R_2009",166.699820238994,25.5328084338015
"R",2009,218,21.4046169470698,0.856455759856749,6.79566672309375,94.2543455600214,NA,2009-08-06,"lake_year","R_2009",167.628388769107,32.6867125337686
"R",2009,219,20.8645569164498,1.20380375106152,6.76437493432292,92.8386461878238,NA,2009-08-07,"lake_year","R_2009",163.39895579232,45.9432804382116
"R",2009,220,20.9510281456661,1.23285315840958,6.71464653153819,92.0863822812911,NA,2009-08-08,"lake_year","R_2009",164.076147674065,47.05195373083
"R",2009,221,22.1378449223423,1.45117721588453,6.71634182293056,93.7731918101392,NA,2009-08-09,"lake_year","R_2009",173.370599638813,55.384311384754
"R",2009,222,22.3806574519015,1.16569346030415,6.72522458526389,94.3430467865668,NA,2009-08-10,"lake_year","R_2009",175.272164763927,44.4887977002208
"R",2009,223,22.3847412787684,1.05138678716204,6.68341287587847,94.346937489655,NA,2009-08-11,"lake_year","R_2009",175.304146897473,40.1262730482615
"R",2009,224,22.8417080006635,0.983370042837073,6.63111506639931,94.0974110536711,NA,2009-08-12,"lake_year","R_2009",178.882841881915,37.5304077701706
"R",2009,225,23.6482963885671,1.15018777614713,6.69370113672049,95.0260345041104,NA,2009-08-13,"lake_year","R_2009",185.199568417994,43.8970218439118
"R",2009,226,24.1736568793126,1.31700550945718,6.75628720704167,95.9546579545498,NA,2009-08-14,"lake_year","R_2009",189.31388323168,50.2636359176528
"R",2009,227,24.7883820331189,1.4604318886834,6.72916164475347,96.0104998544265,NA,2009-08-15,"lake_year","R_2009",194.128049601637,55.7375168199318
"R",2009,228,24.2836280221342,1.55817092110376,6.6876957779375,94.7618376608025,NA,2009-08-16,"lake_year","R_2009",190.175112635031,59.4677359460048
"R",2009,229,23.8376471453026,1.70190651862981,6.68647298896528,94.7365626575262,NA,2009-08-17,"lake_year","R_2009",186.682452337022,64.9534181930239
"R",2009,230,23.1668157277217,2.00712301859163,6.67375712513194,94.4069978357768,NA,2009-08-18,"lake_year","R_2009",181.428894660991,76.6020338745668
"R",2009,231,22.3751749582752,2.3810754322783,6.65017321539583,93.6909159108522,NA,2009-08-19,"lake_year","R_2009",175.229229093773,90.8739620002291
"R",2009,232,21.6819385545523,2.35694576791864,6.62079981309201,91.0531875869723,NA,2009-08-20,"lake_year","R_2009",169.800208724966,89.9530511494545
"R",2009,233,20.6994206678768,2.33281610355899,6.59142641078819,88.4154592630925,NA,2009-08-21,"lake_year","R_2009",162.105705679781,89.0321402986802
"R",2009,234,20.2980116811596,2.03184926622969,6.59698201749653,88.7432899373657,NA,2009-08-22,"lake_year","R_2009",158.962106247601,77.5457133808138
"R",2009,235,20.3580007549262,1.9916414461586,6.66055845513194,90.436875406139,NA,2009-08-23,"lake_year","R_2009",159.431905441116,76.0111782444128
"R",2009,236,20.8101361245217,2.28597261349815,6.77996822179167,93.4728578140969,NA,2009-08-24,"lake_year","R_2009",162.972764111852,87.244354209235
"R",2009,237,20.7779136470315,2.52781679574256,6.78892660150694,92.9741614839357,NA,2009-08-25,"lake_year","R_2009",162.720416592755,96.4743595796345
"R",2009,238,20.7716900583439,2.25337470611282,6.79469053997222,92.8268854400457,NA,2009-08-26,"lake_year","R_2009",162.671677101334,86.0002520876206
"R",2009,239,21.1544989498623,1.95075553945485,6.8182450914757,94.4403300293488,NA,2009-08-27,"lake_year","R_2009",165.669611511951,74.4507638695576
"R",2009,240,21.0166907256986,1.64813637279688,6.84179964297917,96.0537746186519,NA,2009-08-28,"lake_year","R_2009",164.590378436545,62.9012756514947
"R",2009,241,19.5796060363262,1.87373674035195,6.69187632130903,91.5095610009883,NA,2009-08-29,"lake_year","R_2009",153.33597516458,71.5113343462
"R",2009,242,18.9811332367535,1.49534756715386,6.59900160971528,88.9847123287975,NA,2009-08-30,"lake_year","R_2009",148.649087687799,57.0700768873384
"R",2009,243,18.9925571055996,1.26004806999602,6.55522412282986,88.1392393438706,NA,2009-08-31,"lake_year","R_2009",148.738552719242,48.0898500228182
"R",2009,244,19.2501528125559,1.12272934025501,6.57092580273264,89.4828145215997,NA,2009-09-01,"lake_year","R_2009",150.755891007411,42.8490681226563
"R",2009,245,19.4861969101997,1.09796531637458,6.58770387048611,90.6442485754424,NA,2009-09-02,"lake_year","R_2009",152.604449748936,41.9039468826586
"R",2009,246,19.6666034290155,1.10226900554067,6.61538472102083,91.7277111392649,NA,2009-09-03,"lake_year","R_2009",154.017287649624,42.068197573938
"R",2009,247,19.6890262300334,1.21298677248741,6.62680748623457,91.8788006294591,NA,2009-09-04,"lake_year","R_2009",154.192889858045,46.2937512921758
"R",2010,135,13.4785352727495,3.63620142960856,6.93857202899153,98.5156715085879,NA,2010-05-15,"lake_year","R_2010",105.555972168326,138.775960668854
"R",2010,136,14.2376524502119,3.14880790749618,6.87892939133175,98.0795250594999,NA,2010-05-16,"lake_year","R_2010",111.500932064578,120.174542247927
"R",2010,137,15.602516042619,2.2249973594259,6.75608216910952,97.7217905747609,NA,2010-05-17,"lake_year","R_2010",122.189742121333,84.9172280517012
"R",2010,138,16.5186772911475,1.93543785778693,6.74629050244286,98.0705180151487,NA,2010-05-18,"lake_year","R_2010",129.364578948513,73.8661631454679
"R",2010,139,17.5945768942508,1.68761783836035,6.69054397466508,97.6863786095097,NA,2010-05-19,"lake_year","R_2010",137.79039275268,64.4080894015719
