"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
17,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,2.0822,3.0703,0.604,24.987,1.3585,2.3452,0.6063,16.3026,24.9506,26.0607,0.7368,299.4073,0.4806,0.309,"R",2018,"R_2018"
18,945,948,963,19,2019-07-03,2019-07-06,2019-07-21,1.9623,2.6956,0.4705,37.2836,0.9984,1.7503,0.4733,18.9698,25.6199,26.4501,0.477,486.7779,0.4118,0.1077,"R",2019,"R_2019"
19,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.7934,2.4793,0.4832,12.554,0.9319,1.6138,0.4783,6.523,25.3081,26.0002,0.5079,177.1568,0.466,0.4462,"R",2019,"R_2019"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,2.413,3.9546,1.0407,19.3037,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
2,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.9124,6.105,1.5518,74.3351,2.9766,5.1507,1.5461,56.5555,21.3755,24.0045,2.1304,406.1346,0.5993,0.4993,"L",2010,"L_2010"
3,272,276,280,9,2010-07-04,2010-07-08,2010-07-12,1.8043,2.6111,0.6229,16.2383,0.8516,1.6602,0.6197,7.664,25.2536,26.0817,0.6961,227.2826,0.336,0.3511,"L",2010,"L_2010"
4,307,312,314,8,2010-08-08,2010-08-13,2010-08-15,2.5928,3.6939,0.9218,20.7426,1.8345,2.9565,0.9467,14.6759,25.6656,26.6752,0.8277,205.3247,0.5333,0.8894,"L",2010,"L_2010"
5,327,330,332,6,2010-08-28,2010-08-31,2010-09-02,2,2.8609,0.8598,12.0002,1.201,2.0618,0.8485,7.2062,23.2762,24.074,0.7219,139.6572,0.6905,0.6638,"L",2010,"L_2010"
6,356,360,361,6,2011-06-04,2011-06-08,2011-06-09,2.621,5.0566,1.5736,15.7261,1.7771,4.2226,1.5809,10.6627,22.1839,24.8877,1.7713,133.1035,1.0918,3.1378,"L",2011,"L_2011"
7,384,393,394,11,2011-07-02,2011-07-11,2011-07-12,1.7876,2.8871,0.5368,19.6636,0.8389,1.9224,0.5388,9.2276,25.1636,26.5141,0.5554,276.8,0.1645,1.1814,"L",2011,"L_2011"
8,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.906,3.9266,0.8704,45.7434,0.9839,2.9503,0.8527,23.6139,25.5407,27.7262,0.9396,612.9765,0.7612,0.1629,"L",2011,"L_2011"
9,428,430,433,6,2011-08-15,2011-08-17,2011-08-20,1.5127,1.9832,0.3908,9.0761,0.8079,1.2793,0.3933,4.8473,24.1685,24.6821,0.4248,145.0113,0.5435,0.302,"L",2011,"L_2011"
10,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2294,4.6171,1.2501,42.3579,1.2636,3.6338,1.2426,24.0079,25.8491,28.4115,1.3418,491.1325,0.2678,0.9215,"L",2013,"L_2013"
11,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.2408,4.0443,1.1758,29.1307,1.4772,3.2605,1.1589,19.2041,23.9381,25.5248,1.0417,311.1948,0.4007,0.7635,"L",2013,"L_2013"
12,570,577,583,14,2014-05-25,2014-06-01,2014-06-07,2.5944,4.4758,1.1218,36.3218,1.6886,3.5686,1.1145,23.6399,21.0044,23.0169,1.3612,294.0619,0.5646,0.5318,"L",2014,"L_2014"
13,752,755,758,7,2015-07-24,2015-07-27,2015-07-30,1.937,2.8664,0.7222,13.5592,0.9908,1.9211,0.7245,6.9356,25.6666,26.5995,0.7212,179.6661,0.5506,0.5617,"L",2015,"L_2015"
14,773,775,778,6,2015-08-14,2015-08-16,2015-08-19,1.935,2.91,0.7855,11.6099,1.2261,2.2004,0.7811,7.3567,24.6676,25.6845,0.8802,148.0058,0.6669,0.7655,"L",2015,"L_2015"
15,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,2.0527,5.8029,2.1055,43.1074,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
16,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0557,3.605,0.6108,65.7821,1.135,2.7058,0.6053,36.321,25.0002,26.4201,1.0608,800.0076,0.2053,0.1342,"L",2018,"L_2018"
17,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9914,2.9444,0.5998,23.897,1.2677,2.2193,0.6001,15.2126,24.7848,25.8598,0.7486,297.4173,0.4507,0.306,"L",2018,"L_2018"
18,945,958,963,19,2019-07-03,2019-07-16,2019-07-21,2.0964,2.7335,0.4758,39.8324,1.1326,1.7558,0.4761,21.5186,25.679,26.5054,0.515,487.9018,0.107,0.3034,"L",2019,"L_2019"
19,967,967,971,5,2019-07-25,2019-07-25,2019-07-29,1.2668,1.5427,0.2065,6.3338,0.3207,0.585,0.2002,1.6036,24.9983,25.308,0.228,124.9916,0.6473,0.1776,"L",2019,"L_2019"
20,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.6919,2.3144,0.4624,11.843,0.8303,1.4489,0.4587,5.8119,25.1315,25.7603,0.4846,175.9208,0.4401,0.4041,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.6955,2.655,0.9595,8.4776,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
2,49,63,67,19,2013-07-04,2013-07-18,2013-07-22,2.5567,5.1486,1.3672,48.5778,1.5909,4.1652,1.361,30.2274,25.7242,28.4907,1.4416,488.7592,0.2706,1.0148,"T",2013,"T_2013"
3,96,105,109,14,2013-08-20,2013-08-29,2013-09-02,2.4552,4.6475,1.2478,34.3727,1.6961,3.8638,1.2315,23.7456,23.7543,25.6758,1.1273,332.5602,0.4617,0.9417,"T",2013,"T_2013"
4,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,2.008,3.668,1.121,28.1125,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
5,304,308,311,8,2015-07-23,2015-07-27,2015-07-30,2.1897,3.5725,0.9572,17.5172,1.2409,2.6272,0.9599,9.9274,25.4743,26.8533,0.9549,203.7944,0.6377,0.7705,"T",2015,"T_2015"
6,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.4203,2.5569,0.9734,9.9421,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
