"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.0061,4.5362,1.0767,24.0489,2.0196,3.5586,1.0833,16.1568,25.1808,26.784,1.2573,201.4466,0.7771,0.9849,"R",2009,"R_2009"
2,226,233,243,18,2010-05-19,2010-05-26,2010-06-05,3.6775,5.7988,1.4241,66.1944,2.5988,4.703,1.4094,46.7789,21.3252,23.467,1.9173,383.8534,0.5894,0.4653,"R",2010,"R_2010"
3,275,277,280,6,2010-07-07,2010-07-09,2010-07-12,1.9074,2.3332,0.4955,11.4443,0.8196,1.2441,0.4977,4.9174,25.5289,25.9514,0.4438,153.1737,0.3678,0.3674,"R",2010,"R_2010"
4,302,312,315,14,2010-08-03,2010-08-13,2010-08-16,2.0889,3.6221,0.9707,29.2441,1.1863,2.7794,1.0089,16.6086,25.3475,26.6784,0.8845,354.8652,0.2488,0.8794,"R",2010,"R_2010"
5,328,331,332,5,2010-08-29,2010-09-01,2010-09-02,2.2182,2.7837,0.5859,11.0911,1.3247,1.8817,0.5799,6.6233,23.5031,23.933,0.5217,117.5157,0.4884,0.9382,"R",2010,"R_2010"
6,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.7857,4.7065,1.465,13.9284,1.7841,3.7176,1.4695,8.9205,22.5134,24.6126,1.5742,112.5669,1.0337,2.8776,"R",2011,"R_2011"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8417,2.3839,0.3139,12.8916,0.772,1.3097,0.3153,5.4042,25.1642,25.7153,0.3109,176.1491,0.3458,0.3369,"R",2011,"R_2011"
8,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.9435,3.7298,0.8292,46.645,0.9001,2.6279,0.8157,21.6016,25.6532,27.6044,0.8881,615.678,0.7265,0.1432,"R",2011,"R_2011"
9,428,430,434,7,2011-08-15,2011-08-17,2011-08-21,1.5856,2.0268,0.4259,11.0992,0.78,1.2212,0.426,5.4599,24.2749,24.8451,0.5474,169.9246,0.4215,0.302,"R",2011,"R_2011"
10,496,500,501,6,2013-07-04,2013-07-08,2013-07-09,1.9983,2.6672,0.5161,11.9896,0.9204,1.5838,0.5091,5.5222,25.4348,26.2128,0.644,152.6089,0.4035,0.6499,"R",2013,"R_2013"
