"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
11,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2429,4.7765,1.2429,25.9436,2.1433,3.6734,1.2406,17.1468,27.0972,28.6459,1.2554,216.7776,0.7614,1.0045,"R",2013,"R_2013"
12,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.3364,4.2129,1.1311,30.3737,1.4795,3.3396,1.1189,19.2341,24.1087,25.7684,1.0363,313.4126,0.3646,0.7999,"R",2013,"R_2013"
13,570,576,583,14,2014-05-25,2014-05-31,2014-06-07,2.7029,4.3282,1.0449,37.8412,1.6376,3.2395,1.0297,22.9264,21.1879,22.7979,1.1974,296.6312,0.5794,0.4419,"R",2014,"R_2014"
14,752,755,757,6,2015-07-24,2015-07-27,2015-07-29,1.9827,2.9398,0.7233,11.896,0.9064,1.8659,0.7277,5.4386,25.797,26.7479,0.7111,154.7818,0.5807,0.7315,"R",2015,"R_2015"
15,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.0885,2.7435,0.5144,10.4425,1.2744,1.931,0.5146,6.372,24.9348,25.593,0.5459,124.6738,0.6469,0.6639,"R",2015,"R_2015"
16,791,806,811,21,2015-09-01,2018-05-29,2018-06-03,2.8802,6.6714,2.1222,60.4837,1.8258,5.578,2.095,38.3415,20.899,24.7125,2.7538,438.8788,0.006,1.1182,"R",2015,"R_2015"
17,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0195,3.6358,0.6044,64.6225,0.9729,2.6175,0.6039,31.1337,25.039,26.5259,1.0171,801.2479,0.22,0.1368,"R",2018,"R_2018"
18,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,2.0822,3.0703,0.604,24.987,1.2556,2.2386,0.605,15.0668,24.9506,26.0607,0.7368,299.4073,0.4806,0.309,"R",2018,"R_2018"
19,945,948,963,19,2019-07-03,2019-07-06,2019-07-21,1.9623,2.6956,0.4705,37.2836,0.8729,1.618,0.4731,16.586,25.6199,26.4501,0.477,486.7779,0.4118,0.1077,"R",2019,"R_2019"
20,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.7934,2.4793,0.4832,12.554,0.8159,1.4992,0.4794,5.7111,25.3081,26.0002,0.5079,177.1568,0.466,0.4462,"R",2019,"R_2019"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,2.2878,3.8332,1.0452,18.3028,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
2,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.9124,6.105,1.5518,74.3351,2.835,5.0092,1.5356,53.8651,21.3755,24.0045,2.1304,406.1346,0.5993,0.4993,"L",2010,"L_2010"
3,274,276,280,7,2010-07-06,2010-07-08,2010-07-12,1.9533,2.6111,0.6202,13.673,0.8669,1.5277,0.6203,6.0686,25.4694,26.0817,0.6253,178.2857,0.5964,0.3511,"L",2010,"L_2010"
4,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.8351,3.6939,0.6658,19.846,1.9774,2.8512,0.6819,13.8416,25.8773,26.6752,0.617,181.1413,0.5168,0.8894,"L",2010,"L_2010"
5,328,330,332,5,2010-08-29,2010-08-31,2010-09-02,2.2452,2.8609,0.688,11.2259,1.3517,1.9698,0.6838,6.7583,23.4551,24.074,0.6413,117.2757,0.745,0.6638,"L",2010,"L_2010"
6,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.9396,5.0566,1.5277,14.6981,1.938,4.0676,1.5322,9.6902,22.5923,24.8877,1.6343,112.9617,1.0693,3.1378,"L",2011,"L_2011"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8244,2.3815,0.3436,12.7706,0.7547,1.3073,0.3477,5.2832,25.0719,25.6379,0.3081,175.5031,0.302,0.334,"L",2011,"L_2011"
8,399,403,408,10,2011-07-17,2011-07-21,2011-07-26,2.5189,3.9266,0.9167,25.1894,1.4228,2.8247,0.9109,14.2279,26.3046,27.7262,0.9304,263.0463,0.7612,0.5357,"L",2011,"L_2011"
9,416,419,422,7,2011-08-03,2011-08-06,2011-08-09,1.7315,2.3566,0.4663,12.1204,0.7712,1.3923,0.4737,5.3984,25.1215,25.7529,0.4586,175.8505,0.3528,0.4591,"L",2011,"L_2011"
10,428,430,433,6,2011-08-15,2011-08-17,2011-08-20,1.5127,1.9832,0.3908,9.0761,0.7069,1.1776,0.3931,4.2412,24.1685,24.6821,0.4248,145.0113,0.5435,0.302,"L",2011,"L_2011"
11,496,500,501,6,2013-07-04,2013-07-08,2013-07-09,1.998,2.6902,0.5455,11.9882,0.9202,1.6068,0.5388,5.5209,25.3596,26.1608,0.6724,152.1576,0.4349,0.7223,"L",2013,"L_2013"
12,505,510,513,9,2013-07-13,2013-07-18,2013-07-21,3.0138,4.6171,1.2469,27.1242,1.9149,3.514,1.2441,17.2344,26.7843,28.4115,1.2701,241.059,0.6344,0.9282,"L",2013,"L_2013"
13,547,552,556,10,2013-08-24,2013-08-29,2013-09-02,2.619,4.0443,1.0711,26.1898,1.749,3.171,1.0711,17.4902,24.1447,25.5248,1.1064,241.4472,0.5705,0.7635,"L",2013,"L_2013"
14,571,577,583,13,2014-05-26,2014-06-01,2014-06-07,2.7192,4.4758,1.0618,35.349,1.6566,3.4008,1.0444,21.5356,21.2321,23.0169,1.1051,276.0169,0.4334,0.5318,"L",2014,"L_2014"
15,752,755,758,7,2015-07-24,2015-07-27,2015-07-30,1.937,2.8664,0.7222,13.5592,0.8643,1.7925,0.7228,6.0499,25.6666,26.5995,0.7212,179.6661,0.5506,0.5617,"L",2015,"L_2015"
16,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,1.3648,2.0975,0.5692,6.824,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
17,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,1.9243,5.6427,2.0852,40.4099,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
18,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0557,3.605,0.6108,65.7821,1.0092,2.5867,0.6052,32.2934,25.0002,26.4201,1.0608,800.0076,0.2053,0.1342,"L",2018,"L_2018"
19,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9914,2.9444,0.5998,23.897,1.1647,2.1127,0.5985,13.9767,24.7848,25.8598,0.7486,297.4173,0.4507,0.306,"L",2018,"L_2018"
20,945,958,963,19,2019-07-03,2019-07-16,2019-07-21,2.0964,2.7335,0.4758,39.8324,1.0071,1.6368,0.4765,19.1349,25.679,26.5054,0.515,487.9018,0.107,0.3034,"L",2019,"L_2019"
21,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.6919,2.3144,0.4624,11.843,0.7143,1.3343,0.4598,5.0001,25.1315,25.7603,0.4846,175.9208,0.4401,0.4041,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.5766,2.5346,0.9598,7.8828,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
2,49,63,67,19,2013-07-04,2013-07-18,2013-07-22,2.5567,5.1486,1.3672,48.5778,1.4655,4.0454,1.3634,27.8436,25.7242,28.4907,1.4416,488.7592,0.2706,1.0148,"T",2013,"T_2013"
3,97,105,108,12,2013-08-21,2013-08-29,2013-09-01,2.7284,4.6475,1.1263,32.7413,1.8768,3.7743,1.1061,22.5215,24.0371,25.6758,0.8993,288.4457,0.3969,0.8027,"T",2013,"T_2013"
4,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,1.8486,3.5003,1.1179,25.8803,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
5,304,308,310,7,2015-07-23,2015-07-27,2015-07-29,2.3606,3.5725,0.8924,16.5239,1.2818,2.4986,0.8997,8.9727,25.6546,26.8533,0.8721,179.5823,0.6377,0.8074,"T",2015,"T_2015"
6,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.3175,2.4539,0.9731,9.2225,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
