"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.0061,4.5362,1.0767,24.0489,1.941,3.4785,1.0829,15.5276,25.1808,26.784,1.2573,201.4466,0.7771,0.9849,"R",2009,"R_2009"
2,226,233,243,18,2010-05-19,2010-05-26,2010-06-05,3.6775,5.7988,1.4241,66.1944,2.4967,4.6109,1.405,44.9411,21.3252,23.467,1.9173,383.8534,0.5894,0.4653,"R",2010,"R_2010"
3,275,277,279,5,2010-07-07,2010-07-09,2010-07-11,2.0668,2.3332,0.341,10.3339,0.8991,1.1618,0.3413,4.4957,25.6643,25.9514,0.3298,128.3216,0.3678,0.4029,"R",2010,"R_2010"
4,307,312,314,8,2010-08-08,2010-08-13,2010-08-15,2.6839,3.6221,0.8293,21.4709,1.7574,2.7217,0.8582,14.0589,25.8316,26.6784,0.7394,206.653,0.4652,0.7998,"R",2010,"R_2010"
5,328,331,332,5,2010-08-29,2010-09-01,2010-09-02,2.2182,2.7837,0.5859,11.0911,1.2719,1.829,0.5797,6.3593,23.5031,23.933,0.5217,117.5157,0.4884,0.9382,"R",2010,"R_2010"
6,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.7857,4.7065,1.465,13.9284,1.6775,3.6106,1.4696,8.3873,22.5134,24.6126,1.5742,112.5669,1.0337,2.8776,"R",2011,"R_2011"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8417,2.3839,0.3139,12.8916,0.7003,1.2382,0.3178,4.9024,25.1642,25.7153,0.3109,176.1491,0.3458,0.3369,"R",2011,"R_2011"
8,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.9435,3.7298,0.8292,46.645,0.8267,2.551,0.8158,19.841,25.6532,27.6044,0.8881,615.678,0.7265,0.1432,"R",2011,"R_2011"
9,428,430,434,7,2011-08-15,2011-08-17,2011-08-21,1.5856,2.0268,0.4259,11.0992,0.7224,1.1633,0.4252,5.0568,24.2749,24.8451,0.5474,169.9246,0.4215,0.302,"R",2011,"R_2011"
10,496,500,501,6,2013-07-04,2013-07-08,2013-07-09,1.9983,2.6672,0.5161,11.9896,0.8446,1.5043,0.5041,5.0677,25.4348,26.2128,0.644,152.6089,0.4035,0.6499,"R",2013,"R_2013"
11,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2429,4.7765,1.2429,25.9436,2.0679,3.5993,1.2413,16.5435,27.0972,28.6459,1.2554,216.7776,0.7614,1.0045,"R",2013,"R_2013"
12,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.3364,4.2129,1.1311,30.3737,1.4257,3.2867,1.119,18.5347,24.1087,25.7684,1.0363,313.4126,0.3646,0.7999,"R",2013,"R_2013"
13,570,576,583,14,2014-05-25,2014-05-31,2014-06-07,2.7029,4.3282,1.0449,37.8412,1.5292,3.1181,1.0231,21.4086,21.1879,22.7979,1.1974,296.6312,0.5794,0.4419,"R",2014,"R_2014"
14,753,755,757,5,2015-07-25,2015-07-27,2015-07-29,2.1598,2.9398,0.6471,10.7988,1.0085,1.7881,0.6478,5.0427,25.9663,26.7479,0.6458,129.8315,0.6679,0.7315,"R",2015,"R_2015"
15,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.0885,2.7435,0.5144,10.4425,1.2159,1.872,0.514,6.0795,24.9348,25.593,0.5459,124.6738,0.6469,0.6639,"R",2015,"R_2015"
16,791,806,810,20,2015-09-01,2018-05-29,2018-06-02,2.9697,6.6714,2.1363,59.3943,1.8243,5.463,2.0933,36.485,20.9394,24.7125,2.819,418.7873,0.006,1.1442,"R",2015,"R_2015"
17,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0195,3.6358,0.6044,64.6225,0.8975,2.557,0.6075,28.7206,25.039,26.5259,1.0171,801.2479,0.22,0.1368,"R",2018,"R_2018"
18,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,2.0822,3.0703,0.604,24.987,1.1972,2.1804,0.6048,14.3659,24.9506,26.0607,0.7368,299.4073,0.4806,0.309,"R",2018,"R_2018"
19,945,948,962,18,2019-07-03,2019-07-06,2019-07-20,2.0072,2.6956,0.4403,36.1293,0.8425,1.5432,0.4434,15.1641,25.6527,26.4501,0.4682,461.749,0.4118,0.0864,"R",2019,"R_2019"
20,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.7934,2.4793,0.4832,12.554,0.748,1.4314,0.479,5.2357,25.3081,26.0002,0.5079,177.1568,0.466,0.4462,"R",2019,"R_2019"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,2.2092,3.7531,1.0447,17.6736,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
2,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.9124,6.105,1.5518,74.3351,2.7336,4.9171,1.5306,51.9385,21.3755,24.0045,2.1304,406.1346,0.5993,0.4993,"L",2010,"L_2010"
3,274,276,279,6,2010-07-06,2010-07-08,2010-07-11,2.0902,2.6111,0.5513,12.5415,0.9252,1.4482,0.5473,5.551,25.5812,26.0817,0.6034,153.4875,0.5964,0.339,"L",2010,"L_2010"
4,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.8351,3.6939,0.6658,19.846,1.9174,2.7935,0.6834,13.422,25.8773,26.6752,0.617,181.1413,0.5168,0.8894,"L",2010,"L_2010"
5,328,330,332,5,2010-08-29,2010-08-31,2010-09-02,2.2452,2.8609,0.688,11.2259,1.2989,1.9162,0.6836,6.4943,23.4551,24.074,0.6413,117.2757,0.745,0.6638,"L",2010,"L_2010"
6,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.9396,5.0566,1.5277,14.6981,1.8314,3.9607,1.5323,9.1571,22.5923,24.8877,1.6343,112.9617,1.0693,3.1378,"L",2011,"L_2011"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8244,2.3815,0.3436,12.7706,0.6831,1.2358,0.3509,4.7814,25.0719,25.6379,0.3081,175.5031,0.302,0.334,"L",2011,"L_2011"
8,399,403,408,10,2011-07-17,2011-07-21,2011-07-26,2.5189,3.9266,0.9167,25.1894,1.346,2.7478,0.9112,13.4597,26.3046,27.7262,0.9304,263.0463,0.7612,0.5357,"L",2011,"L_2011"
9,416,419,422,7,2011-08-03,2011-08-06,2011-08-09,1.7315,2.3566,0.4663,12.1204,0.7046,1.3253,0.4747,4.9319,25.1215,25.7529,0.4586,175.8505,0.3528,0.4591,"L",2011,"L_2011"
10,428,430,433,6,2011-08-15,2011-08-17,2011-08-20,1.5127,1.9832,0.3908,9.0761,0.6489,1.1197,0.3933,3.8934,24.1685,24.6821,0.4248,145.0113,0.5435,0.302,"L",2011,"L_2011"
11,496,500,501,6,2013-07-04,2013-07-08,2013-07-09,1.998,2.6902,0.5455,11.9882,0.8444,1.5273,0.5338,5.0664,25.3596,26.1608,0.6724,152.1576,0.4349,0.7223,"L",2013,"L_2013"
12,505,510,513,9,2013-07-13,2013-07-18,2013-07-21,3.0138,4.6171,1.2469,27.1242,1.8392,3.4399,1.2451,16.5531,26.7843,28.4115,1.2701,241.059,0.6344,0.9282,"L",2013,"L_2013"
13,547,552,556,10,2013-08-24,2013-08-29,2013-09-02,2.619,4.0443,1.0711,26.1898,1.6954,3.1181,1.0709,16.9545,24.1447,25.5248,1.1064,241.4472,0.5705,0.7635,"L",2013,"L_2013"
14,571,577,583,13,2014-05-26,2014-06-01,2014-06-07,2.7192,4.4758,1.0618,35.349,1.5466,3.2827,1.039,20.1056,21.2321,23.0169,1.1051,276.0169,0.4334,0.5318,"L",2014,"L_2014"
15,753,755,757,5,2015-07-25,2015-07-27,2015-07-29,2.268,2.8664,0.5505,11.3402,1.1168,1.7147,0.5539,5.5842,25.9996,26.5995,0.5417,129.998,0.619,0.532,"L",2015,"L_2015"
16,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,1.3063,2.0385,0.5686,6.5315,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
17,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,1.8325,5.5241,2.0714,38.4833,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
18,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0557,3.605,0.6108,65.7821,0.9338,2.5262,0.6086,29.8803,25.0002,26.4201,1.0608,800.0076,0.2053,0.1342,"L",2018,"L_2018"
19,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9914,2.9444,0.5998,23.897,1.1063,2.0545,0.5982,13.2759,24.7848,25.8598,0.7486,297.4173,0.4507,0.306,"L",2018,"L_2018"
20,945,958,963,19,2019-07-03,2019-07-16,2019-07-21,2.0964,2.7335,0.4758,39.8324,0.931,1.5615,0.4775,17.6885,25.679,26.5054,0.515,487.9018,0.107,0.3034,"L",2019,"L_2019"
21,976,978,981,6,2019-08-03,2019-08-05,2019-08-08,1.796,2.3144,0.4069,10.7757,0.7587,1.2665,0.3839,4.5523,25.2128,25.7603,0.4757,151.277,0.3632,0.4041,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.5029,2.4568,0.9612,7.5146,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
2,49,53,54,6,2013-07-04,2013-07-08,2013-07-09,2.498,3.2859,0.6421,14.9882,1.3444,2.1231,0.63,8.0665,25.4073,26.3043,0.7716,152.444,0.4581,0.7677,"T",2013,"T_2013"
3,58,63,66,9,2013-07-13,2013-07-18,2013-07-21,3.2992,5.1486,1.4244,29.6928,2.1246,3.9713,1.4224,19.1215,26.6175,28.4907,1.4488,239.5571,0.7185,1.0333,"T",2013,"T_2013"
4,97,105,108,12,2013-08-21,2013-08-29,2013-09-01,2.7284,4.6475,1.1263,32.7413,1.8228,3.7213,1.1065,21.8737,24.0371,25.6758,0.8993,288.4457,0.3969,0.8027,"T",2013,"T_2013"
5,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,1.7401,3.3821,1.1104,24.3619,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
6,305,308,310,6,2015-07-24,2015-07-27,2015-07-29,2.5635,3.5725,0.7808,15.3809,1.4093,2.4208,0.7857,8.456,25.8505,26.8533,0.7682,155.1032,0.6314,0.8074,"T",2015,"T_2015"
7,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.2593,2.3949,0.9724,8.815,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
