"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
11,800,806,809,10,2018-05-23,2018-05-29,2018-06-01,4.7291,6.6714,1.522,47.2907,2.5336,4.4069,1.4458,25.3363,22.4049,24.7125,1.9909,224.0486,0.7511,1.0927,"R",2018,"R_2018"
12,837,838,849,13,2018-06-29,2018-06-30,2018-07-11,2.5626,3.6358,0.4257,33.3139,0.7179,1.7645,0.4163,9.3321,25.8616,26.5259,0.3607,336.2008,1.0433,0.1804,"R",2018,"R_2018"
13,880,883,889,10,2018-08-11,2018-08-14,2018-08-20,2.2674,3.0703,0.4605,22.674,0.8995,1.6904,0.4535,8.9952,25.141,26.0607,0.5941,251.4099,0.4313,0.2673,"R",2018,"R_2018"
14,957,959,961,5,2019-07-15,2019-07-17,2019-07-19,2.2898,2.5896,0.2954,11.449,0.4947,0.7925,0.2935,2.4734,26.1457,26.4501,0.2859,130.7284,0.26,0.2713,"R",2019,"R_2019"
15,976,978,980,5,2019-08-03,2019-08-05,2019-08-07,2.0319,2.4793,0.3183,10.1595,0.5004,0.9477,0.3136,2.502,25.5498,26.0002,0.3472,127.749,0.3878,0.3918,"R",2019,"R_2019"
1,146,149,152,7,2009-06-21,2009-06-24,2009-06-27,3.4659,4.8108,0.957,24.2613,1.5015,2.8433,0.961,10.5103,25.629,26.9836,1.0482,179.4028,0.7648,1.0093,"L",2009,"L_2009"
2,226,233,241,16,2010-05-19,2010-05-26,2010-06-03,4.3465,6.105,1.2592,69.5433,2.2007,3.9735,1.1661,35.2113,21.7151,24.0045,1.9955,347.4412,0.5523,0.4015,"L",2010,"L_2010"
3,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.8351,3.6939,0.6658,19.846,1.4216,2.2998,0.6854,9.951,25.8773,26.6752,0.617,181.1413,0.5168,0.8894,"L",2010,"L_2010"
4,400,403,406,7,2011-07-18,2011-07-21,2011-07-24,2.9698,3.9266,0.6804,20.7883,1.2052,2.1537,0.6659,8.4361,26.7635,27.7262,0.6873,187.3444,0.5619,0.6204,"L",2011,"L_2011"
5,506,510,512,7,2013-07-14,2013-07-18,2013-07-20,3.4576,4.6171,1.0106,24.2031,1.6638,2.8229,1.0103,11.6465,27.2339,28.4115,1.0312,190.6375,0.6785,0.9252,"L",2013,"L_2013"
6,548,552,555,8,2013-08-25,2013-08-29,2013-09-01,3.0195,4.0443,0.7472,24.1556,1.6258,2.6469,0.7408,13.0063,24.5517,25.5248,0.7262,196.4132,0.6098,0.6418,"L",2013,"L_2013"
7,574,577,578,5,2014-05-29,2014-06-01,2014-06-02,3.7789,4.4758,0.8059,18.8943,1.4558,2.1227,0.7687,7.2788,22.115,23.0169,1.0914,110.5752,0.6342,0.8352,"L",2014,"L_2014"
8,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,0.8236,1.5586,0.5694,4.1182,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
9,800,807,809,10,2018-05-23,2018-05-30,2018-06-01,4.8019,6.7353,1.5496,48.0191,2.6065,4.466,1.4731,26.0647,22.4027,24.8707,2.0176,224.027,0.6321,1.5518,"L",2018,"L_2018"
10,837,838,849,13,2018-06-29,2018-06-30,2018-07-11,2.6196,3.605,0.4295,34.0547,0.7748,1.7337,0.4224,10.073,25.8436,26.4201,0.4014,335.9667,1.0487,0.1605,"L",2018,"L_2018"
11,880,883,889,10,2018-08-11,2018-08-14,2018-08-20,2.1719,2.9444,0.4598,21.7191,0.804,1.5644,0.4498,8.0402,24.9705,25.8598,0.6065,249.705,0.3974,0.2674,"L",2018,"L_2018"
12,957,958,962,6,2019-07-15,2019-07-16,2019-07-20,2.3949,2.7335,0.3425,14.3696,0.6016,0.936,0.3381,3.6098,26.1791,26.5054,0.3295,157.0748,0.4007,0.2616,"L",2019,"L_2019"
13,976,978,980,5,2019-08-03,2019-08-05,2019-08-07,1.9252,2.3144,0.286,9.6258,0.3937,0.7828,0.28,1.9683,25.3681,25.7603,0.3195,126.8403,0.3632,0.3622,"L",2019,"L_2019"
1,50,53,54,5,2013-07-05,2013-07-08,2013-07-09,2.6813,3.2859,0.5132,13.4066,0.8416,1.4484,0.5189,4.2081,25.6279,26.3043,0.6158,128.1395,0.4121,0.7677,"T",2013,"T_2013"
2,59,63,66,8,2013-07-14,2013-07-18,2013-07-21,3.556,5.1486,1.2808,28.4483,1.7648,3.3544,1.277,14.1184,26.883,28.4907,1.2937,215.0641,0.7944,1.0333,"T",2013,"T_2013"
3,100,105,108,9,2013-08-24,2013-08-29,2013-09-01,3.1044,4.6475,1.0441,27.9395,1.7152,3.2501,1.0326,15.4369,24.2438,25.6758,0.9417,218.1939,0.5882,0.8027,"T",2013,"T_2013"
4,124,130,132,9,2014-05-26,2014-06-01,2014-06-03,3.5267,4.5753,0.8642,31.7406,1.2491,2.2222,0.8181,11.2423,21.1991,22.6993,1.205,190.792,0.414,1.0803,"T",2014,"T_2014"
5,306,308,310,5,2015-07-25,2015-07-27,2015-07-29,2.7598,3.5725,0.6878,13.7989,1.0889,1.9004,0.6907,5.4444,26.0391,26.8533,0.6863,130.1954,0.7139,0.8074,"T",2015,"T_2015"
6,326,328,330,5,2015-08-14,2015-08-16,2015-08-18,2.6183,3.2665,0.6191,13.0914,1.263,1.9151,0.6206,6.3149,24.9372,25.5887,0.6424,124.6862,0.7058,0.7547,"T",2015,"T_2015"
