"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
11,486,488,490,5,2013-06-24,2013-06-26,2013-06-28,2.1623,3.2422,0.95,10.8115,1.3895,2.4734,0.9489,6.9474,24.6362,25.7206,1.0363,123.1809,1.2809,0.8947,"R",2013,"R_2013"
12,496,510,513,18,2013-07-04,2013-07-18,2013-07-21,2.2972,4.7765,1.2929,41.3491,1.4428,3.9035,1.2844,25.9698,25.9821,28.6459,1.3951,467.6781,0.2707,1.0045,"R",2013,"R_2013"
13,543,552,556,14,2013-08-20,2013-08-29,2013-09-02,2.222,4.2129,1.1681,31.1079,1.5524,3.5226,1.1488,21.7339,24.0483,25.7684,1.021,336.6765,0.416,0.7999,"R",2013,"R_2013"
14,570,576,583,14,2014-05-25,2014-05-31,2014-06-07,2.7029,4.3282,1.0449,37.8412,1.8315,3.4325,1.0272,25.6414,21.1879,22.7979,1.1974,296.6312,0.5794,0.4419,"R",2014,"R_2014"
15,752,755,757,6,2015-07-24,2015-07-27,2015-07-29,1.9827,2.9398,0.7233,11.896,1.1432,2.1034,0.7284,6.8591,25.797,26.7479,0.7111,154.7818,0.5807,0.7315,"R",2015,"R_2015"
16,773,775,778,6,2015-08-14,2015-08-16,2015-08-19,1.8593,2.7435,0.7259,11.1556,1.2482,2.1317,0.7239,7.4894,24.6669,25.593,0.8178,148.0015,0.6469,0.7138,"R",2015,"R_2015"
17,791,806,811,21,2015-09-01,2018-05-29,2018-06-03,2.8802,6.6714,2.1222,60.4837,1.9911,5.7657,2.1111,41.8133,20.899,24.7125,2.7538,438.8788,0.006,1.1182,"R",2015,"R_2015"
18,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0195,3.6358,0.6044,64.6225,1.2025,2.8399,0.6053,38.4809,25.039,26.5259,1.0171,801.2479,0.22,0.1368,"R",2018,"R_2018"
19,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,2.0822,3.0703,0.604,24.987,1.4589,2.4496,0.6086,17.5071,24.9506,26.0607,0.7368,299.4073,0.4806,0.309,"R",2018,"R_2018"
20,945,948,971,27,2019-07-03,2019-07-06,2019-07-29,1.7021,2.6956,0.5839,45.9573,0.8514,1.8573,0.5825,22.9887,25.41,26.4501,0.535,686.0712,0.4118,0.0858,"R",2019,"R_2019"
21,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.7934,2.4793,0.4832,12.554,1.0544,1.7418,0.482,7.3809,25.3081,26.0002,0.5079,177.1568,0.466,0.4462,"R",2019,"R_2019"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,2.5065,4.0482,1.0423,20.0517,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
2,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.9124,6.105,1.5518,74.3351,3.0056,5.1798,1.5462,57.1061,21.3755,24.0045,2.1304,406.1346,0.5993,0.4993,"L",2010,"L_2010"
3,272,276,281,10,2010-07-04,2010-07-08,2010-07-13,1.7169,2.6111,0.6491,17.1685,0.8746,1.7769,0.6539,8.7456,25.1914,26.0817,0.6852,251.9136,0.336,0.3703,"L",2010,"L_2010"
4,307,312,315,9,2010-08-08,2010-08-13,2010-08-16,2.3749,3.6939,1.0821,21.3742,1.7294,3.0651,1.0914,15.5644,25.4145,26.6752,1.0801,228.7308,0.5333,0.9783,"L",2010,"L_2010"
5,327,330,332,6,2010-08-28,2010-08-31,2010-09-02,2,2.8609,0.8598,12.0002,1.2863,2.1429,0.8432,7.7179,23.2762,24.074,0.7219,139.6572,0.6905,0.6638,"L",2010,"L_2010"
6,356,360,361,6,2011-06-04,2011-06-08,2011-06-09,2.621,5.0566,1.5736,15.7261,1.8215,4.2666,1.5808,10.9287,22.1839,24.8877,1.7713,133.1035,1.0918,3.1378,"L",2011,"L_2011"
7,384,393,394,11,2011-07-02,2011-07-11,2011-07-12,1.7876,2.8871,0.5368,19.6636,0.9507,2.0373,0.5354,10.4572,25.1636,26.5141,0.5554,276.8,0.1645,1.1814,"L",2011,"L_2011"
8,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.906,3.9266,0.8704,45.7434,1.0981,3.0587,0.8514,26.3534,25.5407,27.7262,0.9396,612.9765,0.7612,0.1629,"L",2011,"L_2011"
9,428,430,434,7,2011-08-15,2011-08-17,2011-08-21,1.392,1.9832,0.4788,9.744,0.7817,1.3754,0.4818,5.4716,24.0063,24.6821,0.5784,168.0444,0.5435,0.3423,"L",2011,"L_2011"
10,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2294,4.6171,1.2501,42.3579,1.3744,3.7441,1.2424,26.1133,25.8491,28.4115,1.3418,491.1325,0.2678,0.9215,"L",2013,"L_2013"
11,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.2408,4.0443,1.1758,29.1307,1.5667,3.354,1.1579,20.3677,23.9381,25.5248,1.0417,311.1948,0.4007,0.7635,"L",2013,"L_2013"
12,570,577,583,14,2014-05-25,2014-06-01,2014-06-07,2.5944,4.4758,1.1218,36.3218,1.723,3.5962,1.1108,24.122,21.0044,23.0169,1.3612,294.0619,0.5646,0.5318,"L",2014,"L_2014"
13,752,755,758,7,2015-07-24,2015-07-27,2015-07-30,1.937,2.8664,0.7222,13.5592,1.1009,2.03,0.7235,7.706,25.6666,26.5995,0.7212,179.6661,0.5506,0.5617,"L",2015,"L_2015"
14,772,775,778,7,2015-08-13,2015-08-16,2015-08-19,1.7553,2.91,0.8604,12.2868,1.1417,2.2982,0.8623,7.9918,24.5234,25.6845,0.8895,171.664,0.7643,0.7655,"L",2015,"L_2015"
15,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,2.0896,5.8306,2.1004,43.8816,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
16,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0557,3.605,0.6108,65.7821,1.2388,2.8091,0.6078,39.6406,25.0002,26.4201,1.0608,800.0076,0.2053,0.1342,"L",2018,"L_2018"
17,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9914,2.9444,0.5998,23.897,1.3681,2.3237,0.6029,16.417,24.7848,25.8598,0.7486,297.4173,0.4507,0.306,"L",2018,"L_2018"
18,944,958,971,28,2019-07-02,2019-07-16,2019-07-29,1.7727,2.7335,0.6325,49.6345,0.9232,1.8646,0.6285,25.8491,25.383,26.5054,0.6475,710.7254,0.1339,0.1474,"L",2019,"L_2019"
19,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.6919,2.3144,0.4624,11.843,0.9528,1.5769,0.4624,6.6699,25.1315,25.7603,0.4846,175.9208,0.4401,0.4041,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.791,2.7515,0.9607,8.9549,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
2,48,63,67,20,2013-07-03,2013-07-18,2013-07-22,2.4722,5.1486,1.3834,49.4449,1.6186,4.2756,1.3758,32.3729,25.6132,28.4907,1.4883,512.2644,0.2881,1.0148,"T",2013,"T_2013"
3,96,105,109,14,2013-08-20,2013-08-29,2013-09-02,2.4552,4.6475,1.2478,34.3727,1.7856,3.9572,1.2315,24.9989,23.7543,25.6758,1.1273,332.5602,0.4617,0.9417,"T",2013,"T_2013"
4,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,2.0425,3.6957,1.1171,28.5947,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
5,304,308,311,8,2015-07-23,2015-07-27,2015-07-30,2.1897,3.5725,0.9572,17.5172,1.3505,2.7361,0.9594,10.8037,25.4743,26.8533,0.9549,203.7944,0.6377,0.7705,"T",2015,"T_2015"
6,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.5197,2.6547,0.9727,10.6376,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
