"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
15,570,576,583,14,2014-05-25,2014-05-31,2014-06-07,2.7029,4.3282,1.0449,37.8412,1.8549,3.4496,1.026,25.9692,21.1879,22.7979,1.1974,296.6312,0.5794,0.4419,"R",2014,"R_2014"
16,752,755,757,6,2015-07-24,2015-07-27,2015-07-29,1.9827,2.9398,0.7233,11.896,1.2008,2.1595,0.7279,7.2047,25.797,26.7479,0.7111,154.7818,0.5807,0.7315,"R",2015,"R_2015"
17,773,775,778,6,2015-08-14,2015-08-16,2015-08-19,1.8593,2.7435,0.7259,11.1556,1.288,2.1732,0.7268,7.7282,24.6669,25.593,0.8178,148.0015,0.6469,0.7138,"R",2015,"R_2015"
18,791,806,811,21,2015-09-01,2018-05-29,2018-06-03,2.8802,6.6714,2.1222,60.4837,2.0212,5.7931,2.1086,42.4447,20.899,24.7125,2.7538,438.8788,0.006,1.1182,"R",2015,"R_2015"
19,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0195,3.6358,0.6044,64.6225,1.2523,2.8851,0.6052,40.0726,25.039,26.5259,1.0171,801.2479,0.22,0.1368,"R",2018,"R_2018"
20,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,2.0822,3.0703,0.604,24.987,1.5008,2.4952,0.6107,18.0092,24.9506,26.0607,0.7368,299.4073,0.4806,0.309,"R",2018,"R_2018"
21,944,948,971,28,2019-07-02,2019-07-06,2019-07-29,1.6695,2.6956,0.5983,46.7473,0.8768,1.9105,0.5948,24.5507,25.3549,26.4501,0.6005,709.938,0.4316,0.0858,"R",2019,"R_2019"
22,975,978,985,11,2019-08-02,2019-08-05,2019-08-12,1.4811,2.4793,0.6058,16.2917,0.8241,1.7976,0.5826,9.0653,24.886,26.0002,0.723,273.7465,0.466,0.2049,"R",2019,"R_2019"
1,82,85,86,5,2008-08-02,2008-08-05,2008-08-06,0.9315,1.2573,0.2307,4.6574,0.2483,0.5884,0.2467,1.2413,24.3744,24.6536,0.1841,121.8719,0.1605,0.2755,"L",2008,"L_2008"
2,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,2.5479,4.0907,1.0442,20.3835,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
3,200,201,204,5,2009-08-14,2009-08-15,2009-08-18,1.4693,2.1247,0.594,7.3464,0.8983,1.5536,0.5935,4.4914,24.2405,24.9713,0.6788,121.2026,0.753,0.5695,"L",2009,"L_2009"
4,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.9124,6.105,1.5518,74.3351,3.0349,5.2156,1.5451,57.6626,21.3755,24.0045,2.1304,406.1346,0.5993,0.4993,"L",2010,"L_2010"
5,272,276,281,10,2010-07-04,2010-07-08,2010-07-13,1.7169,2.6111,0.6491,17.1685,0.9302,1.8341,0.6553,9.3024,25.1914,26.0817,0.6852,251.9136,0.336,0.3703,"L",2010,"L_2010"
6,307,312,315,9,2010-08-08,2010-08-13,2010-08-16,2.3749,3.6939,1.0821,21.3742,1.7769,3.1121,1.0916,15.9925,25.4145,26.6752,1.0801,228.7308,0.5333,0.9783,"L",2010,"L_2010"
7,327,330,332,6,2010-08-28,2010-08-31,2010-09-02,2,2.8609,0.8598,12.0002,1.3138,2.1674,0.841,7.883,23.2762,24.074,0.7219,139.6572,0.6905,0.6638,"L",2010,"L_2010"
8,356,360,361,6,2011-06-04,2011-06-08,2011-06-09,2.621,5.0566,1.5736,15.7261,1.8392,4.2845,1.5809,11.035,22.1839,24.8877,1.7713,133.1035,1.0918,3.1378,"L",2011,"L_2011"
9,384,393,394,11,2011-07-02,2011-07-11,2011-07-12,1.7876,2.8871,0.5368,19.6636,1.0054,2.0953,0.5344,11.0591,25.1636,26.5141,0.5554,276.8,0.1645,1.1814,"L",2011,"L_2011"
10,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.906,3.9266,0.8704,45.7434,1.1553,3.1178,0.8519,27.7271,25.5407,27.7262,0.9396,612.9765,0.7612,0.1629,"L",2011,"L_2011"
11,428,430,434,7,2011-08-15,2011-08-17,2011-08-21,1.392,1.9832,0.4788,9.744,0.8191,1.414,0.4825,5.7334,24.0063,24.6821,0.5784,168.0444,0.5435,0.3423,"L",2011,"L_2011"
12,443,446,447,5,2011-08-30,2011-09-02,2011-09-03,1.1909,1.9671,0.5386,5.9546,0.479,1.2395,0.5198,2.3948,22.2623,22.9,0.423,111.3115,0.3358,0.9434,"L",2011,"L_2011"
13,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2294,4.6171,1.2501,42.3579,1.4314,3.8033,1.2433,27.1973,25.8491,28.4115,1.3418,491.1325,0.2678,0.9215,"L",2013,"L_2013"
14,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.2408,4.0443,1.1758,29.1307,1.597,3.383,1.1568,20.7604,23.9381,25.5248,1.0417,311.1948,0.4007,0.7635,"L",2013,"L_2013"
15,570,577,583,14,2014-05-25,2014-06-01,2014-06-07,2.5944,4.4758,1.1218,36.3218,1.7464,3.6134,1.1084,24.4499,21.0044,23.0169,1.3612,294.0619,0.5646,0.5318,"L",2014,"L_2014"
16,752,755,758,7,2015-07-24,2015-07-27,2015-07-30,1.937,2.8664,0.7222,13.5592,1.1589,2.0861,0.7228,8.112,25.6666,26.5995,0.7212,179.6661,0.5506,0.5617,"L",2015,"L_2015"
17,772,775,778,7,2015-08-13,2015-08-16,2015-08-19,1.7553,2.91,0.8604,12.2868,1.1825,2.3397,0.8631,8.2776,24.5234,25.6845,0.8895,171.664,0.7643,0.7655,"L",2015,"L_2015"
18,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,2.1197,5.8563,2.098,44.5131,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
19,819,838,857,39,2018-06-11,2018-06-30,2018-07-19,1.8359,3.605,0.7852,71.6005,1.0762,2.8543,0.7744,41.9735,24.3933,26.4201,1.6459,951.3389,0.1594,0.1342,"L",2018,"L_2018"
20,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9914,2.9444,0.5998,23.897,1.4099,2.3693,0.6054,16.9192,24.7848,25.8598,0.7486,297.4173,0.4507,0.306,"L",2018,"L_2018"
21,944,958,971,28,2019-07-02,2019-07-16,2019-07-29,1.7727,2.7335,0.6325,49.6345,0.9799,1.9216,0.6282,27.438,25.383,26.5054,0.6475,710.7254,0.1339,0.1474,"L",2019,"L_2019"
22,975,978,985,11,2019-08-02,2019-08-05,2019-08-12,1.4162,2.3144,0.5571,15.5785,0.7593,1.6327,0.5358,8.3521,24.7462,25.7603,0.6701,272.2083,0.4401,0.1832,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.8356,2.7963,0.9614,9.1782,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
2,48,63,67,20,2013-07-03,2013-07-18,2013-07-22,2.4722,5.1486,1.3834,49.4449,1.6754,4.3348,1.3769,33.5089,25.6132,28.4907,1.4883,512.2644,0.2881,1.0148,"T",2013,"T_2013"
3,96,105,109,14,2013-08-20,2013-08-29,2013-09-02,2.4552,4.6475,1.2478,34.3727,1.8161,3.9863,1.2305,25.426,23.7543,25.6758,1.1273,332.5602,0.4617,0.9417,"T",2013,"T_2013"
4,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,2.0659,3.7129,1.1153,28.9228,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
5,304,308,312,9,2015-07-23,2015-07-27,2015-07-31,2.0306,3.5725,1.0146,18.2752,1.253,2.7922,1.0106,11.2773,25.3049,26.8533,1.0278,227.7439,0.6377,0.6382,"T",2015,"T_2015"
6,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.5605,2.6962,0.9733,10.9235,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
