"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,82,85,88,7,2008-08-02,2008-08-05,2008-08-08,0.8885,1.2755,0.2197,6.2198,0.2187,0.6066,0.2237,1.5306,24.3536,24.7468,0.243,170.4749,0.162,0.2019,"R",2008,"R_2008"
2,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.0061,4.5362,1.0767,24.0489,2.2797,3.8161,1.0823,18.2375,25.1808,26.784,1.2573,201.4466,0.7771,0.9849,"R",2009,"R_2009"
3,199,201,203,5,2009-08-13,2009-08-15,2009-08-17,1.228,1.8668,0.4701,6.1399,0.6545,1.2957,0.4738,3.2724,24.1463,24.7884,0.4402,120.7316,0.6841,0.4398,"R",2009,"R_2009"
4,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.5341,5.7988,1.5185,67.1477,2.6566,4.9094,1.5148,50.4752,21.0722,23.467,2.1651,400.3721,0.6106,0.4653,"R",2010,"R_2010"
5,274,277,281,8,2010-07-06,2010-07-09,2010-07-13,1.6694,2.3332,0.6081,13.355,0.8822,1.5555,0.6155,7.058,25.2835,25.9514,0.6,202.2684,0.4306,0.3903,"R",2010,"R_2010"
6,302,312,315,14,2010-08-03,2010-08-13,2010-08-16,2.0889,3.6221,0.9707,29.2441,1.4605,3.0403,0.9991,20.4463,25.3475,26.6784,0.8845,354.8652,0.2488,0.8794,"R",2010,"R_2010"
7,327,331,333,7,2010-08-28,2010-09-01,2010-09-03,1.8116,2.7837,0.8435,12.6814,1.116,2.0742,0.8418,7.8123,23.093,23.933,0.8591,161.6508,0.4709,1.0751,"R",2010,"R_2010"
8,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.7857,4.7065,1.465,13.9284,2.0094,3.9344,1.4657,10.047,22.5134,24.6126,1.5742,112.5669,1.0337,2.8776,"R",2011,"R_2011"
9,384,393,394,11,2011-07-02,2011-07-11,2011-07-12,1.7684,2.7502,0.5249,19.4527,0.9862,1.9584,0.522,10.8481,25.2195,26.4522,0.5398,277.414,0.166,1.0858,"R",2011,"R_2011"
10,399,403,434,36,2011-07-17,2011-07-21,2011-08-21,1.6912,3.7298,0.8315,60.8816,0.9969,2.921,0.7925,35.8875,25.1204,27.6044,1.0856,904.3349,0.7265,0.0972,"R",2011,"R_2011"
11,440,446,447,8,2011-08-27,2011-09-02,2011-09-03,1.1152,2.0637,0.4874,8.9219,0.4269,1.3361,0.4581,3.4155,22.4619,23.0716,0.3261,179.6952,0.2119,1.0572,"R",2011,"R_2011"
12,486,488,490,5,2013-06-24,2013-06-26,2013-06-28,2.1623,3.2422,0.95,10.8115,1.4341,2.5181,0.9495,7.1705,24.6362,25.7206,1.0363,123.1809,1.2809,0.8947,"R",2013,"R_2013"
13,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2213,4.7765,1.2992,42.2049,1.4234,3.9627,1.2928,27.0443,25.916,28.6459,1.386,492.4044,0.2707,0.9895,"R",2013,"R_2013"
14,543,552,556,14,2013-08-20,2013-08-29,2013-09-02,2.222,4.2129,1.1681,31.1079,1.5829,3.5516,1.1477,22.1609,24.0483,25.7684,1.021,336.6765,0.416,0.7999,"R",2013,"R_2013"
