"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
11,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2429,4.7765,1.2429,25.9436,1.7688,3.3014,1.2422,14.1501,27.0972,28.6459,1.2554,216.7776,0.7614,1.0045,"R",2013,"R_2013"
12,548,552,555,8,2013-08-25,2013-08-29,2013-09-01,3.0521,4.2129,0.8028,24.4165,1.8799,3.0366,0.7957,15.0392,24.6592,25.7684,0.7844,197.2739,0.6518,0.6936,"R",2013,"R_2013"
13,571,576,579,9,2014-05-26,2014-05-31,2014-06-03,3.2782,4.3282,0.8204,29.5038,1.5876,2.6081,0.8031,14.2883,21.4779,22.7979,1.1116,193.3007,0.4086,0.7167,"R",2014,"R_2014"
14,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.0885,2.7435,0.5144,10.4425,0.9575,1.615,0.5146,4.7874,24.9348,25.593,0.5459,124.6738,0.6469,0.6639,"R",2015,"R_2015"
15,800,806,810,11,2018-05-23,2018-05-29,2018-06-02,4.477,6.6714,1.6686,49.2465,2.8131,4.974,1.6451,30.9445,22.256,24.7125,1.9522,244.8159,0.7511,1.1442,"R",2018,"R_2018"
16,826,831,832,7,2018-06-18,2018-06-23,2018-06-24,1.8314,2.1883,0.2044,12.8195,0.3172,0.7032,0.2329,2.2202,23.6908,24.3131,0.4767,165.8353,0.2368,0.3196,"R",2018,"R_2018"
17,836,838,849,14,2018-06-28,2018-06-30,2018-07-11,2.4973,3.6358,0.4765,34.9618,1.0346,2.2067,0.4853,14.4841,25.7528,26.5259,0.5345,360.5397,0.849,0.1804,"R",2018,"R_2018"
18,879,883,889,11,2018-08-10,2018-08-14,2018-08-20,2.1805,3.0703,0.5233,23.9856,1.031,1.9177,0.5319,11.3408,25.0878,26.0607,0.5906,275.9657,0.4806,0.2673,"R",2018,"R_2018"
19,945,948,949,5,2019-07-03,2019-07-06,2019-07-07,2.2285,2.6956,0.451,11.1423,0.7551,1.2081,0.446,3.7756,25.5555,26.1038,0.4838,127.7774,0.4118,0.7462,"R",2019,"R_2019"
20,955,959,962,8,2019-07-13,2019-07-17,2019-07-20,2.05,2.5896,0.4036,16.4001,0.5765,1.1167,0.404,4.6121,25.8919,26.4501,0.4183,207.1353,0.2427,0.3276,"R",2019,"R_2019"
21,976,978,980,5,2019-08-03,2019-08-05,2019-08-07,2.0319,2.4793,0.3183,10.1595,0.7198,1.1659,0.3121,3.5991,25.5498,26.0002,0.3472,127.749,0.3878,0.3918,"R",2019,"R_2019"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,1.7918,3.3383,1.0537,14.3347,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
2,225,233,242,18,2010-05-18,2010-05-26,2010-06-04,4.0645,6.105,1.4437,73.1606,2.4412,4.4741,1.3909,43.9411,21.4257,24.0045,2.1806,385.6627,0.5993,0.469,"L",2010,"L_2010"
3,275,276,279,5,2010-07-07,2010-07-08,2010-07-11,2.2728,2.6111,0.3608,11.3638,0.7866,1.1201,0.3561,3.9331,25.7953,26.0817,0.3338,128.9766,0.6359,0.339,"L",2010,"L_2010"
4,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.8351,3.6939,0.6658,19.846,1.6484,2.5284,0.6869,11.5389,25.8773,26.6752,0.617,181.1413,0.5168,0.8894,"L",2010,"L_2010"
5,328,330,332,5,2010-08-29,2010-08-31,2010-09-02,2.2452,2.8609,0.688,11.2259,1.0456,1.6618,0.6816,5.228,23.4551,24.074,0.6413,117.2757,0.745,0.6638,"L",2010,"L_2010"
6,384,387,388,5,2011-07-02,2011-07-05,2011-07-06,1.9707,2.3815,0.2887,9.8535,0.5077,0.9046,0.2832,2.5383,25.1421,25.6379,0.347,125.7104,0.302,0.4439,"L",2011,"L_2011"
7,400,403,407,8,2011-07-18,2011-07-21,2011-07-25,2.8032,3.9266,0.7866,22.4257,1.3309,2.4492,0.7809,10.6476,26.5934,27.7262,0.7977,212.7471,0.5619,0.5368,"L",2011,"L_2011"
8,417,419,421,5,2011-08-04,2011-08-06,2011-08-08,1.9365,2.3566,0.3773,9.6823,0.6399,1.0591,0.3935,3.1997,25.3294,25.7529,0.3354,126.6472,0.4226,0.3139,"L",2011,"L_2011"
9,429,430,433,5,2011-08-16,2011-08-17,2011-08-20,1.6241,1.9832,0.3126,8.1207,0.5079,0.8623,0.3059,2.5393,24.2419,24.6821,0.4305,121.2093,0.4013,0.302,"L",2011,"L_2011"
10,497,500,501,5,2013-07-05,2013-07-08,2013-07-09,2.169,2.6902,0.3909,10.8449,0.682,1.1992,0.3863,3.4101,25.5678,26.1608,0.4898,127.8391,0.3646,0.7223,"L",2013,"L_2013"
11,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2369,4.6171,1.1247,25.895,1.7627,3.142,1.1242,14.1014,27.0161,28.4115,1.1362,216.129,0.6785,0.9282,"L",2013,"L_2013"
12,548,552,555,8,2013-08-25,2013-08-29,2013-09-01,3.0195,4.0443,0.7472,24.1556,1.8473,2.868,0.7396,14.7785,24.5517,25.5248,0.7262,196.4132,0.6098,0.6418,"L",2013,"L_2013"
13,571,577,579,9,2014-05-26,2014-06-01,2014-06-03,3.1728,4.4758,0.9516,28.5548,1.4821,2.7593,0.9304,13.3393,21.2974,23.0169,1.3184,191.6767,0.4334,1.0304,"L",2014,"L_2014"
14,753,755,757,5,2015-07-25,2015-07-27,2015-07-29,2.268,2.8664,0.5505,11.3402,0.8336,1.4328,0.559,4.1682,25.9996,26.5995,0.5417,129.998,0.619,0.532,"L",2015,"L_2015"
15,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,1.0479,1.7815,0.569,5.2395,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
16,800,807,810,11,2018-05-23,2018-05-30,2018-06-02,4.5435,6.7353,1.7017,49.978,2.8796,5.0331,1.6783,31.676,22.2475,24.8707,1.9821,244.7224,0.6321,1.4615,"L",2018,"L_2018"
17,826,831,832,7,2018-06-18,2018-06-23,2018-06-24,1.7973,2.0823,0.148,12.5809,0.2831,0.5972,0.174,1.9816,23.5817,24.1321,0.4142,165.0717,0.1898,0.2919,"L",2018,"L_2018"
18,836,838,849,14,2018-06-28,2018-06-30,2018-07-11,2.55,3.605,0.488,35.6995,1.0873,2.1759,0.4946,15.2218,25.7305,26.4201,0.5724,360.2275,0.8523,0.1605,"L",2018,"L_2018"
19,879,883,889,11,2018-08-10,2018-08-14,2018-08-20,2.0938,2.9444,0.5072,23.0323,0.9443,1.7918,0.5125,10.3873,24.9261,25.8598,0.5939,274.1874,0.4507,0.2674,"L",2018,"L_2018"
20,945,948,949,5,2019-07-03,2019-07-06,2019-07-07,2.2392,2.6861,0.4255,11.1959,0.7658,1.1986,0.42,3.8291,25.4912,26.0193,0.4633,127.456,0.399,0.7053,"L",2019,"L_2019"
21,955,958,962,8,2019-07-13,2019-07-16,2019-07-20,2.2423,2.7335,0.4096,17.9385,0.7688,1.2607,0.4099,6.1504,26.0092,26.5054,0.4239,208.0737,0.2998,0.2616,"L",2019,"L_2019"
22,976,978,980,5,2019-08-03,2019-08-05,2019-08-07,1.9252,2.3144,0.286,9.6258,0.6131,1.001,0.2784,3.0654,25.3681,25.7603,0.3195,126.8403,0.3632,0.3622,"L",2019,"L_2019"
1,49,53,54,6,2013-07-04,2013-07-08,2013-07-09,2.498,3.2859,0.6421,14.9882,1.015,1.795,0.6326,6.09,25.4073,26.3043,0.7716,152.444,0.4581,0.7677,"T",2013,"T_2013"
2,59,63,66,8,2013-07-14,2013-07-18,2013-07-21,3.556,5.1486,1.2808,28.4483,2.0818,3.6735,1.28,16.6546,26.883,28.4907,1.2937,215.0641,0.7944,1.0333,"T",2013,"T_2013"
3,97,105,108,12,2013-08-21,2013-08-29,2013-09-01,2.7284,4.6475,1.1263,32.7413,1.5743,3.4712,1.1035,18.892,24.0371,25.6758,0.8993,288.4457,0.3969,0.8027,"T",2013,"T_2013"
4,124,130,132,9,2014-05-26,2014-06-01,2014-06-03,3.5267,4.5753,0.8642,31.7406,1.8361,2.8587,0.8419,16.5248,21.1991,22.6993,1.205,190.792,0.414,1.0803,"T",2014,"T_2014"
5,305,308,310,6,2015-07-24,2015-07-27,2015-07-29,2.5635,3.5725,0.7808,15.3809,1.1237,2.1388,0.7912,6.7424,25.8505,26.8533,0.7682,155.1032,0.6314,0.8074,"T",2015,"T_2015"
6,326,328,330,5,2015-08-14,2015-08-16,2015-08-18,2.6183,3.2665,0.6191,13.0914,1.4872,2.138,0.6201,7.4362,24.9372,25.5887,0.6424,124.6862,0.7058,0.7547,"T",2015,"T_2015"
