"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
12,399,403,435,37,2011-07-17,2011-07-21,2011-08-22,1.7313,3.8141,0.8489,64.0585,1.1904,3.193,0.8187,44.0461,25.0579,27.6044,1.1359,927.1428,0.7261,0.1035,"R",2011,"R_2011"
13,439,446,447,9,2011-08-26,2011-09-02,2011-09-03,1.0966,2.0993,0.486,9.869,0.5012,1.4619,0.4558,4.5104,22.4659,23.0716,0.3053,202.1933,0.2106,1.0634,"R",2011,"R_2011"
14,486,488,490,5,2013-06-24,2013-06-26,2013-06-28,2.2419,3.3218,0.9505,11.2095,1.6688,2.7519,0.951,8.344,24.6362,25.7206,1.0363,123.1809,1.2817,0.894,"R",2013,"R_2013"
15,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.307,4.862,1.2992,43.8333,1.6904,4.2341,1.2939,32.1182,25.916,28.6459,1.386,492.4044,0.2708,0.9899,"R",2013,"R_2013"
16,543,552,556,14,2013-08-20,2013-08-29,2013-09-02,2.2691,4.256,1.1645,31.7667,1.7181,3.6748,1.1401,24.0529,24.0483,25.7684,1.021,336.6765,0.4145,0.8018,"R",2013,"R_2013"
17,570,576,583,14,2014-05-25,2014-05-31,2014-06-07,2.75,4.3747,1.0435,38.5,2.0619,3.6752,1.0339,28.8666,21.1879,22.7979,1.1974,296.6312,0.5813,0.4403,"R",2014,"R_2014"
18,751,755,758,8,2015-07-23,2015-07-27,2015-07-30,1.7414,3.0209,0.8546,13.9308,1.1371,2.4147,0.8542,9.0964,25.4719,26.7479,0.8517,203.7755,0.5731,0.6985,"R",2015,"R_2015"
19,772,775,778,7,2015-08-13,2015-08-16,2015-08-19,1.7361,2.806,0.8249,12.1525,1.2779,2.3506,0.8279,8.9455,24.5168,25.593,0.8456,171.6177,0.7448,0.7151,"R",2015,"R_2015"
20,791,806,811,21,2015-09-01,2018-05-29,2018-06-03,2.9166,6.7143,2.1269,61.2496,2.2148,6.0126,2.1233,46.5117,20.899,24.7125,2.7538,438.8788,0.006,1.1165,"R",2015,"R_2015"
21,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.1018,3.7182,0.6052,67.2579,1.5018,3.1307,0.6065,48.0586,25.039,26.5259,1.0171,801.2479,0.2209,0.1366,"R",2018,"R_2018"
22,878,883,891,14,2018-08-09,2018-08-14,2018-08-22,1.9195,3.1351,0.7994,26.8734,1.4514,2.6828,0.8134,20.3191,24.7188,26.0607,0.9175,346.0635,0.5089,0.5978,"R",2018,"R_2018"
23,919,920,923,5,2019-06-07,2019-06-08,2019-06-11,1.7985,2.9499,1.0027,8.9926,1.1713,2.3137,0.9926,5.8567,21.8086,22.7967,0.8979,109.0428,1.4982,0.7598,"R",2019,"R_2019"
24,940,948,986,47,2019-06-28,2019-07-06,2019-08-13,1.5426,2.7812,0.6677,72.5024,0.9614,2.1748,0.6535,45.185,24.9984,26.4501,0.7964,1174.9238,0.2808,0.0646,"R",2019,"R_2019"
1,81,85,87,7,2008-08-01,2008-08-05,2008-08-07,0.8201,1.225,0.2325,5.7409,0.2864,0.7012,0.2397,2.0045,24.2912,24.6536,0.2285,170.0387,0.1657,0.2761,"L",2008,"L_2008"
2,115,117,119,5,2009-05-21,2009-05-23,2009-05-25,1.4336,1.875,0.3934,7.1679,0.7079,1.1527,0.392,3.5395,18.1312,18.615,0.6193,90.6562,0.391,0.4066,"L",2009,"L_2009"
3,144,149,152,9,2009-06-19,2009-06-24,2009-06-27,2.9612,4.7832,1.2946,26.6512,2.3827,4.2135,1.3017,21.4439,25.0252,26.9836,1.541,225.2264,0.7604,1.0085,"L",2009,"L_2009"
4,199,201,204,6,2009-08-13,2009-08-15,2009-08-18,1.2753,2.0828,0.6481,7.6517,0.8191,1.6288,0.6502,4.9149,24.1241,24.9713,0.6708,144.7446,0.8094,0.5707,"L",2009,"L_2009"
5,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.8455,6.0367,1.5539,73.0638,3.1368,5.3123,1.5505,59.599,21.3755,24.0045,2.1304,406.1346,0.6013,0.4976,"L",2010,"L_2010"
6,260,261,265,6,2010-06-22,2010-06-23,2010-06-27,0.9121,1.4741,0.3105,5.4728,0.338,0.8975,0.3106,2.0278,23.1645,23.5525,0.3472,138.9871,0.5818,0.1845,"L",2010,"L_2010"
7,271,276,289,19,2010-07-03,2010-07-08,2010-07-21,1.2177,2.5916,0.7283,23.1366,0.6021,1.9836,0.7346,11.44,24.8202,26.0817,0.6905,471.5846,0.4141,0.1528,"L",2010,"L_2010"
8,294,312,315,22,2010-07-26,2010-08-13,2010-08-16,1.4938,3.6542,1.0192,32.8631,0.9682,3.2003,1.0606,21.3013,24.8884,26.6752,0.8468,547.5447,0.1712,0.9794,"L",2010,"L_2010"
9,327,330,332,6,2010-08-28,2010-08-31,2010-09-02,1.9347,2.7946,0.8575,11.6082,1.331,2.1802,0.8389,7.986,23.2762,24.074,0.7219,139.6572,0.6887,0.6657,"L",2010,"L_2010"
10,356,360,361,6,2011-06-04,2011-06-08,2011-06-09,2.5724,5.0102,1.5751,15.4343,1.9271,4.3741,1.5843,11.5623,22.1839,24.8877,1.7713,133.1035,1.0934,3.1364,"L",2011,"L_2011"
11,384,393,394,11,2011-07-02,2011-07-11,2011-07-12,1.7675,2.8681,0.5366,19.4429,1.1613,2.2592,0.5364,12.7746,25.1636,26.5141,0.5554,276.8,0.1648,1.1814,"L",2011,"L_2011"
12,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.8797,3.9052,0.8722,45.1138,1.2986,3.2841,0.859,31.1668,25.5407,27.7262,0.9396,612.9765,0.7609,0.1637,"L",2011,"L_2011"
13,428,430,434,7,2011-08-15,2011-08-17,2011-08-21,1.3463,1.9389,0.48,9.4243,0.8797,1.4816,0.4879,6.158,24.0063,24.6821,0.5784,168.0444,0.5424,0.3437,"L",2011,"L_2011"
14,443,446,447,5,2011-08-30,2011-09-02,2011-09-03,1.1227,1.897,0.5365,5.6137,0.4969,1.2596,0.5231,2.4845,22.2623,22.9,0.423,111.3115,0.3339,0.9495,"L",2011,"L_2011"
15,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2094,4.597,1.25,41.9789,1.5928,3.9691,1.2445,30.2641,25.8491,28.4115,1.3418,491.1325,0.2679,0.922,"L",2013,"L_2013"
16,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.1815,3.9818,1.1726,28.3594,1.6249,3.4005,1.1503,21.124,23.9381,25.5248,1.0417,311.1948,0.3991,0.7654,"L",2013,"L_2013"
17,570,577,583,14,2014-05-25,2014-06-01,2014-06-07,2.5359,4.4185,1.1215,35.502,1.8477,3.7231,1.1156,25.8682,21.0044,23.0169,1.3612,294.0619,0.5664,0.5302,"L",2014,"L_2014"
18,751,755,759,9,2015-07-23,2015-07-27,2015-07-31,1.6442,2.8419,0.8214,14.798,1.0434,2.2357,0.8191,9.3903,25.3954,26.5995,0.8262,228.5586,0.5314,0.505,"L",2015,"L_2015"
19,772,775,778,7,2015-08-13,2015-08-16,2015-08-19,1.7121,2.8669,0.8606,11.9845,1.2539,2.4114,0.8639,8.7771,24.5234,25.6845,0.8895,171.664,0.7632,0.7668,"L",2015,"L_2015"
20,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9095,6.6744,2.1187,61.0996,2.2077,5.9732,2.114,46.3616,20.9225,24.8707,2.6836,439.3723,0.0061,1.3423,"L",2015,"L_2015"
21,819,838,857,39,2018-06-11,2018-06-30,2018-07-19,1.8099,3.5818,0.7894,70.5862,1.2122,2.9943,0.7861,47.2764,24.3933,26.4201,1.6459,951.3389,0.1605,0.1341,"L",2018,"L_2018"
22,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9487,2.9036,0.6016,23.3843,1.4845,2.4513,0.6121,17.8141,24.7848,25.8598,0.7486,297.4173,0.4497,0.3073,"L",2018,"L_2018"
23,919,921,923,5,2019-06-07,2019-06-09,2019-06-11,1.7833,2.8344,0.974,8.9167,1.1562,2.2001,0.964,5.7809,21.824,22.8797,0.8744,109.1201,0.8562,1.0173,"L",2019,"L_2019"
24,941,958,971,31,2019-06-29,2019-07-16,2019-07-29,1.6907,2.7139,0.6367,52.4131,1.0798,2.0864,0.632,33.475,25.2454,26.5054,0.7521,782.6064,0.1038,0.1479,"L",2019,"L_2019"
25,975,978,986,12,2019-08-02,2019-08-05,2019-08-13,1.3099,2.283,0.5897,15.7186,0.8035,1.7486,0.5656,9.642,24.6448,25.7603,0.7291,295.7373,0.4393,0.24,"L",2019,"L_2019"
1,39,41,44,6,2013-06-24,2013-06-26,2013-06-29,2.1806,3.4485,1.1507,13.0837,1.6047,2.8785,1.1552,9.6281,24.2518,25.4905,1.1426,145.5111,1.2617,0.9498,"T",2013,"T_2013"
2,48,63,67,20,2013-07-03,2013-07-18,2013-07-22,2.4063,5.0825,1.3834,48.1265,1.7905,4.4546,1.3781,35.8094,25.6132,28.4907,1.4883,512.2644,0.2882,1.0152,"T",2013,"T_2013"
3,96,105,109,14,2013-08-20,2013-08-29,2013-09-02,2.3508,4.5391,1.2447,32.9105,1.7997,3.9579,1.2234,25.1964,23.7543,25.6758,1.1273,332.5602,0.4601,0.9436,"T",2013,"T_2013"
4,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.8094,4.472,1.1295,39.3318,2.1213,3.7767,1.1231,29.6983,20.8716,22.6993,1.3358,292.2031,0.5288,0.5009,"T",2014,"T_2014"
5,304,308,313,10,2015-07-23,2015-07-27,2015-08-01,1.8209,3.502,1.0531,18.2093,1.2234,2.8958,1.0441,12.2338,25.1547,26.8533,1.0791,251.5468,0.6371,0.5493,"T",2015,"T_2015"
6,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.0441,3.1774,0.9706,14.309,1.586,2.722,0.9738,11.1019,24.4492,25.5887,0.9942,171.1442,0.7955,0.8484,"T",2015,"T_2015"
