"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,81,85,89,9,2008-08-01,2008-08-05,2008-08-09,0.8133,1.2755,0.2512,7.3195,0.3842,0.8426,0.2469,3.4578,24.2745,24.7468,0.3125,218.4703,0.1708,0.2378,"R",2008,"R_2008"
2,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.0061,4.5362,1.0767,24.0489,2.4849,4.0234,1.0877,19.8793,25.1808,26.784,1.2573,201.4466,0.7771,0.9849,"R",2009,"R_2009"
3,199,201,204,6,2009-08-13,2009-08-15,2009-08-18,1.1018,1.8668,0.5218,6.6109,0.7019,1.4691,0.5237,4.2114,23.9831,24.7884,0.5612,143.8984,0.6841,0.5003,"R",2009,"R_2009"
4,225,233,244,20,2010-05-18,2010-05-26,2010-06-06,3.3882,5.7988,1.6156,67.7644,2.6981,5.0821,1.6036,53.9621,21.0271,23.467,2.117,420.5421,0.6106,0.4617,"R",2010,"R_2010"
5,260,261,265,6,2010-06-22,2010-06-23,2010-06-27,0.8656,1.3412,0.2724,5.1933,0.3515,0.8171,0.2721,2.1089,23.1657,23.5323,0.3407,138.9939,0.5446,0.1442,"R",2010,"R_2010"
6,272,277,289,18,2010-07-04,2010-07-09,2010-07-21,1.1162,2.3332,0.6844,20.0916,0.617,1.8348,0.6843,11.1052,24.8011,25.9514,0.6489,446.4206,0.3074,0.1379,"R",2010,"R_2010"
7,294,312,315,22,2010-07-26,2010-08-13,2010-08-16,1.6322,3.6221,0.9857,35.9084,1.1993,3.2332,1.0128,26.3851,25.0693,26.6784,0.7956,551.5255,0.1619,0.8794,"R",2010,"R_2010"
8,327,331,333,7,2010-08-28,2010-09-01,2010-09-03,1.8116,2.7837,0.8435,12.6814,1.2403,2.2004,0.841,8.6824,23.093,23.933,0.8591,161.6508,0.4709,1.0751,"R",2010,"R_2010"
9,356,360,361,6,2011-06-04,2011-06-08,2011-06-09,2.4495,4.7065,1.5476,14.6972,1.8361,4.1033,1.5582,11.0167,22.0874,24.6126,1.7525,132.5245,1.0742,2.8776,"R",2011,"R_2011"
10,384,393,394,11,2011-07-02,2011-07-11,2011-07-12,1.7684,2.7502,0.5249,19.4527,1.2622,2.2575,0.5228,13.8843,25.2195,26.4522,0.5398,277.414,0.166,1.0858,"R",2011,"R_2011"
