"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,81,85,89,9,2008-08-01,2008-08-05,2008-08-09,0.8133,1.2755,0.2512,7.3195,0.4728,0.9319,0.2487,4.2553,24.2745,24.7468,0.3125,218.4703,0.1708,0.2378,"R",2008,"R_2008"
2,100,103,104,5,2008-08-20,2008-08-23,2008-08-24,0.654,1.0422,0.2414,3.2699,0.2333,0.6125,0.2367,1.1667,22.8954,23.1841,0.2425,114.4771,0.2299,0.4328,"R",2008,"R_2008"
3,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.0061,4.5362,1.0767,24.0489,2.5376,4.0729,1.0873,20.3008,25.1808,26.784,1.2573,201.4466,0.7771,0.9849,"R",2009,"R_2009"
4,199,201,204,6,2009-08-13,2009-08-15,2009-08-18,1.1018,1.8668,0.5218,6.6109,0.7465,1.5158,0.5247,4.4791,23.9831,24.7884,0.5612,143.8984,0.6841,0.5003,"R",2009,"R_2009"
5,225,233,244,20,2010-05-18,2010-05-26,2010-06-06,3.3882,5.7988,1.6156,67.7644,2.7598,5.1552,1.6075,55.1957,21.0271,23.467,2.117,420.5421,0.6106,0.4617,"R",2010,"R_2010"
6,260,261,265,6,2010-06-22,2010-06-23,2010-06-27,0.8656,1.3412,0.2724,5.1933,0.405,0.8687,0.2714,2.4298,23.1657,23.5323,0.3407,138.9939,0.5446,0.1442,"R",2010,"R_2010"
7,272,277,290,19,2010-07-04,2010-07-09,2010-07-22,1.0776,2.3332,0.6861,20.4743,0.6858,1.9303,0.677,13.0303,24.7723,25.9514,0.6431,470.6738,0.3074,0.1488,"R",2010,"R_2010"
8,294,312,315,22,2010-07-26,2010-08-13,2010-08-16,1.6322,3.6221,0.9857,35.9084,1.2872,3.2844,0.9914,28.3177,25.0693,26.6784,0.7956,551.5255,0.1619,0.8794,"R",2010,"R_2010"
9,326,331,333,8,2010-08-27,2010-09-01,2010-09-03,1.6475,2.7837,0.9085,13.18,1.1281,2.2466,0.8963,9.025,22.9942,23.933,0.8431,183.9533,0.4672,1.0751,"R",2010,"R_2010"
10,356,360,361,6,2011-06-04,2011-06-08,2011-06-09,2.4495,4.7065,1.5476,14.6972,1.8936,4.1583,1.5545,11.3619,22.0874,24.6126,1.7525,132.5245,1.0742,2.8776,"R",2011,"R_2011"
11,383,393,395,13,2011-07-01,2011-07-11,2011-07-13,1.569,2.7502,0.6831,20.3964,1.1469,2.3635,0.6793,14.9099,25.0091,26.4522,0.7302,325.1186,0.2894,1.1237,"R",2011,"R_2011"
12,399,403,435,37,2011-07-17,2011-07-21,2011-08-22,1.6579,3.7298,0.8443,61.344,1.3013,3.3709,0.8436,48.1481,25.0579,27.6044,1.1359,927.1428,0.7265,0.1025,"R",2011,"R_2011"
13,439,446,447,9,2011-08-26,2011-09-02,2011-09-03,1.0554,2.0637,0.4899,9.499,0.5434,1.5103,0.4595,4.891,22.4659,23.0716,0.3053,202.1933,0.2124,1.0572,"R",2011,"R_2011"
14,486,488,490,5,2013-06-24,2013-06-26,2013-06-28,2.1623,3.2422,0.95,10.8115,1.7111,2.7939,0.9553,8.5557,24.6362,25.7206,1.0363,123.1809,1.2809,0.8947,"R",2013,"R_2013"
15,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2213,4.7765,1.2992,42.2049,1.8295,4.4094,1.3091,34.7609,25.916,28.6459,1.386,492.4044,0.2707,0.9895,"R",2013,"R_2013"
16,543,552,556,14,2013-08-20,2013-08-29,2013-09-02,2.222,4.2129,1.1681,31.1079,1.7555,3.7152,1.1422,24.5768,24.0483,25.7684,1.021,336.6765,0.416,0.7999,"R",2013,"R_2013"
17,570,576,583,14,2014-05-25,2014-05-31,2014-06-07,2.7029,4.3282,1.0449,37.8412,2.0963,3.7034,1.0305,29.3489,21.1879,22.7979,1.1974,296.6312,0.5794,0.4419,"R",2014,"R_2014"
18,751,755,758,8,2015-07-23,2015-07-27,2015-07-30,1.6601,2.9398,0.8548,13.2804,1.3008,2.5797,0.8543,10.4065,25.4719,26.7479,0.8517,203.7755,0.5736,0.6979,"R",2015,"R_2015"
19,772,775,778,7,2015-08-13,2015-08-16,2015-08-19,1.6736,2.7435,0.8248,11.7155,1.3144,2.3849,0.826,9.2006,24.5168,25.593,0.8456,171.6177,0.746,0.7138,"R",2015,"R_2015"
20,791,806,811,21,2015-09-01,2018-05-29,2018-06-03,2.8802,6.6714,2.1222,60.4837,2.2549,6.0438,2.1194,47.3533,20.899,24.7125,2.7538,438.8788,0.006,1.1182,"R",2015,"R_2015"
21,826,838,858,33,2018-06-18,2018-06-30,2018-07-20,1.9742,3.6358,0.6491,65.1496,1.5447,3.1825,0.639,50.9743,25.0197,26.5259,1.0072,825.6508,0.22,0.1845,"R",2018,"R_2018"
22,878,883,891,14,2018-08-09,2018-08-14,2018-08-22,1.8567,3.0703,0.7984,25.9939,1.4956,2.7261,0.8101,20.9388,24.7188,26.0607,0.9175,346.0635,0.51,0.5938,"R",2018,"R_2018"
