"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
8,497,500,501,5,2013-07-05,2013-07-08,2013-07-09,2.169,2.6902,0.3909,10.8449,0.5768,1.0955,0.3896,2.8839,25.5678,26.1608,0.4898,127.8391,0.3646,0.7223,"L",2013,"L_2013"
9,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2369,4.6171,1.1247,25.895,1.6706,3.0493,1.1235,13.3644,27.0161,28.4115,1.1362,216.129,0.6785,0.9282,"L",2013,"L_2013"
10,548,552,555,8,2013-08-25,2013-08-29,2013-09-01,3.0195,4.0443,0.7472,24.1556,1.78,2.8003,0.74,14.24,24.5517,25.5248,0.7262,196.4132,0.6098,0.6418,"L",2013,"L_2013"
11,571,577,579,9,2014-05-26,2014-06-01,2014-06-03,3.1728,4.4758,0.9516,28.5548,1.3038,2.5755,0.9267,11.7342,21.2974,23.0169,1.3184,191.6767,0.4334,1.0304,"L",2014,"L_2014"
12,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,0.9782,1.7115,0.5687,4.8908,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
13,800,807,810,11,2018-05-23,2018-05-30,2018-06-02,4.5435,6.7353,1.7017,49.978,2.7108,4.855,1.6718,29.8188,22.2475,24.8707,1.9821,244.7224,0.6321,1.4615,"L",2018,"L_2018"
14,828,831,832,5,2018-06-20,2018-06-23,2018-06-24,1.8431,2.0823,0.1538,9.2154,0.2094,0.4633,0.1723,1.047,23.7615,24.1321,0.3373,118.8075,0.1154,0.2919,"L",2018,"L_2018"
15,836,838,849,14,2018-06-28,2018-06-30,2018-07-11,2.55,3.605,0.488,35.6995,0.9768,2.0575,0.4924,13.6747,25.7305,26.4201,0.5724,360.2275,0.8523,0.1605,"L",2018,"L_2018"
16,879,883,889,11,2018-08-10,2018-08-14,2018-08-20,2.0938,2.9444,0.5072,23.0323,0.8737,1.7221,0.5125,9.6106,24.9261,25.8598,0.5939,274.1874,0.4507,0.2674,"L",2018,"L_2018"
17,945,948,949,5,2019-07-03,2019-07-06,2019-07-07,2.2392,2.6861,0.4255,11.1959,0.6543,1.0917,0.421,3.2715,25.4912,26.0193,0.4633,127.456,0.399,0.7053,"L",2019,"L_2019"
18,955,958,962,8,2019-07-13,2019-07-16,2019-07-20,2.2423,2.7335,0.4096,17.9385,0.6759,1.1681,0.4097,5.4074,26.0092,26.5054,0.4239,208.0737,0.2998,0.2616,"L",2019,"L_2019"
19,976,978,980,5,2019-08-03,2019-08-05,2019-08-07,1.9252,2.3144,0.286,9.6258,0.5434,0.9298,0.278,2.7168,25.3681,25.7603,0.3195,126.8403,0.3632,0.3622,"L",2019,"L_2019"
1,49,53,54,6,2013-07-04,2013-07-08,2013-07-09,2.498,3.2859,0.6421,14.9882,0.908,1.6913,0.638,5.4478,25.4073,26.3043,0.7716,152.444,0.4581,0.7677,"T",2013,"T_2013"
2,59,63,66,8,2013-07-14,2013-07-18,2013-07-21,3.556,5.1486,1.2808,28.4483,1.9897,3.5807,1.2794,15.9174,26.883,28.4907,1.2937,215.0641,0.7944,1.0333,"T",2013,"T_2013"
3,97,105,108,12,2013-08-21,2013-08-29,2013-09-01,2.7284,4.6475,1.1263,32.7413,1.5063,3.4036,1.1046,18.0751,24.0371,25.6758,0.8993,288.4457,0.3969,0.8027,"T",2013,"T_2013"
4,124,130,132,9,2014-05-26,2014-06-01,2014-06-03,3.5267,4.5753,0.8642,31.7406,1.6577,2.6749,0.8385,14.9197,21.1991,22.6993,1.205,190.792,0.414,1.0803,"T",2014,"T_2014"
5,305,308,310,6,2015-07-24,2015-07-27,2015-07-29,2.5635,3.5725,0.7808,15.3809,1.0497,2.0631,0.7904,6.2983,25.8505,26.8533,0.7682,155.1032,0.6314,0.8074,"T",2015,"T_2015"
6,326,328,330,5,2015-08-14,2015-08-16,2015-08-18,2.6183,3.2665,0.6191,13.0914,1.4175,2.068,0.6198,7.0877,24.9372,25.5887,0.6424,124.6862,0.7058,0.7547,"T",2015,"T_2015"
