"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.0061,4.5362,1.0767,24.0489,1.8518,3.3871,1.0849,14.8143,25.1808,26.784,1.2573,201.4466,0.7771,0.9849,"R",2009,"R_2009"
2,226,233,242,17,2010-05-19,2010-05-26,2010-06-04,3.8227,5.7988,1.3235,64.9854,2.5305,4.5048,1.3055,43.0192,21.3689,23.467,1.967,363.272,0.5894,0.4407,"R",2010,"R_2010"
3,275,277,279,5,2010-07-07,2010-07-09,2010-07-11,2.0668,2.3332,0.341,10.3339,0.8283,1.0927,0.3407,4.1416,25.6643,25.9514,0.3298,128.3216,0.3678,0.4029,"R",2010,"R_2010"
4,307,312,314,8,2010-08-08,2010-08-13,2010-08-15,2.6839,3.6221,0.8293,21.4709,1.6933,2.6594,0.8601,13.5467,25.8316,26.6784,0.7394,206.653,0.4652,0.7998,"R",2010,"R_2010"
5,328,331,332,5,2010-08-29,2010-09-01,2010-09-02,2.2182,2.7837,0.5859,11.0911,1.2167,1.7715,0.5785,6.0836,23.5031,23.933,0.5217,117.5157,0.4884,0.9382,"R",2010,"R_2010"
6,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.7857,4.7065,1.465,13.9284,1.5639,3.4932,1.4682,7.8197,22.5134,24.6126,1.5742,112.5669,1.0337,2.8776,"R",2011,"R_2011"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8417,2.3839,0.3139,12.8916,0.6281,1.1639,0.3176,4.3967,25.1642,25.7153,0.3109,176.1491,0.3458,0.3369,"R",2011,"R_2011"
8,399,403,408,10,2011-07-17,2011-07-21,2011-07-26,2.4803,3.7298,0.8819,24.803,1.2397,2.4845,0.8768,12.3967,26.341,27.6044,0.8957,263.4099,0.7265,0.5049,"R",2011,"R_2011"
9,416,419,422,7,2011-08-03,2011-08-06,2011-08-09,1.8587,2.4603,0.458,13.0108,0.7656,1.3644,0.4663,5.3592,25.3237,25.9316,0.4513,177.2659,0.3548,0.4352,"R",2011,"R_2011"
10,428,430,433,6,2011-08-15,2011-08-17,2011-08-20,1.7044,2.0268,0.3147,10.2265,0.7821,1.104,0.3148,4.6927,24.4353,24.8451,0.379,146.6117,0.4215,0.2634,"R",2011,"R_2011"
11,496,500,501,6,2013-07-04,2013-07-08,2013-07-09,1.9983,2.6672,0.5161,11.9896,0.7713,1.4317,0.505,4.6279,25.4348,26.2128,0.644,152.6089,0.4035,0.6499,"R",2013,"R_2013"
12,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2429,4.7765,1.2429,25.9436,2.0016,3.5335,1.2419,16.0127,27.0972,28.6459,1.2554,216.7776,0.7614,1.0045,"R",2013,"R_2013"
13,544,552,555,12,2013-08-21,2013-08-29,2013-09-01,2.4499,4.2129,1.1015,29.3986,1.489,3.2319,1.0797,17.8677,24.2858,25.7684,0.8524,291.4296,0.3646,0.6936,"R",2013,"R_2013"
14,570,576,583,14,2014-05-25,2014-05-31,2014-06-07,2.7029,4.3282,1.0449,37.8412,1.418,3.0024,1.0193,19.8525,21.1879,22.7979,1.1974,296.6312,0.5794,0.4419,"R",2014,"R_2014"
15,753,755,757,5,2015-07-25,2015-07-27,2015-07-29,2.1598,2.9398,0.6471,10.7988,0.9396,1.7188,0.6475,4.698,25.9663,26.7479,0.6458,129.8315,0.6679,0.7315,"R",2015,"R_2015"
16,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.0885,2.7435,0.5144,10.4425,1.1564,1.8124,0.5138,5.782,24.9348,25.593,0.5459,124.6738,0.6469,0.6639,"R",2015,"R_2015"
17,791,794,795,5,2015-09-01,2015-09-04,2018-05-18,1.4883,1.9898,0.328,7.4416,0.4097,0.9211,0.32,2.0484,21.3478,22.7019,2.3869,106.7389,0.3666,6e-04,"R",2015,"R_2015"
18,800,806,810,11,2018-05-23,2018-05-29,2018-06-02,4.477,6.6714,1.6686,49.2465,3.171,5.3459,1.654,34.8814,22.256,24.7125,1.9522,244.8159,0.7511,1.1442,"R",2018,"R_2018"
19,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0195,3.6358,0.6044,64.6225,0.8209,2.4842,0.6087,26.2703,25.039,26.5259,1.0171,801.2479,0.22,0.1368,"R",2018,"R_2018"
20,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,2.0822,3.0703,0.604,24.987,1.1368,2.1199,0.6044,13.6417,24.9506,26.0607,0.7368,299.4073,0.4806,0.309,"R",2018,"R_2018"
21,945,948,962,18,2019-07-03,2019-07-06,2019-07-20,2.0072,2.6956,0.4403,36.1293,0.7736,1.468,0.4425,13.9251,25.6527,26.4501,0.4682,461.749,0.4118,0.0864,"R",2019,"R_2019"
22,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.7934,2.4793,0.4832,12.554,0.6819,1.3669,0.4801,4.7733,25.3081,26.0002,0.5079,177.1568,0.466,0.4462,"R",2019,"R_2019"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,2.12,3.6617,1.0462,16.9603,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
2,225,233,242,18,2010-05-18,2010-05-26,2010-06-04,4.0645,6.105,1.4437,73.1606,2.775,4.811,1.4222,49.9497,21.4257,24.0045,2.1806,385.6627,0.5993,0.469,"L",2010,"L_2010"
3,275,276,279,5,2010-07-07,2010-07-08,2010-07-11,2.2728,2.6111,0.3608,11.3638,1.0343,1.3756,0.3615,5.1716,25.7953,26.0817,0.3338,128.9766,0.6359,0.339,"L",2010,"L_2010"
4,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.8351,3.6939,0.6658,19.846,1.8539,2.7311,0.6848,12.9774,25.8773,26.6752,0.617,181.1413,0.5168,0.8894,"L",2010,"L_2010"
5,328,330,332,5,2010-08-29,2010-08-31,2010-09-02,2.2452,2.8609,0.688,11.2259,1.2437,1.8599,0.6824,6.2186,23.4551,24.074,0.6413,117.2757,0.745,0.6638,"L",2010,"L_2010"
6,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.9396,5.0566,1.5277,14.6981,1.7179,3.8433,1.5309,8.5895,22.5923,24.8877,1.6343,112.9617,1.0693,3.1378,"L",2011,"L_2011"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8244,2.3815,0.3436,12.7706,0.6108,1.1614,0.3513,4.2756,25.0719,25.6379,0.3081,175.5031,0.302,0.334,"L",2011,"L_2011"
8,399,403,408,10,2011-07-17,2011-07-21,2011-07-26,2.5189,3.9266,0.9167,25.1894,1.2783,2.6813,0.9117,12.7831,26.3046,27.7262,0.9304,263.0463,0.7612,0.5357,"L",2011,"L_2011"
9,416,419,422,7,2011-08-03,2011-08-06,2011-08-09,1.7315,2.3566,0.4663,12.1204,0.6384,1.2607,0.4749,4.4688,25.1215,25.7529,0.4586,175.8505,0.3528,0.4591,"L",2011,"L_2011"
10,428,430,433,6,2011-08-15,2011-08-17,2011-08-20,1.5127,1.9832,0.3908,9.0761,0.5904,1.0604,0.3929,3.5423,24.1685,24.6821,0.4248,145.0113,0.5435,0.302,"L",2011,"L_2011"
11,497,500,501,5,2013-07-05,2013-07-08,2013-07-09,2.169,2.6902,0.3909,10.8449,0.9381,1.4547,0.3842,4.6906,25.5678,26.1608,0.4898,127.8391,0.3646,0.7223,"L",2013,"L_2013"
12,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2369,4.6171,1.1247,25.895,1.9955,3.3741,1.1239,15.9641,27.0161,28.4115,1.1362,216.129,0.6785,0.9282,"L",2013,"L_2013"
13,547,552,555,9,2013-08-24,2013-08-29,2013-09-01,2.7998,4.0443,0.9606,25.1982,1.826,3.0633,0.9486,16.4344,24.3914,25.5248,0.8322,219.5227,0.5705,0.6418,"L",2013,"L_2013"
14,571,577,583,13,2014-05-26,2014-06-01,2014-06-07,2.7192,4.4758,1.0618,35.349,1.4345,3.1676,1.0362,18.6487,21.2321,23.0169,1.1051,276.0169,0.4334,0.5318,"L",2014,"L_2014"
15,753,755,757,5,2015-07-25,2015-07-27,2015-07-29,2.268,2.8664,0.5505,11.3402,1.0479,1.6454,0.5537,5.2395,25.9996,26.5995,0.5417,129.998,0.619,0.532,"L",2015,"L_2015"
16,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,1.2468,1.9789,0.5683,6.2341,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
17,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,1.7352,5.405,2.0605,36.4391,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
18,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0557,3.605,0.6108,65.7821,0.8572,2.4534,0.6108,27.4299,25.0002,26.4201,1.0608,800.0076,0.2053,0.1342,"L",2018,"L_2018"
19,879,883,889,11,2018-08-10,2018-08-14,2018-08-20,2.0938,2.9444,0.5072,23.0323,1.1457,1.994,0.5113,12.6029,24.9261,25.8598,0.5939,274.1874,0.4507,0.2674,"L",2018,"L_2018"
20,945,958,962,18,2019-07-03,2019-07-16,2019-07-20,2.1447,2.7335,0.4391,38.605,0.9112,1.4952,0.4391,16.4008,25.7153,26.5054,0.5044,462.8748,0.107,0.2616,"L",2019,"L_2019"
21,976,978,981,6,2019-08-03,2019-08-05,2019-08-08,1.796,2.3144,0.4069,10.7757,0.6929,1.202,0.3851,4.1572,25.2128,25.7603,0.4757,151.277,0.3632,0.4041,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.4206,2.3787,0.9661,7.1029,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
