"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
8,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.906,3.9266,0.8704,45.7434,1.0424,3.007,0.8522,25.0166,25.5407,27.7262,0.9396,612.9765,0.7612,0.1629,"L",2011,"L_2011"
9,428,430,434,7,2011-08-15,2011-08-17,2011-08-21,1.392,1.9832,0.4788,9.744,0.7357,1.3292,0.4817,5.1501,24.0063,24.6821,0.5784,168.0444,0.5435,0.3423,"L",2011,"L_2011"
10,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2294,4.6171,1.2501,42.3579,1.3239,3.6923,1.2417,25.1547,25.8491,28.4115,1.3418,491.1325,0.2678,0.9215,"L",2013,"L_2013"
11,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.2408,4.0443,1.1758,29.1307,1.521,3.3053,1.1576,19.7735,23.9381,25.5248,1.0417,311.1948,0.4007,0.7635,"L",2013,"L_2013"
12,570,577,583,14,2014-05-25,2014-06-01,2014-06-07,2.5944,4.4758,1.1218,36.3218,1.7133,3.5902,1.1126,23.9859,21.0044,23.0169,1.3612,294.0619,0.5646,0.5318,"L",2014,"L_2014"
13,752,755,758,7,2015-07-24,2015-07-27,2015-07-30,1.937,2.8664,0.7222,13.5592,1.047,1.9772,0.7245,7.3293,25.6666,26.5995,0.7212,179.6661,0.5506,0.5617,"L",2015,"L_2015"
14,773,775,778,6,2015-08-14,2015-08-16,2015-08-19,1.935,2.91,0.7855,11.6099,1.2767,2.2508,0.7821,7.6601,24.6676,25.6845,0.8802,148.0058,0.6669,0.7655,"L",2015,"L_2015"
15,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,2.0744,5.8246,2.1052,43.563,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
16,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0557,3.605,0.6108,65.7821,1.1947,2.7666,0.6073,38.2304,25.0002,26.4201,1.0608,800.0076,0.2053,0.1342,"L",2018,"L_2018"
17,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9914,2.9444,0.5998,23.897,1.3191,2.2731,0.6016,15.8294,24.7848,25.8598,0.7486,297.4173,0.4507,0.306,"L",2018,"L_2018"
18,945,958,963,19,2019-07-03,2019-07-16,2019-07-21,2.0964,2.7335,0.4758,39.8324,1.1935,1.8125,0.4756,22.6756,25.679,26.5054,0.515,487.9018,0.107,0.3034,"L",2019,"L_2019"
19,967,967,971,5,2019-07-25,2019-07-25,2019-07-29,1.2668,1.5427,0.2065,6.3338,0.377,0.6417,0.2004,1.885,24.9983,25.308,0.228,124.9916,0.6473,0.1776,"L",2019,"L_2019"
20,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.6919,2.3144,0.4624,11.843,0.8919,1.5126,0.46,6.2436,25.1315,25.7603,0.4846,175.9208,0.4401,0.4041,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.7519,2.7116,0.9599,8.7597,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
2,49,63,67,19,2013-07-04,2013-07-18,2013-07-22,2.5567,5.1486,1.3672,48.5778,1.6513,4.2237,1.3604,31.374,25.7242,28.4907,1.4416,488.7592,0.2706,1.0148,"T",2013,"T_2013"
3,96,105,109,14,2013-08-20,2013-08-29,2013-09-02,2.4552,4.6475,1.2478,34.3727,1.7401,3.9086,1.2308,24.3612,23.7543,25.6758,1.1273,332.5602,0.4617,0.9417,"T",2013,"T_2013"
4,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,2.0328,3.6897,1.1189,28.4588,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
5,304,308,311,8,2015-07-23,2015-07-27,2015-07-30,2.1897,3.5725,0.9572,17.5172,1.2969,2.6833,0.9602,10.3751,25.4743,26.8533,0.9549,203.7944,0.6377,0.7705,"T",2015,"T_2015"
6,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.4715,2.6072,0.9733,10.3002,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
