"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
12,548,552,555,8,2013-08-25,2013-08-29,2013-09-01,3.0521,4.2129,0.8028,24.4165,1.9473,3.1036,0.7964,15.5782,24.6592,25.7684,0.7844,197.2739,0.6518,0.6936,"R",2013,"R_2013"
13,571,576,579,9,2014-05-26,2014-05-31,2014-06-03,3.2782,4.3282,0.8204,29.5038,1.7305,2.7607,0.8087,15.5741,21.4779,22.7979,1.1116,193.3007,0.4086,0.7167,"R",2014,"R_2014"
14,753,755,757,5,2015-07-25,2015-07-27,2015-07-29,2.1598,2.9398,0.6471,10.7988,0.7964,1.5767,0.6491,3.982,25.9663,26.7479,0.6458,129.8315,0.6679,0.7315,"R",2015,"R_2015"
15,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.0885,2.7435,0.5144,10.4425,1.027,1.6839,0.5144,5.1352,24.9348,25.593,0.5459,124.6738,0.6469,0.6639,"R",2015,"R_2015"
16,800,806,810,11,2018-05-23,2018-05-29,2018-06-02,4.477,6.6714,1.6686,49.2465,2.9448,5.1144,1.6501,32.3927,22.256,24.7125,1.9522,244.8159,0.7511,1.1442,"R",2018,"R_2018"
17,826,838,849,24,2018-06-18,2018-06-30,2018-07-11,2.1685,3.6358,0.5592,52.0432,0.7971,2.3069,0.566,19.1294,24.9195,26.5259,1.1134,598.0675,0.22,0.1804,"R",2018,"R_2018"
18,879,883,889,11,2018-08-10,2018-08-14,2018-08-20,2.1805,3.0703,0.5233,23.9856,1.101,1.9875,0.5314,12.1115,25.0878,26.0607,0.5906,275.9657,0.4806,0.2673,"R",2018,"R_2018"
19,945,948,949,5,2019-07-03,2019-07-06,2019-07-07,2.2285,2.6956,0.451,11.1423,0.8499,1.3014,0.4464,4.2493,25.5555,26.1038,0.4838,127.7774,0.4118,0.7462,"R",2019,"R_2019"
20,955,959,962,8,2019-07-13,2019-07-17,2019-07-20,2.05,2.5896,0.4036,16.4001,0.66,1.199,0.4034,5.2802,25.8919,26.4501,0.4183,207.1353,0.2427,0.3276,"R",2019,"R_2019"
21,976,978,980,5,2019-08-03,2019-08-05,2019-08-07,2.0319,2.4793,0.3183,10.1595,0.7847,1.2317,0.3126,3.9235,25.5498,26.0002,0.3472,127.749,0.3878,0.3918,"R",2019,"R_2019"
1,145,149,152,8,2009-06-20,2009-06-24,2009-06-27,3.2744,4.8108,1.0385,26.1949,1.9094,3.4547,1.0516,15.2752,25.3741,26.9836,1.2089,202.9926,0.7748,1.0093,"L",2009,"L_2009"
2,225,233,242,18,2010-05-18,2010-05-26,2010-06-04,4.0645,6.105,1.4437,73.1606,2.5628,4.593,1.4038,46.1299,21.4257,24.0045,2.1806,385.6627,0.5993,0.469,"L",2010,"L_2010"
3,275,276,279,5,2010-07-07,2010-07-08,2010-07-11,2.2728,2.6111,0.3608,11.3638,0.8752,1.2114,0.3581,4.3758,25.7953,26.0817,0.3338,128.9766,0.6359,0.339,"L",2010,"L_2010"
4,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.8351,3.6939,0.6658,19.846,1.7187,2.5968,0.6866,12.0308,25.8773,26.6752,0.617,181.1413,0.5168,0.8894,"L",2010,"L_2010"
5,328,330,332,5,2010-08-29,2010-08-31,2010-09-02,2.2452,2.8609,0.688,11.2259,1.1136,1.7311,0.6822,5.5682,23.4551,24.074,0.6413,117.2757,0.745,0.6638,"L",2010,"L_2010"
6,357,360,361,5,2011-06-05,2011-06-08,2011-06-09,2.9396,5.0566,1.5277,14.6981,1.4365,3.5557,1.5286,7.1826,22.5923,24.8877,1.6343,112.9617,1.0693,3.1378,"L",2011,"L_2011"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8244,2.3815,0.3436,12.7706,0.448,0.9993,0.3515,3.1357,25.0719,25.6379,0.3081,175.5031,0.302,0.334,"L",2011,"L_2011"
8,400,403,408,9,2011-07-18,2011-07-21,2011-07-26,2.6456,3.9266,0.8745,23.8108,1.2561,2.5313,0.8679,11.3047,26.4314,27.7262,0.8906,237.8822,0.5619,0.5357,"L",2011,"L_2011"
9,417,419,422,6,2011-08-04,2011-08-06,2011-08-09,1.8148,2.3566,0.4502,10.8888,0.5939,1.1254,0.4468,3.5632,25.1804,25.7529,0.4725,151.0825,0.4226,0.4591,"L",2011,"L_2011"
10,429,430,433,5,2011-08-16,2011-08-17,2011-08-20,1.6241,1.9832,0.3126,8.1207,0.5777,0.9317,0.3052,2.8884,24.2419,24.6821,0.4305,121.2093,0.4013,0.302,"L",2011,"L_2011"
11,497,500,501,5,2013-07-05,2013-07-08,2013-07-09,2.169,2.6902,0.3909,10.8449,0.7742,1.2905,0.3847,3.8708,25.5678,26.1608,0.4898,127.8391,0.3646,0.7223,"L",2013,"L_2013"
12,506,510,513,8,2013-07-14,2013-07-18,2013-07-21,3.2369,4.6171,1.1247,25.895,1.8458,3.2257,1.1245,14.7666,27.0161,28.4115,1.1362,216.129,0.6785,0.9282,"L",2013,"L_2013"
13,548,552,555,8,2013-08-25,2013-08-29,2013-09-01,3.0195,4.0443,0.7472,24.1556,1.9147,2.935,0.7403,15.3174,24.5517,25.5248,0.7262,196.4132,0.6098,0.6418,"L",2013,"L_2013"
14,571,577,579,9,2014-05-26,2014-06-01,2014-06-03,3.1728,4.4758,0.9516,28.5548,1.625,2.9155,0.9391,14.6251,21.2974,23.0169,1.3184,191.6767,0.4334,1.0304,"L",2014,"L_2014"
15,753,755,757,5,2015-07-25,2015-07-27,2015-07-29,2.268,2.8664,0.5505,11.3402,0.9047,1.5033,0.5565,4.5235,25.9996,26.5995,0.5417,129.998,0.619,0.532,"L",2015,"L_2015"
16,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,1.1175,1.8504,0.5688,5.5873,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
17,799,807,810,12,2018-05-22,2018-05-30,2018-06-02,4.2942,6.7353,1.8379,51.5308,2.7681,5.1735,1.8125,33.2176,21.8894,24.8707,2.2605,262.6732,0.6696,1.4615,"L",2018,"L_2018"
18,826,838,849,24,2018-06-18,2018-06-30,2018-07-11,2.1818,3.605,0.5966,52.3626,0.8104,2.2761,0.6012,19.4489,24.8578,26.4201,1.1602,596.587,0.2053,0.1605,"L",2018,"L_2018"
19,879,883,889,11,2018-08-10,2018-08-14,2018-08-20,2.0938,2.9444,0.5072,23.0323,1.0144,1.8616,0.512,11.1582,24.9261,25.8598,0.5939,274.1874,0.4507,0.2674,"L",2018,"L_2018"
20,945,958,962,18,2019-07-03,2019-07-16,2019-07-20,2.1447,2.7335,0.4391,38.605,0.7562,1.345,0.4392,13.6119,25.7153,26.5054,0.5044,462.8748,0.107,0.2616,"L",2019,"L_2019"
21,976,978,980,5,2019-08-03,2019-08-05,2019-08-07,1.9252,2.3144,0.286,9.6258,0.678,1.0668,0.279,3.3898,25.3681,25.7603,0.3195,126.8403,0.3632,0.3622,"L",2019,"L_2019"
1,49,53,54,6,2013-07-04,2013-07-08,2013-07-09,2.498,3.2859,0.6421,14.9882,1.1081,1.8863,0.63,6.6484,25.4073,26.3043,0.7716,152.444,0.4581,0.7677,"T",2013,"T_2013"
2,59,63,66,8,2013-07-14,2013-07-18,2013-07-21,3.556,5.1486,1.2808,28.4483,2.165,3.7571,1.2802,17.3197,26.883,28.4907,1.2937,215.0641,0.7944,1.0333,"T",2013,"T_2013"
3,97,105,108,12,2013-08-21,2013-08-29,2013-09-01,2.7284,4.6475,1.1263,32.7413,1.642,3.5382,1.1035,19.7045,24.0371,25.6758,0.8993,288.4457,0.3969,0.8027,"T",2013,"T_2013"
4,124,130,132,9,2014-05-26,2014-06-01,2014-06-03,3.5267,4.5753,0.8642,31.7406,1.9789,3.015,0.8498,17.8105,21.1991,22.6993,1.205,190.792,0.414,1.0803,"T",2014,"T_2014"
5,305,308,310,6,2015-07-24,2015-07-27,2015-07-29,2.5635,3.5725,0.7808,15.3809,1.1961,2.2094,0.7884,7.1764,25.8505,26.8533,0.7682,155.1032,0.6314,0.8074,"T",2015,"T_2015"
6,326,328,330,5,2015-08-14,2015-08-16,2015-08-18,2.6183,3.2665,0.6191,13.0914,1.5568,2.2068,0.6199,7.7838,24.9372,25.5887,0.6424,124.6862,0.7058,0.7547,"T",2015,"T_2015"
