"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,147,149,151,5,2009-06-22,2009-06-24,2009-06-26,3.6661,4.5362,0.7324,18.3304,1.1555,2.0244,0.7534,5.7775,25.9089,26.784,0.869,129.5446,0.8947,0.642,"R",2009,"R_2009"
2,231,233,241,11,2010-05-24,2010-05-26,2010-06-03,4.6366,5.7988,0.805,51.0031,1.6918,2.9537,0.8462,18.6094,22.6249,23.467,0.7488,248.8734,1.0609,0.3792,"R",2010,"R_2010"
3,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.9038,3.6221,0.5922,20.3268,1.2347,1.9742,0.6123,8.643,26.021,26.6784,0.5505,182.1471,0.4547,0.7998,"R",2010,"R_2010"
4,400,403,405,6,2011-07-18,2011-07-21,2011-07-23,3.1006,3.7298,0.4609,18.6039,0.9867,1.6269,0.4692,5.9201,26.972,27.6044,0.4642,161.8319,0.5,0.6019,"R",2011,"R_2011"
5,507,510,512,6,2013-07-15,2013-07-18,2013-07-20,3.7669,4.7765,0.9191,22.6017,1.587,2.6003,0.9219,9.5219,27.6261,28.6459,0.9291,165.7569,0.7798,0.985,"R",2013,"R_2013"
6,549,552,555,7,2013-08-26,2013-08-29,2013-09-01,3.2708,4.2129,0.5525,22.8957,1.6073,2.5476,0.5585,11.2511,24.8171,25.7684,0.6967,173.7195,0.5787,0.6936,"R",2013,"R_2013"
7,801,806,809,9,2018-05-24,2018-05-29,2018-06-01,4.997,6.6714,1.341,44.9733,2.0722,3.6881,1.2789,18.6501,22.7811,24.7125,1.6932,205.03,0.7091,1.0927,"R",2018,"R_2018"
8,841,841,845,5,2018-07-03,2018-07-03,2018-07-07,2.5076,2.703,0.2029,12.5381,0.2151,0.3897,0.1898,1.0757,25.8346,25.992,0.1111,129.1732,0.475,0.1167,"R",2018,"R_2018"
9,880,883,889,10,2018-08-11,2018-08-14,2018-08-20,2.2674,3.0703,0.4605,22.674,0.6455,1.4354,0.4528,6.455,25.141,26.0607,0.5941,251.4099,0.4313,0.2673,"R",2018,"R_2018"
1,147,149,151,5,2009-06-22,2009-06-24,2009-06-26,3.9116,4.8108,0.7102,19.5582,1.4011,2.299,0.7277,7.0053,26.0795,26.9836,0.8301,130.3974,0.8786,0.687,"L",2009,"L_2009"
2,231,233,241,11,2010-05-24,2010-05-26,2010-06-03,5.0088,6.105,0.8666,55.0968,2.0639,3.2599,0.8954,22.7031,22.922,24.0045,0.8465,252.1421,1.0669,0.4015,"L",2010,"L_2010"
3,308,312,314,7,2010-08-09,2010-08-13,2010-08-15,2.8351,3.6939,0.6658,19.846,1.166,2.046,0.6871,8.1622,25.8773,26.6752,0.617,181.1413,0.5168,0.8894,"L",2010,"L_2010"
4,400,403,405,6,2011-07-18,2011-07-21,2011-07-23,3.1526,3.9266,0.5242,18.9155,1.0386,1.8237,0.5355,6.2317,26.9489,27.7262,0.5273,161.6935,0.5619,0.6682,"L",2011,"L_2011"
5,507,510,512,6,2013-07-15,2013-07-18,2013-07-20,3.7174,4.6171,0.8115,22.3042,1.5374,2.4409,0.8137,9.2244,27.5016,28.4115,0.8212,165.0094,0.68,0.9252,"L",2013,"L_2013"
6,549,552,555,7,2013-08-26,2013-08-29,2013-09-01,3.2283,4.0443,0.4943,22.5981,1.5648,2.379,0.5002,10.9536,24.6996,25.5248,0.6411,172.8971,0.53,0.6418,"L",2013,"L_2013"
7,801,807,809,9,2018-05-24,2018-05-30,2018-06-01,5.0647,6.7353,1.3873,45.5824,2.1399,3.7472,1.3242,19.2592,22.7738,24.8707,1.7408,204.9641,0.595,1.5518,"L",2018,"L_2018"
8,841,841,845,5,2018-07-03,2018-07-03,2018-07-07,2.5893,2.8797,0.2472,12.9464,0.2968,0.5664,0.2335,1.4839,25.8413,25.9908,0.1447,129.2065,0.7262,0.1439,"L",2018,"L_2018"
9,880,883,888,9,2018-08-11,2018-08-14,2018-08-19,2.2413,2.9444,0.4286,20.1713,0.6154,1.3095,0.4228,5.5385,25.0781,25.8598,0.5326,225.7025,0.3974,0.2368,"L",2018,"L_2018"
1,60,63,65,6,2013-07-15,2013-07-18,2013-07-20,4.1036,5.1486,0.926,24.6214,1.9236,2.9724,0.9301,11.5416,27.4355,28.4907,0.9365,164.6129,0.7956,1.0198,"T",2013,"T_2013"
2,101,105,108,8,2013-08-25,2013-08-29,2013-09-01,3.302,4.6475,0.9189,26.4157,1.6437,2.9823,0.9122,13.1494,24.3819,25.6758,0.904,195.0554,0.6814,0.8027,"T",2013,"T_2013"
3,127,130,131,5,2014-05-29,2014-06-01,2014-06-02,4.1307,4.5753,0.5671,20.6534,1.1091,1.5339,0.5432,5.5455,22.0146,22.6993,0.8541,110.0729,0.459,0.7807,"T",2014,"T_2014"
4,306,308,310,5,2015-07-25,2015-07-27,2015-07-29,2.7598,3.5725,0.6878,13.7989,0.8154,1.6274,0.6934,4.0772,26.0391,26.8533,0.6863,130.1954,0.7139,0.8074,"T",2015,"T_2015"
5,326,328,330,5,2015-08-14,2015-08-16,2015-08-18,2.6183,3.2665,0.6191,13.0914,1.0082,1.6583,0.6197,5.0411,24.9372,25.5887,0.6424,124.6862,0.7058,0.7547,"T",2015,"T_2015"
