"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
7,384,387,390,7,2011-07-02,2011-07-05,2011-07-08,1.8244,2.3815,0.3436,12.7706,0.8277,1.3848,0.3481,5.7939,25.0719,25.6379,0.3081,175.5031,0.302,0.334,"L",2011,"L_2011"
8,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.906,3.9266,0.8704,45.7434,0.9264,2.8916,0.8531,22.233,25.5407,27.7262,0.9396,612.9765,0.7612,0.1629,"L",2011,"L_2011"
9,428,430,433,6,2011-08-15,2011-08-17,2011-08-20,1.5127,1.9832,0.3908,9.0761,0.7605,1.2317,0.3934,4.563,24.1685,24.6821,0.4248,145.0113,0.5435,0.302,"L",2011,"L_2011"
10,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2294,4.6171,1.2501,42.3579,1.2067,3.5777,1.2438,22.9267,25.8491,28.4115,1.3418,491.1325,0.2678,0.9215,"L",2013,"L_2013"
11,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.2408,4.0443,1.1758,29.1307,1.4368,3.2222,1.1607,18.6789,23.9381,25.5248,1.0417,311.1948,0.4007,0.7635,"L",2013,"L_2013"
12,571,577,583,13,2014-05-26,2014-06-01,2014-06-07,2.7192,4.4758,1.0618,35.349,1.7612,3.5136,1.0481,22.8951,21.2321,23.0169,1.1051,276.0169,0.4334,0.5318,"L",2014,"L_2014"
13,752,755,758,7,2015-07-24,2015-07-27,2015-07-30,1.937,2.8664,0.7222,13.5592,0.9305,1.86,0.7237,6.5134,25.6666,26.5995,0.7212,179.6661,0.5506,0.5617,"L",2015,"L_2015"
14,773,775,777,5,2015-08-14,2015-08-16,2015-08-18,2.1789,2.91,0.57,10.8946,1.4191,2.151,0.5685,7.0957,24.9502,25.6845,0.6081,124.7508,0.6669,0.734,"L",2015,"L_2015"
15,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,2.0092,5.7505,2.0993,42.1936,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
16,826,838,857,32,2018-06-18,2018-06-30,2018-07-19,2.0557,3.605,0.6108,65.7821,1.0794,2.6517,0.6052,34.5412,25.0002,26.4201,1.0608,800.0076,0.2053,0.1342,"L",2018,"L_2018"
17,879,883,890,12,2018-08-10,2018-08-14,2018-08-21,1.9914,2.9444,0.5998,23.897,1.2191,2.1685,0.5987,14.6298,24.7848,25.8598,0.7486,297.4173,0.4507,0.306,"L",2018,"L_2018"
18,945,958,963,19,2019-07-03,2019-07-16,2019-07-21,2.0964,2.7335,0.4758,39.8324,1.0758,1.7012,0.4767,20.4403,25.679,26.5054,0.515,487.9018,0.107,0.3034,"L",2019,"L_2019"
19,975,978,981,7,2019-08-02,2019-08-05,2019-08-08,1.6919,2.3144,0.4624,11.843,0.7748,1.3927,0.4586,5.4237,25.1315,25.7603,0.4846,175.9208,0.4401,0.4041,"L",2019,"L_2019"
1,39,41,43,5,2013-06-24,2013-06-26,2013-06-28,2.5639,3.5204,0.9629,12.8194,1.6453,2.6048,0.9602,8.2265,24.5105,25.4905,1.0632,122.5523,1.2609,0.8284,"T",2013,"T_2013"
2,49,63,67,19,2013-07-04,2013-07-18,2013-07-22,2.5567,5.1486,1.3672,48.5778,1.534,4.1092,1.3621,29.1466,25.7242,28.4907,1.4416,488.7592,0.2706,1.0148,"T",2013,"T_2013"
3,97,105,109,13,2013-08-21,2013-08-29,2013-09-02,2.5881,4.6475,1.1912,33.6455,1.7841,3.8255,1.1816,23.1939,23.8331,25.6758,1.1325,309.8305,0.3969,0.9417,"T",2013,"T_2013"
4,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,1.9522,3.613,1.1223,27.3314,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
5,304,308,311,8,2015-07-23,2015-07-27,2015-07-30,2.1897,3.5725,0.9572,17.5172,1.1806,2.566,0.959,9.4449,25.4743,26.8533,0.9549,203.7944,0.6377,0.7705,"T",2015,"T_2015"
6,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.3717,2.5075,0.973,9.6019,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
