"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,309,312,314,6,2010-08-10,2010-08-13,2010-08-15,3.0532,3.6221,0.4831,18.3193,0.7856,1.3639,0.4851,4.7134,26.1393,26.6784,0.4961,156.8358,0.3699,0.7998,"R",2010,"R_2010"
2,508,510,512,5,2013-07-16,2013-07-18,2013-07-20,4.0367,4.7765,0.7142,20.1836,1.102,1.8377,0.6819,5.5098,27.9021,28.6459,0.7127,139.5106,0.6748,0.985,"R",2013,"R_2013"
3,549,552,555,7,2013-08-26,2013-08-29,2013-09-01,3.2708,4.2129,0.5525,22.8957,0.9634,1.8995,0.5609,6.7439,24.8171,25.7684,0.6967,173.7195,0.5787,0.6936,"R",2013,"R_2013"
4,803,806,808,6,2018-05-26,2018-05-29,2018-05-31,5.7725,6.6714,0.8276,34.6348,1.3682,2.2742,0.8419,8.2091,23.667,24.7125,1.0978,142.002,0.7879,0.8341,"R",2018,"R_2018"
5,882,883,886,5,2018-08-13,2018-08-14,2018-08-17,2.6264,3.0703,0.3358,13.132,0.4107,0.8345,0.3082,2.0533,25.5447,26.0607,0.4373,127.7237,0.3718,0.2824,"R",2018,"R_2018"
1,232,233,239,8,2010-05-25,2010-05-26,2010-06-01,5.443,6.105,0.4532,43.544,1.0425,1.6655,0.444,8.3399,23.2593,24.0045,0.5817,186.0745,0.7504,0.233,"L",2010,"L_2010"
2,309,312,314,6,2010-08-10,2010-08-13,2010-08-15,3.001,3.6939,0.5484,18.0062,0.7334,1.4357,0.5528,4.4003,26.0121,26.6752,0.5516,156.0727,0.4371,0.8894,"L",2010,"L_2010"
3,508,510,512,5,2013-07-16,2013-07-18,2013-07-20,3.9457,4.6171,0.6574,19.7287,1.011,1.6783,0.6262,5.0549,27.7361,28.4115,0.656,138.6807,0.5849,0.9252,"L",2013,"L_2013"
4,549,552,555,7,2013-08-26,2013-08-29,2013-09-01,3.2283,4.0443,0.4943,22.5981,0.9209,1.7309,0.5023,6.4465,24.6996,25.5248,0.6411,172.8971,0.53,0.6418,"L",2013,"L_2013"
5,804,807,808,5,2018-05-27,2018-05-30,2018-05-31,6.1507,6.7353,0.6108,30.7535,1.7535,2.3493,0.6141,8.7673,24.0761,24.8707,0.7453,120.3804,0.5236,1.3833,"L",2018,"L_2018"
1,61,63,65,5,2013-07-16,2013-07-18,2013-07-20,4.3593,5.1486,0.7624,21.7967,1.4246,2.2097,0.7402,7.1228,27.6975,28.4907,0.7626,138.4873,0.7155,1.0198,"T",2013,"T_2013"
2,102,105,108,7,2013-08-26,2013-08-29,2013-09-01,3.5396,4.6475,0.6768,24.7774,1.2323,2.3342,0.685,8.6259,24.5587,25.6758,0.8135,171.9107,0.667,0.8027,"T",2013,"T_2013"
