"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
1,231,233,240,10,2010-05-24,2010-05-26,2010-06-02,4.7868,5.7988,0.6666,47.868,1.0395,2.0451,0.6603,10.3953,22.6736,23.467,0.7707,226.7362,1.0609,0.315,"R",2010,"R_2010"
2,309,312,314,6,2010-08-10,2010-08-13,2010-08-15,3.0532,3.6221,0.4831,18.3193,1.0785,1.663,0.4882,6.4712,26.1393,26.6784,0.4961,156.8358,0.3699,0.7998,"R",2010,"R_2010"
3,400,403,405,6,2011-07-18,2011-07-21,2011-07-23,3.1006,3.7298,0.4609,18.6039,0.6066,1.2555,0.4784,3.6397,26.972,27.6044,0.4642,161.8319,0.5,0.6019,"R",2011,"R_2011"
4,508,510,512,5,2013-07-16,2013-07-18,2013-07-20,4.0367,4.7765,0.7142,20.1836,1.447,2.1824,0.6889,7.235,27.9021,28.6459,0.7127,139.5106,0.6748,0.985,"R",2013,"R_2013"
5,549,552,555,7,2013-08-26,2013-08-29,2013-09-01,3.2708,4.2129,0.5525,22.8957,1.2819,2.2228,0.5594,8.9735,24.8171,25.7684,0.6967,173.7195,0.5787,0.6936,"R",2013,"R_2013"
6,803,806,808,6,2018-05-26,2018-05-29,2018-05-31,5.7725,6.6714,0.8276,34.6348,2.0138,2.9142,0.8272,12.0827,23.667,24.7125,1.0978,142.002,0.7879,0.8341,"R",2018,"R_2018"
7,881,883,887,7,2018-08-12,2018-08-14,2018-08-18,2.4748,3.0703,0.3832,17.3238,0.5489,1.1296,0.3694,3.8421,25.3903,26.0607,0.4831,177.732,0.4234,0.2541,"R",2018,"R_2018"
1,231,233,240,10,2010-05-24,2010-05-26,2010-06-02,5.1835,6.105,0.6791,51.8354,1.4363,2.3513,0.6702,14.3627,22.9954,24.0045,0.8547,229.9536,1.0669,0.3269,"L",2010,"L_2010"
2,309,312,314,6,2010-08-10,2010-08-13,2010-08-15,3.001,3.6939,0.5484,18.0062,1.0264,1.7348,0.5562,6.1581,26.0121,26.6752,0.5516,156.0727,0.4371,0.8894,"L",2010,"L_2010"
3,401,403,405,5,2011-07-19,2011-07-21,2011-07-23,3.2748,3.9266,0.4811,16.374,0.8008,1.4523,0.4701,4.0038,27.0715,27.7262,0.4846,135.3576,0.4587,0.6682,"L",2011,"L_2011"
4,508,510,512,5,2013-07-16,2013-07-18,2013-07-20,3.9457,4.6171,0.6574,19.7287,1.356,2.023,0.633,6.7801,27.7361,28.4115,0.656,138.6807,0.5849,0.9252,"L",2013,"L_2013"
5,549,552,555,7,2013-08-26,2013-08-29,2013-09-01,3.2283,4.0443,0.4943,22.5981,1.2394,2.0542,0.5009,8.676,24.6996,25.5248,0.6411,172.8971,0.53,0.6418,"L",2013,"L_2013"
6,803,807,809,7,2018-05-26,2018-05-30,2018-06-01,5.5489,6.7353,1.1547,38.8426,1.7917,2.9797,1.1517,12.5422,23.4716,24.8707,1.2138,164.3009,0.6326,1.5518,"L",2018,"L_2018"
7,881,883,886,6,2018-08-12,2018-08-14,2018-08-17,2.4652,2.9444,0.3348,14.7913,0.5321,1.0037,0.3269,3.1928,25.3423,25.8598,0.4018,152.0537,0.3813,0.2842,"L",2018,"L_2018"
1,60,63,65,6,2013-07-15,2013-07-18,2013-07-20,4.1036,5.1486,0.926,24.6214,1.4992,2.5545,0.9393,8.9951,27.4355,28.4907,0.9365,164.6129,0.7956,1.0198,"T",2013,"T_2013"
2,102,105,108,7,2013-08-26,2013-08-29,2013-09-01,3.5396,4.6475,0.6768,24.7774,1.5507,2.6574,0.6835,10.8552,24.5587,25.6758,0.8135,171.9107,0.667,0.8027,"T",2013,"T_2013"
